Headline,Attention Score
"Would You Rather Be A Jerk To Everyone, Or A Nobody? This Graduation Speech Makes It Really Obvious.",1
"Are You A Nobody? Great! According To This College Graduation Speech, You're Officially Not A Jerk.",0
"If You're Curious What Neil deGrasse Tyson Would Be Like As Your Dad,
Watch His Graduation Speech",1
"If You Mess With Human Curiosity, You're Going To Hear About It From Neil deGrasse Tyson",0
"If You Want To Be Able To Pay For Childcare, You Need To Start Saving Money When You Turn 16",1
"If You're 16, It's Time To Start Planning For Your Future Child's Preschool Education Fund. For Real.",0
The Illuminati Have Been Lowering Their Standards For Membership Lately,1
That Time Bono Called Matt Damon A Nerd And Hit Him With A 2x4,0
How Did This Famous Nerd Sneak Into A Secret Meeting Of The Illuminati?,1
How Do You Say Nerd In Irish?,0
We Have Found Out Who Is In The Illuminati. The Other Thing We Found Out: They Are Weird.,1
Why The Illuminati Think Matt Damon Is A Wanker,0
We Snuck A Camera Into An Illuminati Meeting And This Is What We Found Out,1
The Illuminati Are Coming For Your Toilets,0
We Snuck A Camera Into An Illuminati Meeting And This Is What We Found Out,1
The Illuminati Sure Have Been Lowering Their Standards For Membership Lately,0
Remember When You Were LIttle and Looking Up At The Sky Made You Feel Awe? Need Some More Of That?,1
Why You Have To Reconfigure Your Mental Models Of The World In Order To Drink In The Awesome Beauty Of The Night Sky,0
The World's Greatest Boyfriend Died At Age 18 — Then The Internet Made Him Immortal,1
"Zach Sobiech Died Of Cancer At Age 18. Millions Upon Millions Of Views Later, He Became Immortal.",0
"Sorry Kids, But Mommy And Daddy Can't Afford A Car Because The Government Hung Them Out To Dry",1
"Sorry Kids, But Mommy And Daddy Can't Afford Breakfast Because The Government Hung Them Out To Dry",0
SHOTS OF AWE: Why You Have To Reconfigure Your Mind To Experience The Most Meaningful Moments In Life,1
"AWETASTIC: Why You Have To Reconfigure Your Mind To Accomodate Awe, Wonder, And Rapture",0
The Argument Against The Stop-And-Frisk Policy Gets An Upgrade Courtesy Of A Hip Hop Icon,1
Why Stop At Illegally Detaining And Frisking Innocent People? Let's Get Racist About It!,0
"If You Like Your Friends, Statistically They Like You Too. You Can Stop Being Paranoid Now.",1
Did Facebook Change Your Relationship With Your Friends? Do You Think You're Better Off?,0
"One Of The Most Patriotic Things I've Ever Seen Doesn't Involve Guns, God, Or Glory",1
One Woman And An Army Of Paintbrushes Are Making Sure We Never Forget Our Army Of Fallen Heroes,0
"For Every 3 Friends You Have, Statistically Only 1 Of You Is Actually Happy ",1
It's Time For America To Stop Being Paranoid About Our Friends Secretly Hating Us,0
The Most Inspiring And Heartfelt Reason To Make Hilariously Inappropriate Jokes Ever,1
"This Kid's Body Is Kind Of A Jerk. Thankfully, His Brain Has Figured Out How To Ignore That.",0
Which 7-Letter-Word Is NOT A 4-Letter-Word (Despite What Some Politicians Would Like You To Think)?,1
The Founding Fathers Probably Would Have Hated To See America NOT Moving In Which Direction?,0
9 Places Where No Woman Has Ever Been,1
Check Out Some Of The World’s Most Crowded Sausage Fests,0
10 Magical Pieces Of Street Art That’ll Hit You Square In The Soul,1
10 Beautiful Reasons To Look Up From Your Smartphone,0
"This Kid's Body Is A Nightmare. Thankfully, He Has His Epic Sense Of Humor To Keep Him Awake.",1
"This Kid's Body Is Kind Of A Jerk. Thankfully, His Brain Has Figured Out How To Ignore That.",0
Have You Heard Of The Recent IRS Scandal? Because They Kinda Covered Up A Much Bigger One.,1
"When You Screw Up, The IRS Makes You Pay. When The IRS Screws Up, The IRS Makes You Pay.",0
"This Kid's Body Is A Nightmare. Thankfully, He Has His Epic Sense Of Humor To Keep Him Awake.",1
The Most Inspiring And Heartfelt Reason To Make Hilariously Inappropriate Jokes Ever,0
The Bluntest Speech In The History Of The Universe Lays It All Out For Graduates Before They All Die,1
The Guy Who Directed 'The Avengers' Tells A Bunch Of Parents That Their Kids Are All Going To Die,0
Have You Heard Of The Recent IRS Scandal? Because They Kinda Covered Up A Much Bigger One.,1
You've Heard Of This Recent IRS Scandal? It's Not Nearly As Bad As The One That Got Covered Up.,0
The Bluntest Speech In The History Of The Universe Lays It All Out For Some Kids Before They All Die,1
Behold The Bluntest Speech In The History Of Time For College Grads Before They Become Worm Food,0
The Bluntest Speech In The History Of The Universe Lays It All Out For Some Kids Before They All Die,1
The Bluntest Speech In The History Of The Universe Lays It Out For College Kids Before They All Die,0
Behold The Bluntest And Deadliest Graduation Speech In The History Of The Known Universe,1
"The Bluntest Graduation Speech In The History Of The Universe: Oh God, Oh God, We're All Gonna Die!",0
"Behold The Bluntest, Funniest, And Deadliest Graduation Speech In The History Of The Known Universe",1
Behold The Bluntest And Deadliest Graduation Speech In The History Of The Known Universe,0
Thousands Of Students Have A Very Simple Question That Nobody Seems To Want To Answer,1
"These Teenagers Are Begging For Their High Schools. Is This What You Wanted, America?",0
A PERFECT Answer To A Super-Duper Annoying Question,1
"So, What Kind Of Asian Are You? ",0
"Obama's Speech Writer/Stand-Up Comedian Gives A Graduation Speech. Not Surprisingly, It's Badass.",1
The Best Graduation Speeches Begin With Everyone Role-Playing As Gay Federal Judges,0
Which 7-Letter-Word Is NOT A 4-Letter-Word (Despite What Some Politicians Would Like You To Think)?,1
"On The Journey For Access To Women's Healthcare, There's Just One Direction In Which We Should Move",0
What Really Important Thing For Women Do These 5 Dudes Think Isn't Really That Important?,1
Which 7-Letter-Word Is NOT A 4-Letter-Word (Despite What Some Politicians Would Like You To Think)?,0
"When Told 'You Can't' Do Something, Just Remember This Beautiful Clip",1
A Beautiful Example Of Things Women Have Changed Throughout History,0
"If You Think Only Women Get Hysterical Over Nothing, You Haven't Seen These 4 Dudes On Fox News Yet",1
UGH: Fox News Lamenting Working Women Perfectly Sums Up Everything Terrible About Fox News,0
A Fan Asked Patrick Stewart A Question He Doesn't Always Get. I Wasn't Expecting This Answer.,1
Patrick Stewart Is Basically A Wonderful And Amazing Human Being. For The Reals.,0
A Fan Asked Patrick Stewart A Question He Doesn't Always Get. I Wasn't Expecting This Answer.,1
I'm Not Crying. That's Just Space Rain On My Face.,0
A Fan Asked Patrick Stewart A Question He Doesn't Always Get. I Wasn't Expecting This Answer.,1
The Time I Really Felt Like Giving Patrick Stewart A Giant Hug For Being A Wonderful Human Being,0
Fan Asks Patrick Stewart A Question He Doesn't Always Get. I Wasn't Expecting This Beautiful Answer.,1
Fan Asks Patrick Stewart A Question He Doesn't Always Get. I Wasn't Expecting This Eloquent Answer.,0
A Fan Asked Patrick Stewart A Question He Doesn't Always Get. I Wasn't Expecting This Answer.,1
Fan Asks Patrick Stewart A Question He Doesn't Always Get. I Wasn't Expecting This Beautiful Answer.,0
A Brave Fan Asks Patrick Stewart A Question He Doesn't Usually Get And Is Given A Beautiful Answer,1
A Fan Asked Patrick Stewart A Question He Doesn't Always Get. I Wasn't Expecting This Answer.,0
Why You Should Stop Instagramming Your Food And Start Instagramming Its Packaging,1
"First America, Then The World? Cleaning Up Trash In The Instagram Age",0
A Brave Fan Asks Patrick Stewart A Question He Doesn't Usually Get And Is Given A Stunning Answer,1
A Brave And Vulnerable Fan Asks Patrick Stewart An Unusual Question And Gets An Awe-Inspiring Answer,0
A Brave Fan Asks Patrick Stewart A Question He Doesn't Usually Get And Is Given A Beautiful Answer,1
A Brave Fan Asks Patrick Stewart An Unusual Question And Is Given A Raw And Emotional Answer,0
They Reduced Driving Speed By 22%.  And They Did It By Making Speed Cameras Fantabulous.,1
"Forget Powerball, You Can Win The Lottery Just By Driving Your Car!",0
Imagine A World Where Speeders Get Tickets And People Who Obey The Law Get AWESOME,1
"Imagine Obeying Speed Limits For Fun?  Yes, Please.",0
"Dan Savage Is Controversial, But I Challenge You To Argue With The Advice He’s Giving These Kids",1
"If You Have Kids, Want Kids, Or Know Someone Who Does, You Should Hear This Advice For Gay People",0
You Need To See What These Women Are Afraid Of,1
"First I Was All, ‘OMG, Enough Sheryl Sandberg!’ Then I Saw This And Was All, ‘Ohhh, I Get It.’",0
"If You Are A Woman, Love A Woman, Or Are Raising A Woman, Do Her A Favor And Watch This",1
You Need To See What These Women Are Afraid Of,0
"If Everyone Heard This Advice For Closeted Gay People, There Might Be A Lot Fewer Tears In The World",1
"Advice For Gay Kids That Every Straight Parent Should Hear, Too",0
My Family Is In A Commercial And People Are Pissed,1
"Dear YouTube Commenters, It's 2013 And Interracial Families Exist. Deal With It.",0
PLOT TWIST: Fox News Anchor Lays Epic Smackdown On Fox News Anchors For Homophobia and Misogyny,1
Fox News Anchor Takes On Fox News Anchors For Homophobia And Misogyny In Some Epic Fox Newsception,0
PLOT TWIST: What Happens When Fox News Is So Misogynistic They Even Cross The Line With Fox News?,1
PLOT TWIST: What Happens When Fox News Becomes So Misogynistic They Even Infuriate Fox News?,0
OMG: Fox Newswoman Lays Epic Smackdown On Fox Newsmen For Blatant Misogyny,1
PLOT TWIST: Fox Newswoman Lays Epic Smackdown On Fox Newsmen For Blatant Misogyny,0
"You Don't Have To Wear A Fedora, But You DO Have To Be A Decent Human Being",1
"Hey You! Yes, You. Put This Hat On And Think About Your Life.",0
"This Guy May Curse A Lot, But You Would Too If You Knew This Much About Girls Toys",1
The Worst Teacher In The History Of The World Doesn't Even Show Up To School To Teach Her Class,0
"There's A Good Reason This Guy Talked Back To His Teacher, Walked Out, And Got An F",1
Why Your Barbie Doll May Be Poisoning Your Brain,0
"There's A Good Reason This Guy Talked Back To His Teacher, Walked Out, And Got An F",1
"This Guy May Curse A Lot, But You Would Too If You Knew This Much About Barbie Dolls",0
"There's A Good Reason This Guy Talked Back To His Teacher, Walked Out, And Got An F",1
This Is Why Barbie May Be Poisoning Your Thoughts,0
"There's A Good Reason This Guy Talked Back To His Teacher, Walked Out, And Got An F",1
"There's A Great Reason This Kid Talked Back To His Fake Teacher, Walked Out, And Got An F",0
"There's A Good Reason This 18-Year-Old Kid Talked Back To His 'Teacher', Walked Out, And Got An F",1
"There's A Good Reason This 18-Year-Old Kid Lectured His 'Teacher', Walked Out, And Got An F",0
7 Wonderful People Share Something You Should Know Before It's Too Late,1
What Skipping The Star Wars Prequels And Saving Your Own Life Have In Common,0
"BOOM: ""The Daily Show"" Puts Another Debate To Rest",1
So We're Profiling Conservatives Now? I For One Can't Wait!,0
"What Happened To Our Jobs, Schools, Roads, And Bridges In One Incredible Clip",1
"Bridges Collapsing, Roads Crumbling, Jobs Disappearing — It's No Coincidence",0
"The Absolute Best Summary Of Why The World's Middle Class Got Screwed, And How We Can Fight Back",1
Working People And Students Did Not Cause This Damned Economy To Crash,0
Seven Wonderful People Share Secrets That Are Killing Them. This COULD CHANGE YOUR LIFE.,1
7 Wonderful People Share An Intimate Secret That COULD SAVE YOUR LIFE,0
OMG! Would This Map Be Banned In Some Countries?,1
Even This Map Would Be Banned In Some Countries,0
"If We Had More Drones, People Wouldn’t Get Away with Stuff Like This. That's Not A Good Thing. 
",1
Drone Crossing Ahead'. That's All I'm Gonna Say.,0
"The Absolute Best Clip About Why The World's Middle Class Got Screwed, And What We Can Do About It",1
"The Best Summary Of Why The World's Middle Class Got Screwed, And What We Can Do About It",0
Listen To A Nice White Lady Explain Who Is At Fault For All Our Immigration Problems,1
A Nice Lady With A Fancy British Accent Explains Why Your Fear Of Immigrants Might Be Misplaced,0
"Next Time Someone Tells You That Immigrants Are Destroying Our Country, Show Them This",1
The One Where A Nice British Lady Cusses You Out Because Math Is Important,0
"Ellen Talks About The Best Thing That Ever Happened To Her, Which Coincidentally Was Also The Worst",1
Ellen Added Something To The TV Landscape—And In Doing So Changed The World,0
"When Trying To Make A Living Turned Into A Nightmare, This Woman Changed It Back Into A Dream",1
"Think Lawmakers Don't Affect You? As My Mother Used To Say, 'You've Got Another Thing Coming, Mister!'",0
"When Trying To Make A Living Turned Into A Nightmare, This Woman Changed It Back Into A Dream",1
"Think Lawmakers Don't Affect You? As My Mother Used To Say, 'You've Got Another Thing Coming, Mister!'",0
Listen To A Nice White Lady Explain Who Is At Fault For All Our Immigration Problems,1
"Next Time Someone Tells You That Immigrants Are Destroying Our Country, Show Them This",0
No Subtitles Needed For This French Video,1
Marriage In France Just Got A Lot Gayer,0
How This Guy's Not-So-Glamorous Childhood In The Great Outdoors Turned Him Into A Glamorous Rap Star,1
How Rapping In The Great Outdoors Turned This Duo Into Hugely Famous Hip Hop Artists,0
An Amazing Thing Happened When A Sporting Goods Store And A Fortune Cookie Had A Baby...,1
I dare you to kick off those mental training wheels and make your next bike ride this inspiring.,0
See The Film That PBS Is Too Scared To Show,1
"They Make Oil, Lycra, Carpet Cleaner, Toilet Tissue. Oh, And Maybe The End Of Democracy.",0
Just What The Internet Ordered: Charles Ramsey Needed A Video Like This,1
"What Do Charles Ramsey, Sweet Brown, And Antoine Dodson Have In Common? The Need For This Video.",0
The Doctor Said His Son Should Be Committed.  He Chose To Commit To His Son Instead.,1
"Disability, Schmissability.  This Father-Son Duo Has Got This.",0
An Interviewer Asked A Muslim Man About The Murder Of An British Soldier. Here's How He Answered.,1
Lost: Hope In Humanity After The Murder Of A Soldier. Found: An Inspiring Interview To Restore It.,0
The Most Sexist And Disturbingly Hilarious Pro-Gay Marriage Video I've Ever Seen,1
"The Most Sexist, Misogynistic, Crass, Profane, And Beautiful Gay Wedding Video I've Ever Seen",0
"Something Google, Yahoo, Facebook, And Instagram Are Doing Better At Than The Entire United States",1
Taking Time Off When You Have Kids Means That A Lot Less Kids Die,0
"You Don't Have To Wear A Fedora, But You DO Have To Be A Decent Human Being",1
"Not Only Do You Look Fedorable, But You're Also A Good Person",0
An Interviewer Asked A Muslim Man About The Murder Of An British Soldier. Here's How He Answered.,1
"After The Tragic Murder Of A British Solider, This Man Delivers A Powerful Smackdown Against Hatred",0
How David Can Beat Goliath With Nothing More Than A Newspaper In His Pocket,1
How We Can Put The 'Free' Back In 'Free Press',0
This Hilarious Lashing of PBS by Stephen Colbert Was Brought to You by the Letter “C” for Censorship,1
"You Just Know Bert & Ernie Could Be Next To Go If Stephen Colbert Can’t Change PBS’ Mind
",0
This Is Why You Should Never Underestimate The Power Of A Cape,1
BOOM: Instant Superhero. I Guess There Is Something Magical About Wearing A Cape.,0
"Legislator Wants To Make Sure WITCH DOCTORS Get A Fair Hearing In Science Class. No, I'm Not Joking.",1
Raise Your Hand if You Think Witch Doctoring Should Be Part Of The Core Science Curriculum,0
This Is An Ass-Off-The-Couch Kind Of Video.  Just An Invitation To Rock Your Inner Buddha.,1
I Dare You To Kick Off Those Mental Training Wheels And Make Your Next Bike Ride This Inspiring,0
The Cape That Does A Hell Of A Lot More Than Flap In The Breeze,1
"When Childhood Illnesses Make Life Terrible For These Kids, One Thing Always Makes Them Smile Again",0
1 Minute And 45 Seconds That’ll Make You Think Twice About Poverty,1
Where Do You Think Poverty Is Growing? You’re Probably Wrong,0
"A Prison Ignored The Most Obvious Cries For Help, And The Result Is Devastating",1
The Heartbeat In This Video Obviously Does Not Belong To The Corporation Involved,0
"A Prison Ignored The Most Obvious Cries For Help, And The Result Is Devastating",1
"Once Again, A Corporation Failed At Its Job. The Result is Heartbreaking. ",0
That Time A Legislator Seriously Demanded That Wizardry And Magic Be Part Of The Science Curriculum,1
Raise Your Hand if You Think Magic Spells Should Be Part Of The Core Science Curriculum,0
Boys Who Know How To Break Boxes Grow Into Men Who Respect Women,1
"In This Case, It's Totally Okay To Teach Your Kids To Break Things",0
Ellen’s Tragic Lesbian Love Story Has The Most Beautiful Ending,1
Does Ellen Really Think Exposing This Will Get More Beads Than Showing Your Breasts?,0
"A Homeless Man Is Asked To Speak His Mind. Put Your Empathy Hat On, Things Are Getting Real",1
"This Homeless Man Is A Person, But Not Everyone Sees Him That Way. And He Can't Take It Anymore",0
"As Other Senators Try to Cut Food Stamps, Sen. Chris Murphy Tries Something Else With Them",1
Senator Chris Murphy Learned The Hard Way What It’s Like To Live On Food Stamps,0
A Politician Learned The Hard Way What It’s Like To Actually Live On Government Handouts,1
Hey Politicians – Don’t Walk A Mile In My Shoes. Eat For A Week On My Budget,0
"Next Time Someone Says You Can't Do Something, Here's Proof You Shouldn't Stop Trying.",1
"How Do You Respond To The Doc Who Says You'll Be A Vegetable? Smile, Nod, Then Prove Him SO Wrong.",0
A Politician Learned The Hard Way What It’s Like To Actually Live On Government Handouts,1
"As Other Senators Try to Cut Social Programs, Watch One Politician Do Something Else With Them",0
A Politician Learned The Hard Way What It’s Like To Actually Live On Government Handouts,1
"As Other Senators Try to Cut Food Stamps, Sen. Chris Murphy Tries Something Else With Them",0
WHOA: 9-Year-Old Proves THAT Even 'Failing' Schools Are Capable Of Producing Ridiculously Smart Kids,1
Chicago Public Schools' Loudest Advocate Still Needs A Booster Seat,0
Guess What Natural Wonder Of The World Is Getting Destroyed Now,1
It’s One Of Richest Ecosystems In The World. And It’s Under Attack.,0
WHOA: 9-Year-Old Proves THAT Even 'Failing' Schools Are Capable Of Producing Ridiculously Smart Kids,1
"If A 9-Year-Old Could Stand Up For His School, Why Couldn't A Room Of Officials?",0
Think Australia Can’t Do Worse Than A Giant Hole In The Ozone Layer? Think Again.,1
"It’s A Good Thing Pixar Uses Graphics, Because Nemo And Dori’s Home Is About To Be Destroyed",0
"Dive In! 400,000 Swimming Pools Full Of An Asthma-Causing Substance?",1
"Just A Guess, But If You’ve Been Breathing Lately, This Video Might Pertain To You",0
You Know Those Relationships That You Stay In Too Long? Yeah -- Here’s Another One.,1
"Poisonous Fish, Exploding Mountaintops, And Kids With Asthma? WTF?!",0
Here's Something That REALLY Shouldn't Be Part Of A Science Curriculum,1
That Time A Legislator Seriously Demanded That Wizardry And Magic Be Part Of The Science Curriculum,0
"Just A Guess, But If You’ve Been Breathing Lately, This Video Might Pertain To You",1
"Poisonous Fish, Exploding Mountaintops, And Kids With Asthma? WTF?! 
",0
You Know Those Relationships That You Stay In Too Long? Yeah -- Here’s Another One.,1
"Just A Guess, But If You’ve Been Breathing Lately, This Video Might Pertain To You",0
"If Someone Tried To Teach My Children This In Science Class, I'd Do More Than Cast A Spell On Them",1
"If Someone Tried To Teach My Children This In Science Class, I'd Do More Than Sacrifice A Chicken",0
2 Lesbians Went To A Macklemore Concert And This Is What They Got,1
When I Say Macklemore Do You Immediately Think Of 2 Lesbians? You Will Now.,0
2 Lesbians Went To A Macklemore Concert And This Is What They Got,1
"If I Were A Lesbian Going To A Macklemore Concert, This Is How I Would Propose To My Girlfriend",0
Macklemore Just Caused A Lesbian Wedding To Be Planned,1
That TIme Watching 2 Lesbians Made Me Cry A Little,0
Watch A Real Life Modern Family Form in Three Minutes and 31 Seconds,1
These Two People Took A Trip To The Other Side Of The World For Two Heart-Warming Reasons,0
" When Facebook 'Likes' Meet Real Life, Things Get...Complicated",1
"If Armchair Activism Were An Actual Olympic Sport, This Would Be A Great Way To Advertise It",0
Know Anyone Who Thinks Racial Profiling Is Exaggerated? Watch This And Tell Me When Your Jaw Drops,1
"Ever Tried To Steal A Bike In A Park? These Two Kids Did, And You Won't Believe What Happened.",0
Girl On Girl: Not As Sexy As It Sounds,1
This Girl Is Here To Remind You That Most Women Kick Butt!,0
"Best Explanation Of Religion I Have Ever Heard, And I'm Practically An Atheist",1
"I Don't Usually Drink Religion, But When I Do, I'll Have What This Bishop Is Having.",0
Watch A Kid At A Dinner Table Accidentally Destroy One Of His Mother's Lifelong Beliefs,1
Watch An Adorable Kid's Accidental And Profound Argument For Vegetarianism,0
"Nearly 4 Billion Was Spent On This Unjust War. Not Iraq or Afghanistan, The Other One.",1
WARNING: The Video You're About To Watch Contains A Serious Substance Known As Injustice,0
"Nearly 4 Billion Was Spent On This Unjust War. Not Iraq or Afghanistan, The Other One",1
"Here Is Something That Can Stop You From Getting A Job, But Won't Stop You From Becoming President
",0
America Has Been Waiting Hundreds Of Years For It. This Breakup Needs To Happen.,1
What Life Would Look Like If The Two Biggest Celebrities In America Were Sexy Lounge Singers,0
Watch A Kid At A Dinner Table Accidentally Destroy One Of His Mother's Lifelong Beliefs,1
A Kid's Accidental Dinnertime Argument Makes His Mother Start Crying,0
"This Unjust War Costs Us About $3.6 Billion Every Year. No Not Iraq or Afghanistan, The Other One.",1
"This Unjust War Costs Us $3.6 Billion Every Year. No Not Iraq or Afghanistan, The Other One.",0
Imagine The Most Graphic Horror Movie You've Ever Seen… This Is Worse.  And It's Real.,1
The Truth About The Life Of This Lil' Guy Is Cold-Blooded,0
"Take A Look At These Men’s Faces. They Might Not Be Here Tomorrow.
",1
See The Faces Of The Guantanamo Hunger Strike,0
A Woman Becomes The *Property* Of Her Husband If He Dies? I Sooo Wish This Was A Joke.,1
E-Q-U-A-L-I-T-Y. There's Another Word I Wouldn't Mind Aretha Franklin Spelling.,0
Is This For Real? A Woman Becomes The *Property* Of Her Husband's Family If He Dies?,1
E-Q-U-A-L-I-T-Y. There's Another Word I Wouldn't Mind Aretha Franklin Spelling.,0
"Nobody Knows About This Little Town, But You Should Before It's Literally Wiped Off The Map Forever",1
What If We Woke Up Tomorrow And Little Communities Like This Were Gone Forever?,0
"Hey Barack, We're Blowing Billions On Busting People For Something You Used To Do.",1
"What Can Stop You From Getting Student Financial Aid, But Won't Stop You From Becoming President?",0
"Hey Barack, We're Blowing Billions On Busting People For Something You Used To Do
",1
"This Unjust War Costs Us Nearly $4 Billion Every Year. No Not Iraq or Afghanistan, The Other One.",0
"This Unjust War Costs Us Nearly $4 Billion Every Year. No Not Iraq or Afghanistan, The Other One.",1
"To Say There Isn't Injustice Here Is Is As Big A Lie As Saying ""I Didn't Inhale"" 
",0
"In Their Yearbook, They're ""Cutest Couple"", But In My Book, They're ""Most Inspiring""",1
"If There's An Award For ""Super Awesome High School"", I Know Just Which School To Honor First
",0
Watch A Kid At A Dinner Table Accidentally Destroy One Of His Mother's Lifelong Beliefs,1
An Adorable Kid Accidentally Makes A Ridiculously Profound Argument For Vegetarianism,0
It Takes A Radical Movement In America To Get What Every Other Developed Country Doesn’t Think Twice About,1
"While Politicians Can't Stop Fighting Over Health Care, These Radicals Are Giving It Away For Free",0
There’s A Very Special Relationship Between These Billionaires And These Food Stamp Recipients,1
New Jobs Numbers? Why Are We Counting New Jobs? Even The Ones We Have Don’t Pay.,0
"If Any Of My Kids Turns Out Gay, I'm Gonna Make Sure They Don't End Up A Statistic Like This",1
"If 9 Out Of 10 People Were Getting Punched In The Face At Work, Would You Do Something About It?",0
This Guy Must Be Pretty Special If All These Famous Folks Are Changing Their Names,1
Some People Are OK With Truthiness. I Prefer TRUTH.,0
Every US Agency Probably Wants This Man Dead. So You Should Hear What He Says Before That Happens.,1
You Won't Believe Who The NSA Spies On More Than Russia. Meet INSERT YOUR NAME HERE.,0
This Guy Had Access To Every Secret The US Government Holds Dear. He's Sharing 1 Of Them With You.,1
What Country Does The United States Spy On More Than Any Other? Hint: You Probably Live In It.,0
"An Ex-CIA Dude Just Pissed Off Everyone In The Government, So Watch This Before He Disappears",1
"A Secret Government Agency Is Watching You Watch This. Also, Apparently, Everything Else You Do. ",0
"An Ex-CIA Dude Just Pissed Off Everyone In The Government, So Watch This Before He 'Disappears'",1
"An Ex-CIA Dude Just Pissed Off Everyone In The Government, So Watch This Before He Is 'Disappeared'",0
"An Ex-CIA Dude Just Enraged Everyone In The Government, So Watch This Before He 'Disappears'",1
If You Are Going To Give Away The Government's Most Horrible Secret About Spying On Americans...,0
"An Ex-CIA Dude Just Enraged Everyone In The Government, So Watch This Before He 'Disappears'",1
If You Are Going To Give Away The Government's Most Horrible Secret About Spying On Americans...,0
Stupid Law Says No Gay Marriage? Google Says Challenge Accepted.,1
Put A Ring On It: Gloriously Gay Video Chats For A More Wonderous World,0
"I'd Like To Think I'm An Informed Straight Ally, But I'm Embarrassed I Didn't Know This",1
"They Call It The 'Defense Of Marriage Act,' So Why Is It Tearing This Couple Apart? ",0
"I'd Like To Think I'm An Informed Straight Ally, But I'm Embarrassed I Didn't Know This",1
"They Call It The 'Defense Of Marriage Act,' So Why Is It Tearing This Couple Apart? ",0
"I'd Like To Think I'm An Informed Straight Ally, But I'm Embarrassed I Didn't Know This",1
"They Call It The 'Defense Of Marriage Act,' So Why Is It Tearing This Couple Apart? ",0
Ever Been Called A Hipster Or Know Someone Who Has? Toughen Up And Watch This Video.,1
"Feel Like Getting All Riled Up About Race And Hipsters? Watch This.
",0
This Guy Must Be Pretty Special If All These Famous Folks Are Changing Their Names,1
"I Don’t Care What Anyone Says, A Soldier Who Stands Up For The Truth Is My Hero",0
Ever Been Called A Hipster Or Know Someone Who Has? Toughen Up And Watch This Video.,1
Ohhhh!!! They Said It! Watch These Girls Use Rhythm and Sass to Call Out Hipsters,0
"Stephen Colbert Ridicules A Paper For Firing It's Photojournalists. Yes, There's An App For That.",1
Replace Skilled Artists With Apps?  Colbert Burns Industry For Hairbrained Tactics.,0
"Here's How Telling Your Black Friend They're ""Not Really Black"" Gets You Made Fun Of On Television",1
Know Someone Who Thinks Black People Shouldn't Eat Bagels? Have Them Hear This Woman Out.,0
"If Any Of My Kids Turns Out Gay, I'm Gonna Make Sure They Don't End Up A Statistic Like This",1
"If 9 Out Of 10 People Were Getting Punched In The Face At Work, Would You Do Something About It?",0
"Your Marriage Is Against The Bible,' They Said To A Man And A Woman 50 Years Ago (Yes, Really!)",1
Why Those Opposed To Marriage Equality Are Definitely On The Wrong Side Of History,0
" What Bros Need To Know About Rape, By Peter Gabriel",1
He Said WHAT Is A Weapon Of War?,0
"VIDEO: ""I've Seen Vegetables That Look Like They're Having A Nervous Breakdown""",1
"WATCH: Now I Know The Link Between Black Beans, BBQ, And The Black Panthers",0
Meet The Growing Movement Of Kick Ass Women Who Will No Longer Stay Silent,1
Wanted: Kick Ass Women. Mission: Kick Sexism's Ass. (Mission Accomplished?),0
Move Over Adele: This Lady Wins The 'Songs That Make Me Cry' Award,1
Super Awesome Granny Tickles The Ivories—And The Heartstrings—For Equality,0
"Do You Know Someone Who Doesn't Think Sexism Exists? Maybe These 25,000 Women Will Change Their Mind",1
WOW: The Growing Movement Of Kick Ass Women Who Will No Longer Stay Silent,0
A Bus Full Of Rude British Complainers Won't Let Facts Stop Their Angry Rant,1
These British People Want To Stop Giving Out Foreign Aid,0
"If You Know Someone Who Doesn't Believe Sexism Exists, Show Them This ",1
Women: Now Is The Time We End This. Men: Will You Join Them?,0
Ever Come Across A Grouchy Drive-Thru Worker? This Comedian's Set Totally Nails Why.,1
Crappy Meal: Man Rakes Former Employer Over The Deep Fryer Recapping His Past In Fast Food,0
Move Over Adele: This Lady Wins The 'Songs That Make Me Cry' Award,1
GRANNY FIERCENESS: My New Favorite 72-Year Old Sings For Equality,0
Let The Daily Show Sum Up The NSA Scandal In Less Tham 5 Minutes,1
That Guy Sitting In Jon Stewart's Seat Nails Why You SHOULD Be Paranoid About The NSA,0
"You're Probably A Part Of This Crowd, And Thats Why Corporate America Is Scared Of You",1
Wanted: People To Revolutionize The Economy. Hipster Beard Not Necessary.,0
They Replaced Black People With White To Make You See This Differently. Did It Work?,1
Do You Think People Will See This Issue Differently Because Their Skin Is White?,0
He Made A Choice. He Took A Life. He Made Another Choice. He's Saving A Community.,1
He Was Looking At The Man In The Mirror And He Did Change His Ways. See How.,0
Oooooh! Swish! Misogynistic Predictions For The Future Of Women's Fashion According To 1939.,1
"According To 1939, The Future Of Men's Fashion Will Consist Of Giving Candy To Pretty Girls",0
The First Time This Kid Played Harmonica He Earned $80. You'll Be Floored By What He Did With It.,1
"Tell Me, If This Kid And His Harmonica Are The Future Of America... We Win, Right?",0
"What Do You Get When You Take A City And Add 12,000 Lemon Trees?",1
How Just One Tree Is Helping San Francisco Gain Independence,0
"NAILED IT: Let The Daily Show Sum Up The NSA Scandal In Less Tham 5 Minutes
",1
Let The Daily Show Sum Up The NSA Scandal In Less Tham 5 Minutes,0
