Headline,Attentio Score
Having An Amazing Attitude Is a Requirement For Success. Arms Are Totally Optional.,-4.404350226
The Daily Show Completely Nails Bloomberg's Hypocrisy In 2 Wonderful Minutes,-3.361180772
Having An Amazing Attitude Is a Requirement For Success. Arms Are Totally Optional.,-4.187334762
"Alright Parents, Let's Just Acknowledge That We're All Doing Our Best Already",-1.098612289
"Alright Parents, Let's Just Acknowledge That We're All Doing Our Best Already",-3.853360743
There Is Something So Satisfying About Watching The Daily Show Nail This Outrageous Hypocrisy,-3.124421174
"I'm Doing The Best I Can At This Parenting Thing. And I Acknowledge That You Are, Too.",-4.132555416
The Controversial Mass Text That You Should Absolutely Not Be Mad About,-3.486917462
"I've Met Babies Named Hennessy Before, So Why Did This Judge Just Order This Kids Name Changed?",-3.205628289
The Controversial Mass Text That You Should Absolutely Not Be Mad About,-3.452581581
The Things This 4-Year-Old Is Doing Are Cute. The Reason He's Doing Them Is Heartbreaking.,-3.152570849
"If You're Looking For Close-Minded Folk In This Small Kentucky Town, You'll Have To Look Elsewhere ",-3.432421953
"If You're Looking For Close-Minded Folk In This Small Kentucky Town, You'll Have To Look Elsewhere",-3.695254439
"The Simplest, Most Brilliant Way to Save Gas That I Have Ever Seen",-3.396840076
"When Detroit Failed To Find A Connection, This 25-Year Old Took It To the Streets",-3.80786297
Looking For Close-Minded Folk In The Deep South? Look Somewhere Other Than This Small Kentucky Town.,-3.221085364
The Things This 4-Year-Old Is Doing Are Cute. The Reason He's Doing Them Is Heartbreaking.,-3.125366597
Looking For Close-Minded Folk In The Deep South? You'll Have To Look Somewhere Other Than This Town.,-3.219991481
"If You Can't Pass This Simple Online Test, Stop Having Sex Immediately",-3.220482574
"The Simplest, Most Brilliant Way to Save Gas That I Have Ever Seen",-2.923078545
"He Got Mad As Hell When His City Couldn't Connect, Then Did Something Badass About It",-3.492827705
The Police Want To Use Assault Vehicles. In America. To Fight 'Terrorists.' WHAT?!?,-4.046468614
Meet 5 Women Who Took Advantage Of A Law You Should Know More About,-3.097514968
There Is Something So Satisfying About Watching The Daily Show Nail This Outrageous Hypocrisy,-2.908312233
The Hilarious Reaction These Teens Give To Robin Thicke's Blurred Lines' ​Is Just Perfect,-2.629609074
​There Aint No Blurred Lines With These Teens Views On Robin Thicke's Controversial Song,-2.739130192
Meet 5 Women Who Took Advantage Of A Law You Should Know More About,-3.041530103
​There Aint No Blurred Lines With These Teens Views On Robin Thicke's Controversial Song,-2.528831595
Women Get Tired Of Hearing This Term. Good Thing This Dude Apologized For Using It.,-2.687474941
Watch A Dude Say Something To All Women That All Dudes Should Really Hear,-2.398657323
"An 11-Year-Old Girl With Much Bigger Problems Than 'Do You Wear Boxers, Briefs, Or Tighty Whities?'",-3.006802844
"If A 'Nice Guy' Says These Two Words To You And Means Them, Revoke His Nice Guy Card",-2.442653894
"An 11-Year-Old Girl With Much Bigger Problems Than 'Do You Wear Boxers, Briefs, Or Tighty Whities?'",-2.968063625
"When Both Sides Of The Marijuana Debate Use Actual Facts, Things Get Very Interesting",-2.663257799
"If Strangers Are Staring At You In The Subway, Do What This Kid Did. Keep Singing. ",-3.113419104
Watch A Dude Say Something To All Women That All Dudes Should Really Hear,-2.474671573
"When This Guy Explains Why Women Won't Sleep With Him, You May Roll Your Eyes. But 2 Minutes In...",-2.258291989
Meet 5 Women Who Took Advantage Of A Law We Should All Know More About,-3.112533122
Meet 5 Women Who Took Advantage Of A Law We Should All Know More About,-3.157103201
"When This Guy Explains Why Women Won't Date Him, You May Roll Your Eyes. But 2 Minutes In...",-2.3698278
Meet 5 Women Who Took Advantage Of A Law We Should All Know More About,-2.919202235
"When This Guy Explains Why Women Won't Date Him, You May Roll Your Eyes. But 2 Minutes In...",-2.237065309
Beyonce Makes Her Interviewer Uncomfortable In The Best Way. He Handles It Like A Champ.,-2.652692557
You'd Never Have Expected Comedians To Take On Such A Horrible Topic In Such A Great Way,-3.024609529
A Bunch Of Bad Predictions And One Really Important Prediction Will Get You Thinking About 2015,-3.569808825
"A Disney Princess​ Sings About Men, But Not In The Normal-Predictable-Lame-Love Way",-2.839880035
We Already Knew Costco Was A Great Company. Here's Something That Makes Them Fabulous.,-3.108811924
Beyonce Makes Her Interviewer Uncomfortable In The Best Way. He Handles It Like A Champ.,-2.594796534
In Which A 'Missundaztood' Pop Star Makes Perfect Sense About Gay Marriage,-3.438964993
"Move Over Robin Thicke, Hugh Jackman Is Saying Something Important About Lines",-3.020148732
"The 2,200 Missing People In Arizona No One Seems To Give A Shit About
",-3.294331692
We Already Knew Costco Was A Great Company. Here's Something That Makes Them Fabulous.,-3.212848306
In Which A 'Missundaztood' Pop Star Makes Perfect Sense About Gay Marriage,-3.184877134
Meet 5 Women Who Took Advantage Of A Law We Should All Know More About,-2.963916601
I Wasn't Expecting To Get Emotional When This Sitcom Star Started Talking About His Fame,-3.064863448
"When Both Sides Of The Marijuana Debate Use Actual Facts, Things Get Very Interesting",-3.1981646
We Already Knew Costco Was A Great Company. Here's Something That Makes Them Fabulous.,-3.194243118
I Wasn't Expecting To Get Emotional When This Sitcom Star Started Talking About His Fame,-2.992445023
I Wasn't Expecting To Get Emotional When This Sitcom Star Started Talking About His Fame,-3.007586421
A Bunch Of Bad Predictions And One Really Important Prediction Will Get You Thinking About 2015,-3.218028905
Step Away Form Your Comfort And Hear These Real Stories About Escaping Bullets And Warzones,-4.729644731
The Brilliant Reenactment Of The Zimmerman Murder That Every American Should Watch,-3.300604455
I Wasn't Expecting To Get Emotional When This Sitcom Star Started Talking About His Fame,-2.567631351
The Brilliant Reenactment Of The Zimmerman Murder That Every American Should Watch,-2.827063027
14-Year-Old Explains GMO Labeling In Language Even A Middle Aged TV Host Should Understand,-3.086393445
When He Shows You How Much Light He Can Produce From A Plastic Bottle – Yeah I Didn't Believe It Too,-3.126573882
A Bunch Of Bad Predictions And One Really Important Prediction Will Get You Thinking About 2015,-3.364501417
Watch How One Company Went From Being The Worst Place To Work To The Best In Under 3 Minutes,-2.890579809
The Brilliant Reenactment Of The Zimmerman Murder That Every American Should Watch,-2.931144551
Here's The Best Anti-Photoshop Protest You Won't See On The Cover Of A Magazine,-2.418987866
"In A Messed Up Country That Always Makes The Headlines, Here's One Thing The Media Hasn't Covered",-3.460019912
A Woman Is One Of The Most Important People In Movie History And You've Never Even Heard Of Her,-3.144693528
"I Can't Believe This History Maker Was Forgotten, But Then I Remember She Was A Woman In The 1800s",-2.99477396
"In A Messed Up Country That Always Makes The Headlines, Here's One Thing The Media Hasn't Covered",-3.617303885
Watch How One Company Went From Being The Worst Place To Work To The Best In Under 3 Minutes,-2.992684154
"This Is The Nerdiest, Most Swaggalicious Science Experiment Ever",-3.454525641
This Is Possibly The Worst Place To Work I've Ever Seen Or Possibly The Best. I Can't Decide Which.,-3.230129339
"In A Messed Up Country That Always Makes The Headlines, Here's One Thing The Media Hasn't Covered",-3.478877697
You've Never Heard Of This Woman And She's Basically The Most Important Person In Movie History,-2.547707551
One Easy Thing All White People Could Do That Would Make The World A Better Place,-2.697630974
One Easy Thing All White People Could Do That Would Make The World A Better Place,-2.41252968
"They Tried To Make This Popstar Dress And Sing A Certain Way. She Refuses, And Sends This Message.",-2.874589353
4 Demands From the 1963 March On Washington Still Haven’t Been Met,-4.174740877
This Is Possibly The Worst Place To Work I've Ever Seen Or Possibly The Best. I Can't Decide Which.,-2.869732584
This Is Possibly The Worst Place To Work I've Ever Seen Or It May Be The Best. I Can't Decide Which.,-2.967387563
"What Maine, North Dakota, And Wyoming Are Doing Better Than New York And California",-3.773771921
4 Demands From the 1963 March On Washington Still Haven’t Been Met,-3.896423706
What’s It Like To Take Pictures In A Country Where Cameras Were Outlawed?,-3.682297557
"They Tried To Make This Popstar Dress And Sing A Certain Way. She Refused, And Said These Words.",-2.691386305
"You've Never Heard Of This Woman, And She's Basically The Most Important Person In Movie History",-2.772684138
I Wasn't Expecting To Get Emotional When This Sitcom Star Started Talking About His Fame,-2.650866377
Just Because Our Kids Won't End Up Doing These Awful Things Doesn't Mean We Should Ignore Them,-3.75534696
"What A Beach-Bumming, Couch-Surfing Dudebro Can Teach Us About Food Stamps",-3.550780239
"They Were Married For 19 Years Until Oregon Cancelled Their Vows. Yea, They're Fighting Back.",-3.312163759
Just Because Our Kids Won't End Up Doing These Awful 'Jobs' Doesn't Mean We Should Ignore Them,-3.650753033
What We Talk About When We Talk About Food Stamps,-3.757411515
"They Were Married For 19 Years Until Oregon Cancelled Their Vows. Yea, They're Fighting Back.",-3.219228186
"They Were Married 19 Years When Oregon Cancelled Their Vows. They're Fighting Back, The Right Way.",-3.578439674
Did You Know That After 19 Years Of Matrimony Your Marriage Could Be Revoked By Oregon?,-3.475086224
A Fancy Actor Comes Out Of The Closet In The Most Unique Way Possible By Picking A Fight With Russia,-3.081268764
"An Incredible Lesson About Love That Comes From A Guy. Yes, A Teenage Guy.",-3.496507561
Your Unhealthy Love For Public Health Told In 14 Images,-3.219981204
A 14-Year-Old Explains Food Labeling In Language Even Condescending Middle Aged TV Hosts Should Get,-2.681430359
"Yeah, It’s Gonna Be Another 50 Years On Those Civil Rights You Ordered
",-4.213643628
What’s It Like To Take Pictures In A Country Where Cameras Were Outlawed?,-4.272280565
"Thanks To This Infographic, We Can Finally Stop Talking About Food As A Fancy-Pants Issue",-3.533459854
"An Incredible Lesson About Love That Comes From A Guy. Yes, A Teenage Guy.",-3.538164893
A 14-Year-Old Explains Food Labeling In Language Even Condescending Middle Aged TV Hosts Should Get,-2.479257468
Watch An Actor Come Out Of The Closet AND Pick A Fight With A Homophobic President The Same Time,-2.881286686
Watch An Actor Come Out Of The Closet AND Pick A Fight With A Homophobic President The Same Time,-2.742433259
The Kind Of Science Presentation That Definitely Would've Kept Me Awake In High School,-3.35319371
"What A Beach-Bumming, Couch-Surfing Dudebro Can Teach Us About Food Stamps",-3.217548978
The Science Presentation That Would've Kept Me Awake In High School,-3.27948874
A Funny Spoof On How One Huge Corporation's Been Fooling Us This Whole Time,-3.542527373
A Funny Spoof On How One Huge Corporation's Been Fooling Us This Whole Time,-3.781458635
WATCH: The MLK Jr. Speech You Probably Haven’t Heard Before,-3.77830238
"Before He Was Assassinated, MLK Jr. Had A Really Radical Idea
",-3.267349983
"The Reason Why She Lives In A Shelter Should Make You Very Upset
",-3.597897501
"Are People Aware Police Are Experimenting On Our Children Like This? 
",-3.06577424
Everyone Should Know What This Cop Has Done,-3.308198647
Anyone Else Aware Police Were Pulling These Kind Of Experiments On Our Children?,-2.996315761
An Invisible Nordic Guy Has Some Uncomfortable American Truths For You,-3.295015764
Anyone Else Aware Police Were Pulling These Kind Of Experiments On Our Children?,-3.211359967
Everyone Should Know What This Cop Has Done,-2.9881526
"I Knew Looks Could Be Deceiving, I Just Didn't Know They Could Be SO Deceiving",-3.333554949
Don't Think Looks Can Be Deceiving? Take A Peek At This Guy.,-3.363659462
A Funny Spoof On How One Huge Corporation's Been Fooling Us This Whole Time,-3.577947893
Don't Think Looks Can Be Deceiving? Take A Peek At This Guy.,-3.144036299
"Dear Religious Extremists: The Cameras Are Staying, And That's Final.",-3.189569698
Don't Think Looks Can Be Deceiving? Take A Peek At This Guy.,-2.582113812
Don't Think Looks Can Be Deceiving? Take A Peek At This Guy.,-2.422138884
Hugh Jackman Gives Us A History Lesson And A Wake-Up Call,-2.480365226
Hugh Jackman Gives Us A History Lesson And A Wake-Up Call,-2.475559858
Some Couples You Just Don't Mess With. Especially Not Right Before Their 20th Wedding Anniversary.,-2.770684099
Meet The Nuns Who Are Taking Names And Fighting Back,-3.394166352
They Thought It Couldn't Happen To Them. Now They're Doing What They Can So It Won't Happen To You.,-3.170076358
"Hugh Jackman Starts To Teach Us History, But Ends Up Giving Us A Wake-Up Call",-2.532454144
Sibling Rivalry Just Took A Back Seat To Something Incredible,-3.214705291
Hard To Believe The Woman At The End Of This Video Is The Same Woman As At The Beginning,-2.404716872
"Boy, Do The Impressive Kids In This Great Band Radiate Bully Repellant",-3.6254618
"When I Saw That This Was A List Of Things Made In China, I Didn't Expect To Be So Shocked",-2.716086984
"When I Saw That This Was A List Of Things Made In China, I Didn't Expect To Be So Shocked",-2.425574537
"Behold The Funniest, Most Effective Way To Deal With People Who Ignore Science Ever",-2.720844433
Meet The Nuns Who Are Taking Names And Fighting Back,-3.114554958
"This Is Probably The Funniest, Most Effective Way To Deal With People Who Ignore Science Ever",-2.885814136
A Hilarious And Beautiful Song About All The Crazy Sh*t Women Do To Look Good,-2.68551296
"This Is Probably The Funniest, Most Effective Way To Deal With People Who Ignore Science Facts Ever",-2.403151527
They Thought It Couldn't Happen To Them. And Then It Did.,-3.345437036
"This Is Probably The Funniest, Most Effective Way To Deal With People Who Ignore Science Facts Ever",-2.684287504
"If You Were Bullied And Decided To Become A Sixth-Grade Metalhead, You Would Be These Fantastic Kids",-3.437311537
Meet The Defiant Nuns Who Are Taking Names And Fighting Back,-3.674893212
"Racial Profiling, Please Meet My Friend, Common Sense. You Two Need To Talk.",-3.255831531
"If You Were Bullied And Decided To Channel It In A Fantastic Way, You Would Be These Kids",-3.661377047
"As A Mom, I Love That These Boys See Each Other This Way",-3.647819487
"As A Mom, I Love That These Boys See Each Other In This Unbelievable Way",-3.23858463
"Think Racism Isn’t An Issue Anymore? Oh, Have I Got An Infographic For You. ",-3.201769207
WARNING: This Guy Will Rip Your Heart Out Within 3 Minutes Talking About Kids,-3.239530604
"If You Were Bullied And Decided To Channel It In A Fantastic Way, You Would Be These Kids",-3.276045996
Why Hearing Someone Cough Is Waaaay Less Scary Now,-3.858117215
The Horrible Thing About 37% Of Americans Might Have To Teach Their Children,-3.278529553
Hard Time Visualizing The Importance Of Medical Research? Here's A Simple (And Shocking) Lesson.,-4.046441102
The Science Presentation That Would've Kept Me Awake In High School,-3.43362264
Watch A Gut-Wrenching Moment A Father Sees His Son For the First Time After He Is Thought To Be Dead,-2.751413377
How To Get The Most Out Of 40 Cents: A PSA By Your Favorite Celebrities,-4.290459441
We Sent Them To Hell. Don't We Owe Them More Than This When They Get Back?,-3.275859703
The Epic Animated Story Of How A Ton Of Dimes And A Badass Scientist (Almost) Eradicated A Disease,-3.85463501
The Warning Label That We Never Knew We Needed Until We Saw It,-3.364040854
"Racial Profiling, Please Meet My Friend, Common Sense. You Two Need To Talk.",-3.677625893
12 Things Veterans Hate Hearing,-3.354554669
This Rapper Schools Us On Who We Have To Thank For That 5 O'Clock Feeling,-3.800183809
You Have Electricity Because Of Guys Like These,-4.130693409
"If You Have To Tell Your Kids This Stuff, Then You Probably Aren't A White Person",-2.483327664
"If You Have To Tell Your Kids This Stuff, Then You Probably Aren't A White Person",-2.415845358
You Know Those Power Lines That Stretch On Forever When You're Driving Across The Countryside?,-3.430603679
WATCH: Celebrities Wasting Money To Make The World A Better Place,-3.212397487
Hear One Of The Biggest Triumphs Of Modern History Told In 4 Minutes,-3.172620562
"If You Were Bullied And Decided To Channel It In A Fantastic Way, You Would Be These Kids",-3.425471788
Why Is This Mom Putting A Bullet Proof Vest On Her Kid?,-3.661437376
American Apparel Gearing Up To Launch Their New Line: A Collection Of Invisible Pants,-3.67821124
Superhuman Navigation Skills? Risky Sexual Behavior? Your Native Language Might Be To Blame.,-3.652411705
"If We Legalize Weed In America, We'll Have To Deal With A Lot More Of These People",-2.921080831
Stephen Fry Drops A Whale Of A Final Remark On The Catholic Church During A Debate,-2.610192676
"His Demonstration Is Incredibly Simple, In The Completely Fascinating, Heartbreaking, Oh-My-God Way",-3.237544912
"His Fraternity Gave Him The Same Bland, Empty Lecture On Drinking … Here’s His Response",-2.909952803
"This Woman Saw A Ginormous Problem, And, Well, She Pretty Much Saved The Day",-3.683206459
Holy Crap! They've Already Saved 20 Million Lives. That Deserves Way More Than Applause.,-3.713860667
How The Future Might Look If We Don't Push For Gun Control,-3.012566523
A Teacher Tries To Avoid Drama But A Jerky Question Sets Him Off,-2.627801711
At 5pm A Man's Daughter Was Sick. By 7pm She Was Dead. Her Killer Is Now Being Cleaned Up.,-3.054737391
A Hilarious And Beautiful Song About All The Crazy Sh*t Women Do To Look Good,-2.780707847
Is 'Basically The Next Jimi Hendrix' Too Subtle For How Talented I Think This Kid Is?,-3.298663723
This Woman Saw A Huge Problem In Her Community And Did Something No One Else Knew How To Do,-3.622941353
I Never Thought About My Cell Phone This Way. Did You?,-3.580290898
WATCH: Celebrities Wasting Money To Make The World A Better Place,-3.386755701
"How Can Two Sticks, A Nail And A Bucket Solve A Problem Test Tubes And Scientific Tests Can't?",-3.502664979
At 5pm A Man's Daughter Was Sick. By 7pm She Was Dead. Her Killer Is Now Being Cleaned Up.,-2.686869932
"They Were Denied The Chance To Speak To America, So They Recorded This Video Instead.",-3.962990946
The Warning Label That We Never Knew We Needed Until We Saw It,-2.988673196
"His Fraternity Gave Him The Same Bland, Empty Lecture On Drinking … Here’s His Response",-2.734094061
"They Were Denied The Chance To Speak To America, So They Recorded This Video Instead",-3.605685234
Pretty Much The Next Jimi Hendrix — Is That Too Subtle For How Talented I Think This Kid Is?,-3.211031182
"Meanwhile, In The Peaceful Little Kingdom Of Denmark, The Citizens Were Happy, Healthy, And On Time",-3.490853836
A Hilarious And Beautiful Song About All The Crazy Stuff Women Do To Look Good,-2.7380929
"If We Legalize Weed In America, We'll Have To Deal With A Lot More Of These People",-2.474177178
"After I Saw This, I Put Down My Phone And Didn’t Pick It Up For The Rest Of The Day",-2.772763777
"How Can Two Sticks, A Nail And A Bucket Solve A Problem Test Tubes And Scientific Tests Can't?",-3.469705287
Hahahaha! So﻿ true – 12 Statements Veterans Are Pretty Damn Tired Of Hearing.,-3.156320116
A Ginormous Energy Company Picked A Fight With College Kids. They Probably Shouldn't Have Done That.,-3.281644488
"A Ginormous Energy Company Picked A Fight With College Kids And Really, Really, Regretted It",-3.124245912
Remember These Incredible Facts The Next Time You Sleep In On A Saturday,-2.889448482
Who's That Girl? (Hint: It Could Be Any Of Us.),-3.623036825
What’s Schizophrenia Like? A Woman Who Hears Voices Explains It Beautifully.,-3.040838514
"HAHAHA, So﻿ True! 12 Statements Veterans Are Pretty Damn Tired Of Hearing.",-2.986869586
"Yes, Right, This Radio Host Host Makes Sense. Maternity Leave Is A Ridiculous Concept. Oh, Wait...",-3.184877134
"At First I Was All, “Shut UP, David Blaine!” But By The Time He Started Crying, I Was A Fan.",-3.037323846
Why Using The Same Business Model That Vending Machine Companies Use Can Save Lives,-4.53146699
"Yes, Right, This Radio Host Host Makes Sense. Maternity Leave Is A Ridiculous Concept. Oh, Wait...",-3.115373591
Hilarious Examples Of People Who Can’t Think For Themselves,-3.059805261
"I Hope You Never Have To Take Advantage Of This Law, But You Need To Know It Exists",-3.45602986
"This Radio Show Host Makes Sense. Maternity Leave Is A Ridiculous Concept. Oh, Wait...",-2.98942726
Rep. John Lewis Joined Fast Food Workers On Strike And This Is What He Said,-4.160536128
"At First I Was All, “Really, David Blaine?” But By The Time He Started Crying, I Was A Fan.",-2.894175186
The Warning Label That We Never Knew We Needed Until We Saw It,-3.316379469
Some College Kids Figured Out How To Cut Energy Companies Out Of Our Lives. They Are Not Amused.,-2.766342317
"I Hope You Never Have To Take Advantage Of This Law, But You Need To Know It Exists",-3.455827349
"Fast Food Workers Have Had Enough. If You Want Fries With That, You Might Have To Get Your Own ...",-3.760467381
"So Now I'm Wondering If Toy Companies Even Watch The Movies They Make Toys For? Come On, People.",-3.293089612
"If You Recognize Yourself In This Video, It’s Time To Do Something About It
",-3.348733812
Some College Kids Figured Out How To Cut Energy Companies Out Of Our Lives. They Are Not Amused.,-3.079465752
Some College Kids Figured Out How To Cut Energy Companies Out Of Our Lives. They Are Not Amused.,-2.856747974
Some College Kids Figured Out How To Cut Energy Companies Out Of Our Lives. They Are Not Amused.,-3.181011537
"It Kills 3 People A Minute, But That's Not Stopping This Group Of Heroes",-3.972903855
This Woman Saw A Huge Problem In Her Community And Did Something No One Else Knew How To Do,-4.061369537
"The Most Powerful Weapon In The World Is The One That 897 Million People Don’t Have
",-3.622764889
A Bunch Of Young Punks Just Managed To Make A Giant Corporation Freak Out Big Time,-3.125476861
"The Most Powerful Weapon In The World Is The One 775 Million People Don’t Know How To Use
",-3.748125277
A Bunch Of Young Punks Just Managed To Make A Giant Monolithic Corporation Freak Out Big Time,-3.262534608
A Bunch Of Young Punks Just Managed To Make A Giant Monolithic Corporation Freak Out Big Time,-3.328005764
The One Where The Doctors Do Miraculous Things Inside A Blow-Up Tent While A War Is Going On Outside,-4.163468144
His Piano Playing Is Beautiful. I’m Glad He Has Somewhere To Play It Now.,-3.736244101
"The Most Powerful Weapon In The World Is The One 775 Million People Don’t Know How To Use 
",-3.507123775
His Piano Playing Is Beautiful. I’m Glad He Has Somewhere To Play It Now.,-3.932633877
"When Everything In Syria Is An Emergency Room, A 'Normal' Hospital Visit Looks Like This",-3.982922829
A Bunch Of Young Punks Just Made A Giant Corporation Freak Out Big Time And They're Doing It Again,-3.205000096
A Bunch Of Young Punks Just Made A Giant Corporation Freak Out Big Time And They're Doing It Again,-3.238580896
The Things This Dude Is Saying About Why Your Job Is Better Than It Used To Be Are Fact,-3.995272738
A Bunch Of Young Geniuses Just Made A Corrupt Corporation Freak Out Big Time. Time For Round Two.,-3.305103653
A Bunch Of Young Geniuses Just Made A Corrupt Corporation Freak Out Big Time. Time For Round Two.,-3.107525797
A Bunch Of Young Geniuses Just Made A Corrupt Corporation Freak Out Big Time. Time For Round Two.,-3.192895302
"I Don't Know About You, But Most Folks I Know Are Working Harder While Falling More Behind",-4.055823274
I Never Thought I'd See The Day Where Even Broad Daylight Is Too Dangerous For Love,-3.31666678
It's Like Working Overtime And Not Getting Paid For It,-4.021773869
"When This Guy Explains Why Women Won't Date Him, You May Roll Your Eyes. But 2 Minutes In...",-2.651060322
​Sorry Pregnant Lady: You Can't Give Birth Here Because You're Poor,-3.492343058
Meet The Fox News Doctor Who Probably Definitely Failed Sex Ed,-2.945904986
"Here's A Way To Find Out Exactly How Much Money You Should Be Earning, But Probably Aren't",-3.769211304
"What Killed 30,000 Children In 3 Months Has These Celebrities Saying The F-Word",-2.890185936
"Hey Science, You're Great - But Two Sticks, A Nail And A Bucket Solve A Problem Better Than You",-3.228346257
"A Beautiful, Animated Reminder Of What You Can Do To Save A Life",-3.815108486
"When This Guy Explains Why Women Won't Date Him, You May Roll Your Eyes. But 2 Minutes In...",-2.4926702
"If We Legalize Weed In America, We'll Have To Deal With A Lot More Of These People",-2.251640291
"If You Happen To Know A Teacher, Here's Something That Will Make Their Day",-3.271092551
"These Doctors Don't Give A Damn About Your Politics Or Wealth, They Just Want To Do Their Job",-3.72736295
Meet The Fox News Doctor Who Could Not Have Possibly Passed Sex Ed,-2.633135066
Meet The Fox News Doctor Who Could Not Have Possibly Passed Sex Ed,-2.458797496
You'll Never Guess Where A Quarter Of The World's Prison Population Is,-3.583306872
What This Straight Male Christian Politician Just Said About Gays Knocked My Socks Off,-3.166949344
One Country's Ingeniously Successful Scheme To Get People To Adopt Unwanted Mutts,-3.577074038
You'll Never Guess Where A Quarter Of The World's Prison Population Is,-3.543617722
"The Next Time You Compliment A Woman On Her Shoes, Be Prepared To Write A Check To Her Doctor",-3.753267143
Looks Like Oregon Has The Right Idea About How To Make Our Country Safer,-4.115675074
You'll Never Guess Where A Quarter Of The World's Prison Population Is,-3.629250561
I Never Would Have Guessed Where A Quarter Of The World's Prison Population Is,-3.617120685
I Never Would Have Guessed Where A Quarter Of The World's Prison Population Is,-3.840806776
Dustin Hoffman Breaks Down Crying Explaining Something That Every Woman Sadly Already Experienced,-2.825766501
Her Dad Thinks Being Gay Was Her Choice. The Words She Said Back? Couldn't Have Chosen Them Better.,-2.736195985
A Boy Came Out On Facebook. His Mother Found Out And Decides To Leave A Letter.,-2.564257675
A Sports Commentator Proves That A 'Maybe' Does Not A Job Make,-4.143899399
I Just Love It When Jerks Get Called Out The Way This Jerkface Is Being Called Out,-3.290703385
The World Would Be A Drastically Different Place If All Mom's Said These Words To Their Child.,-3.181597618
A Boy Came Out As Gay On Facebook. His Mother Found Out And Decided To Write Him This Letter.,-2.427807413
Fellow 'Journalists' Try To Bully Her Into Covering A Paris Hilton Story. It Doesn't Work.,-4.043809634
An Amazing Thing Happened When An Indian American Comedian Got Sick Of Jokes About His Race,-2.643807932
"What's A Penis Worth? Turns Out, A Hell Of A Lot More Than You Think.",-3.078158324
I Just LOVE It When Jerks Get Called Out — Like This Dirtbag Over Here...,-3.250962144
He Created A World Of Color For The Memory Of Another,-4.388836727
Pretty Much The Next Jimi Hendrix — Is That Too Subtle For How Talented I Think This Kid Is?,-3.361735433
A Journalist Was Asked By Her Network To Cover Paris Hilton. She Did This Instead.,-2.414628564
"She Probably Won't Win A Grammy, But Her Music Literally Saves Lives",-4.247966001
A Journalist Was Asked By Her Network To Cover Paris Hilton. She Did This Instead.,-2.337034349
Got 2 Minutes? I’ve Got A Video That’ll Explain The Sh*tstorm That Is Syria Right Now,-3.126573882
I Don’t Care How Nice Your Couch Is. Please Don’t Do This Torturous Thing To Your Cat,-3.129048126
I Just LOVE It When Jerks Get Called Out — Like This Dirtbag Over Here...,-3.250991371
Her Dad Thinks Being Gay Was Her Choice. The Words She Said Back? Couldn't Have Chosen Them Better.,-2.666249637
"What's A Penis Worth? Turns Out, A Hell Of A Lot More Than You Think.",-3.134747529
An Amazing Thing Happened When An Indian American Comedian Got Sick Of Jokes About His Race,-2.520751407
You Know How People Say Everyone In America Should Know English? How About This American Language?,-3.276487425
"Nice Try Banning This Advert, Rupert Murdoch, But Australia Can Watch It Here Instead",-3.193487118
I Don’t Care How Nice Your Couch Is. Please Don’t Do This Torturous Thing To Your Cat,-2.996704563
"That A+ Moment When A Comedian Calls Out Racist, Outdated Jokes During A Roast",-2.226055403
"You Wouldn't Want This To Happen To Your Baby, But It Happens To A Thousand Babies Every Single Day.",-2.932063935
The Quickest Way To Kick Start The Economy Is To Do Something Very Simple,-3.650562037
Here's How To Fit Saving The World Into Your Busy Schedule,-3.991785954
"She Probably Won't Win A Grammy, But Her Music Literally Saves Lives",-3.760376562
The Conflict In Syria Explained In About 2 Minutes,-2.774501933
"She Swam From Cuba To Florida, Walked Up Onto The Beach And Told Everyone 2 Things To Never Forget",-3.112077859
Her Dad Thinks Being Gay Was Her Choice. The Words She Said Back? Couldn't Have Chosen Them Better.,-2.809092726
Here's How To Fit Saving The World Into Your Busy Schedule,-4.170962609
"WHOA: Attention Walmart Shoppers, There's A Flash Mob On Aisle 4",-3.339225481
Louis C.K. Breaks Down Why Our Experiences Might Be Easily Forgettable,-3.113610679
Meet Anthony. He’s About To Educate Us On One Of The Most Perplexing And Obvious Signs Of Autism.,-2.948213756
"Over The Years, It Has Had Over 80 Names But Now It Has Become A Four-Letter Word",-3.504191463
"Talk About Brave: Most People Would Have Run For The Hills, But These Medics Shine Under Pressure ",-4.136765278
What This Guy Did Back In The Day Was Heinous. How He Decided To Make Amends Is Honorable.,-2.859368986
The Issue Is That This Startling Detail Looks So Beautiful,-4.042312306
Half Of Us Perform This Illegal Act After We Graduate College. It's Really Not Okay.,-2.874478367
Half Of Us Perform This Illegal Act After We Graduate College. It's Really Not Okay.,-2.620697552
"See What Racism Looks Like When It's So Overt, It's Written Into The Rule Book",-3.10837391
Do You Know The 'Natural' Way To Parent? One Mom Says She Does.,-3.603221127
Half Of Us Are Victims Of This Illegal Act After College. It's Really Not OK.,-2.682768763
Half Of Us Are Victims Of This Illegal Act After We Graduate College. It's Really Not OK.,-3.019140364
Half Of Us Are Victims Of This Illegal Act After College. It's Really Not OK.,-2.625310724
He Just Came Up With The Worst Idea In The History Of The Internet. It Involves Your Bank Account.,-3.222039133
