Headline,Attention Score
What's it really like working for minimum wage all day? Let's hear from those actually living it.,-4.511835831
Some are trying to humiliate SNAP users with weird restrictions. Like being broke isn't hard enough.,-4.538792938
The surprising way a country that was closed off to the United States has dealt with scarcity.,-4.500550137
"For power companies, it can be cheaper to pay customers to use less power than to sell it to them.",-5.913748676
Michelle Obama's instantly classic speech at the 'Black Girls Rock' Awards is a must watch.,-4.283461162
"82 years ago, we legalized a dangerous drug. It was a good idea.",-4.389595954
"This 6-year-old's film was so important, President Obama showed it at the White House.",-4.227204826
Dancing With The Stars' becomes poignant when a gay star dances out his pain.,-4.236559892
"They haven't had a new bike in decades, but that doesn't stop them from using what they've got.",-5.289949117
President Obama was interrupted by a bunch of bees. He responds with some pretty solid advice.,-4.601015225
This company's clever software has power companies paying YOU.,-5.254763469
This music video beautifully captures a major education problem we have in the world,-4.362473976
"If you don't know why Apple's diverse emoji are big deal, there a study for that.",-5.390032575
"Until the video of this man's murder went viral, his killer walked free.",-5.620642382
The women sit in a circle and put money in a box. Then they do it again the next week. It's genius.,-4.784203514
What parents want their black sons to do when they're stopped by the cops.,-4.540073369
A thought out explanation of privilege in America from the mouth of a Southern good ol' boy,-4.021184507
"Until the video of this man's murder went viral, his killer walked free.",-4.560707853
"Two comedians walk into the exact same job. One gets $60, the other gets $10.",-3.592049428
It started with extras from her pantry for the neighborhood kids. Then it spread like wildfire.,-4.523556477
New evidence suggests the Brontosaurus could be real after all.,-4.575213744
The Daily Show's Samantha Bee did an eye-opening report about rapists and parental rights.,-4.116407077
The Daily Show's Samantha Bee did an eye-opening report about rapists and parental rights.,-4.083903773
Workers across the U.S. are walking out on their jobs on April 15. Here's why.,-5.469052451
A mom in the U.S. wondered about motherhood around the world. Here's what she found out.,-4.318493897
A look inside a Cambodian garment factory. There's a pretty sweet health program in there.,-4.651899025
A woman who's 'wobbly' talks about why the idea of 'normal' is actually pretty toxic.,-4.475567574
A carpenter makes toys from garbage while living in a refugee camp.,-4.724856172
"Capitalism's gotten twisted. Thankfully, we have options.",-6.66262171
"Capitalism isn't working the way it should. Thankfully, we have options.",-5.280783592
"Capitalism's gotten twisted. Thankfully, we have options.",-4.964771877
Racism explained by a good ol' Southern boy,-3.671652714
Here's a fact about trees that uses soccer in a really angering way.,-5.233651853
This brilliant company is turning bigotry into something beautiful,-5.166771579
This brilliant company is turning bigotry into something beautiful,-4.589685054
Have you heard about what's happening on April 15? Because it's not just Tax Day.,-4.845709929
4 people who inspired me not to be a Debbie Downer about water,-5.347859128
Water is more than just a liquid. Here's how we save it.,-4.908335225
"90 seconds of inspiration you might not need, but someone you love does",-4.936951635
"He's been trying to prove it for 50 years, but this scientist still says tornadoes can save us.",-4.50694465
"Mad Men' is a feminist powerhouse, even if some people don't see it that way.",-5.104975306
A doctor who earns no money for taking care of patients say he gets all the compensation he needs.,-5.003449041
She carried her mattress to protest her rape. A nation joins her — for the second time.,-4.394449155
He told her that her body was shameful. She decided to be proud of its power.,-4.124898637
John Oliver and Michael Bolton perform a hilarious tribute song to the IRS.,-4.446304705
This is what all chemistry classes should be like.,-4.489592164
He told her that her body was shameful. She decided to be proud of its power.,-4.004906
What if cancer could be treated with bubbles?,-4.918973623
"Using Lego bricks, an economist demonstrates the tax code's impact on income inequality.",-4.819058922
She carried her mattress to protest her rape. A nation joins her — for the second time.,-4.873225422
"He's been trying to prove it for 50 years, but this scientist still says tornadoes can save us.",-4.108424083
She wanted to eat better on tour and found out that taste is a mind game.,-4.577583856
Some people think the minimum wage should be $15. Let's see how it stacks up to the current minimum.,-4.480475019
"Using Lego bricks, an economist demonstrates how taxes impact income inequality.",-4.255973265
When a PSA from the 1970s can illustrate a problem still happening today. that's a PROBLEM.,-4.754328834
"They've produced 50,000 beautiful stories, but StoryCorps is far from done. They want yours!",-5.881801861
Men have an issue with her face and she's not even trying to make one,-3.850147602
She told a little girl that everything would be OK. The little girl was herself 10 years ago.,-4.078028603
"3 words changed his life: 'You have cancer.' Now 3 more, 'Take another step,' keep him going still.<span></span>",-4.997462493
Get to know a VSLA. They're popping up all over the place.,-4.525573115
A massive corporate power grab is about to become law. You need to know what's in it.,-5.011869101
"If you think $15 is too much, this parody of McD's advertising might make you finally understand.",-3.943974605
A movie theater handed out free water that was impossible to open. Why?,-3.552860498
"Everyone thought his ideas for making ice sounded crazy, but now he's a national hero.",-4.55289722
"Everyone thought his ideas for making ice sounded crazy at first, but now he's a national hero.",-4.912908403
One food bank in Minnesota figured out a genius way of getting food to hungry people who need it.,-4.733940262
"That controversial testing your child is about to take in school?  They don't have to, in many cases.",-4.680377939
A song you may have heard gives a look at why our planet is worth protecting,-4.025603168
Can all colleges everywhere please talk about sexual assault prevention like this one did?,-4.855301119
Family can't always be there. What she found at school will never go away.,-4.802280833
A movie theater handed out free water that was impossible to open. Why?,-3.516175366
"When Dave was 22, his dad came out to him. The way it brought them closer? When he told his story.",-4.639199935
A mother starts crying as she tells her daughter how proud she is. This is their story.,-4.855301119
A new kind of kindergarten design encourages kids to be their silly selves.,-4.398974049
"In 5 minutes, the daily routines of 5 very different children tell a single human story.",-4.56103988
Even mountain climber pros are having a hard time doing their job. Here's why it affects us all.,-5.115115422
They asked some people on the street to talk about their favorite teachers. The answers are perfect.,-4.865795967
White privilege' is not something to feel guilty about. Here's what it does mean.,-4.313959884
"She used to sneak out to see him, or hide away to phone him in privacy. Now she's miserable.",-4.050650089
Meditation can be done by anyone just about anywhere in as little as two minutes a day.,-4.731207351
She went to war but felt weird when she got home. Then she found this.,-3.827361806
"He is a hard working, American man. They fired him because of his gender.",-4.079054128
A new tactic on the homeless shows that a police department cares,-4.348694212
Two Girl Scouts spent years telling the world about palm oil. Here's what they want you to know.,-4.294436578
"If they keep farming this way, they'll ruin their country. If they stop? They destroy their lives.",-4.339722742
The creator of a famous TV show criticizes a major U.S. policy to the president's face.,-3.955480485
A restaurant in Arkansas posted a funny sign that mocks the state for its anti-gay stance.,-3.324935397
"Igiugig, Alaska. Population: 70. Here's why it's a role model for America.",-4.558998542
An 8-year-old girl rescued from abusive parents wrote the sweetest note to her social worker heroes.,-4.066670456
"Working at tiny scales, scientists transform gold into something even more incredible.",-4.292449987
Your daily dose of feel-good: Kid President discusses the future in this delightful video.,-5.026557247
The vaccination rate in Somalia is higher than in some U.S. schools — and other important info.,-5.585249158
"A little girl's mom had no formal education, but she taught her a most valuable life lesson.",-4.797792047
"She was sold as a sex slave for $73. Then she was sold again. And finally, she was rescued.",-4.507434846
He met dozens of kids who didn't have shoes. So he invented 5 pairs in 1.,-3.765280713
"George Lucas just pissed off his neighbors, and I couldn't be happier.",-3.842290945
Nanotech transforms a glittery treasure into a medical wonder.,-4.992948944
The man who found the Titanic made a discovery during his latest adventure: a beautiful whale.<br>,-4.483128093
What seems like a small indignity at first soon becomes a huge blow to your self-esteem.,-3.952460116
It's a 4 letter practice the FDA lets food companies get away with. It could be deadly.,-4.82734357
The man who found the Titanic made a discovery during his latest adventure: a beautiful whale.<br>,-3.947390149
The man who found the Titanic made a discovery during his latest adventure: a beautiful whale.<br>,-3.849646851
"He starts with an apology for ruining the earth, but then watch him take it back.",-4.52708293
"George Lucas just pissed off his neighbors, and I couldn't be happier.",-4.303299885
A war veteran finds the perfect treatment for PTSD on a mountain with his dog and his cat.,-4.85127393
The consequences of fracking revealed in a simple kitchen test. Holy smokes.,-4.342786313
"Most workers have the same rights, right? Umm … no.",-5.149262377
The story of this young cyclist shows that no team has ever ridden for a more worthy cause.,-5.244095812
"After he was raped, he made a list of people that love him. He made sure to put his name at the top.",-4.361973976
Meet the app that watches the forest when no one else is,-5.163208375
Nursing home residents are certain this tiny dog is from heaven. After seeing her in action I agree!,-4.124476712
A Muslim family was being harassed on the train. So a stranger gave the bully a verbal smackdown.,-3.659038612
Scientists have found a practical reason for turning light into sound. It's out of this world.,-4.859312154
It looks like the best way to grow crops here may be to get them the hell off the ground.,-4.807413923
Palm oil is farmed 1 of 2 ways: by burning and killing — or this other way someone just figured out.,-4.970011693
She never expected to be a farmer. But you'd never guess from the way she talks about it now.,-5.235061972
Their friends are married. They're tired of being left out. So they're telling their stories.,-5.261153795
An experiment may mean that farming can happen even where the ground's been ruined.,-4.974761355
An inventor built a zero-emissions car out of a popular kids' toy. That's not even the best part.,-5.310048289
"In 2013, Google launched a bunch of balloons into the sky. It just might be the future of internet.",-5.585275493
A teacher who had enough told her students what they were really worth,-3.792002956
Google launched a bunch of balloons into the sky. It just might be the future of internet.,-5.686975356
"14 years ago, she quit her job and started farming. Here's a look at her life now.",-4.762173935
A new drug may be life-saving. That's why these 4 families are racing to get it approved.,-6.09055545
Their friends are married. They're tired of being left out. So they're telling their stories.,-4.904874298
Couples that have been together for years talk about love. It's adorable — and heartbreaking.,-4.661630957
4 families are racing the clock to get a promising treatment approved before a son dies.,-5.397686284
Bees are in serious trouble. Part of the answer couldn't be easier or more delightful.,-5.376982608
Barbara was hired at a top notch design firm at 91. Here are 5 amazing things she's done so far.,-4.126411929
A new drug could be the miracle they're hoping for. Now they just have to get it approved.,-5.330172967
8 confessions from students in top-notch colleges that made me think differently about 'merit',-4.544531029
Right after announcing he was taking a pay cut to raise his employee's salaries…business is booming.,-4.432588278
"He doesn't ride for glory, cups, or prize money. This cyclist rides to heal a wounded nation.",-5.451543249
A new drug could be the miracle they're hoping for. Now they just have to get it approved.,-5.166771579
A massive corporate power grab is about to become law. You need to know what's in it.,-5.171718411
It's an area of feminism often overlooked. This pizza analogy nails it.,-4.139095337
A new drug could be the miracle they're hoping for. Now they just have to get it approved.,-5.378926715
Bees are in serious trouble. Part of the answer couldn't be easier or more delightful.,-5.244765885
There was a time in our history when the United States bombed its own citizens. Not kidding.,-4.192475618
"A short, punchy video on recycling reminds us of what the numbers have been saying all along.<br>",-5.501258211
"Quitting smoking is hard, but this bubble wrap-filled video gives you a major incentive to stop.",-4.683381696
A filmmaker went to the United Nations and strapped 'em into virtual reality headsets. Here's why.,-5.342837777
What happens when you ask male action stars the questions female stars actually get? Comedy gold.,-3.498476551
"A plastic bottle finds its way home, but its original owner is not so happy to see it.<br>",-4.853289551
A super-absorbent sponge and a leaf-inspired mesh could get the oil out of our environment for good,-5.910796644
The science of why the comment section on just about anything is so awful.,-5.88433479
Recycling in the U.S. hasn't increased in decades. Technology to the rescue.,-5.611910821
The science of why the comment section on just about anything is so awful.,-5.024611248
They're in tears before his bionic eye is even turned on. His final reaction is priceless.,-4.532099243
He was sued by a famous stuntman over his Kanye video. Not as impressive as what he's doing now.,-4.683881446
Ever wonder how companies sell clothes at unbelievably low prices? The truth isn't so pretty.,-3.875958751
This researcher asked some surprising experts what's wrong with US schools. Here are their ideas.,-3.995628589
"Because he sued to be on his husband's death certificate, gay marriage could become legal everywhere",-4.540569647
The whole murdering elephants in Africa thing is becoming a problem. Billy Joel is here to solve it.,-5.236695224
A 'food truck social enterprise' is a real thing. Delicious food + a bright future = win!,-4.748899404
Can you do a quick thing to help nearly a million kids in Nepal to survive the earthquake aftermath?,-5.189811814
What happens when the 'Science Guy' and the 'President Guy' sit down together? SCIENCE BRAINSTORM.,-4.640503461
Bees are in serious trouble. Part of the answer couldn't be easier or more delightful.,-4.683381696
2 brilliant scientific inventions that could clean up oil spills for good,-5.894402834
The epicenter of Nepal's earthquake is called the Kathmandu Valley. Let's fly there on Google Earth.,-4.04502609
She wanted to help teens coming out of jail. Now she's knocking it out of the park.<br>,-4.779123493
"Some songs are bad for the earth, because they're being played on instruments ripped from nature.",-5.159305143
Ever wonder how recycling works? A glimpse behind the scenes at cool technology and big money.,-5.275438584
"These girls are making such a difference in Ethiopia, even their elders look up to them.",-4.851778216
"One by one, bystanders find themselves joining this powerful, peaceful protest in Baltimore.",-4.885995471
A 'Harry Potter' fan held up a brilliant sign in front of the Supreme Court today.,-4.137069507
"While Baltimore rioted, these gang members did what no one expected -- tried to keep the peace.",-4.11458507
Leave those rocks alone. They might be a hellbender's home.,-5.023149259
Many are blaming Baltimore teenagers for starting the riots. One teacher saw something else.,-4.239423015
Moms aren't very visible in Egypt. Their sons won't even speak their names. Here's why.,-3.787848621
Did you know that the light of stars can be turned into sounds? Here's what those sounds tell us.,-5.427882571
Jason Mraz and other musicians are pleading with you to stop buying rare wood for your instruments.,-5.094081766
"A group of Swedish cops on vacation 'handled' a situation on the New York subway. Take notes, NYPD.",-3.788923665
"When the cops couldn't calm the crowds in Baltimore, over 100 clergy members started marching.",-4.47902784
"While Baltimore rioted, these gang members did what no one expected -- tried to keep the peace.",-4.407962874
A comedian's son put gas in the car alone. The enormity of that accomplishment brought him to tears.,-4.282959406
"Two sweet moments between a father and daughter, with decades in between.",-4.821990759
"Plastic really is forever, you just might not recognize it when it appears on your plate.",-5.281268088
An adorable ad shows a father looking after his daughter. But those roles will change over time.,-4.946801505
Watch a 10-year-old from the poorest slum in Kenya recite a poem straight from the heart,-4.572193354
Jon Stewart has some strong opinions about news networks' coverage of Baltimore.,-3.92684926
Two guys from Belgium took this photo. It's the first of its kind.,-4.800288304
She hated authority until she became boss. Here's how she treats her employees.,-4.810211482
"They spent 4 days in the swamp looking for a creature many thought extinct. On day 5, they found it.",-4.451125883
"Pope Francis speaks up about the gender pay gap, and thinks women should be paid the same as men.",-5.447497732
"When heroin users overdose, their friends and family can keep them from dying. Here's how.",-4.895188238
There's a big taboo in Egypt that it's not ok to speak your mother's name in public. Here's why.,-4.024596879
WATCH: Princeton Professor Profoundly Offended By Intellectuals,-4.311118665
WATCH: Laughable Law Says No Gay Marriage? Google Says Challenge Accepted.,-5.359868475
A Chart That's Giveing Harsh Realities About Vaccinations,-4.681217925
What's it like to be deaf in a world of 'hearing people?' Let her tell you.,-5.178804895
There are some great lessons about how to treat victims hiding in Law & Order SVU.,-5.495410241
What happens when teens from one of the toughest neighborhoods in NY come together through art?,-5.824688202
3 men try to win her heart. But she's got eyes for someone else.,-4.418151903
They outed her without her permission but it changed her life in a great way.,-4.863848737
Batman has PTSD but no one is calling him 'crazy'. What gives?,-5.781086393
Whether' and 'how' is not the right question. The important question is 'why'.,-5.444413719
It's hard enough being a teenager. Depression doesn't help.,-5.471300585
This test will tell you whether you're sexist without knowing it. I dare you to take it.,-3.563850402
They're afraid to air it in the U.S. But I think it's a changing Tide,-4.708862645
Matt Shepard was a friend of mine - a documentary about 1 hate crime,-5.967132446
She interviewed her 3rd grade teacher just a few months before the tragedy. Heartbreaking.,-5.304630729
"The more we ignore what's going on in Nigeria, the bigger the problem gets",-5.435735427
She interviewed her 3rd grade teacher just a few months before the tragedy. Heartbreaking.,-5.070227391
One of the 3 students killed in North Carolina made a heartbreaking recording just a few months ago.,-4.554555778
A Supreme Court justice gets asked about women in the Supreme Court. She crushes.,-4.518819748
"The friend thinks it’s nice, but it sounds just like ‘You don't fit in’ to the teen hearing it.",-4.587268976
The first 30 seconds show how hard it can be to be a kid. The last 30 are why you shouldn't give up.,-5.453676108
They're taking them out of prison and sending them right back in. And I'm 100% on board.,-5.050193332
Know someone going to Sao Paolo for vacation? Here's a 2-minute primer for them.,-5.8194233
"Sometimes calling something ""pet"" or ""wild"" just doesn't capture the beauty of a relationship.",-5.708642441
"One of the best policies for companies on Facebook is to engage with fans. Well, most of them, anyway.",-5.08205796
Getting people water to survive takes more than a shorter shower,-6.920671504
These Vegas students want education but one mom thinks they're full of it,-4.903985703
The fact that this specialty magazine is still a thing shows how sexist America still is.,-5.465460205
The double amputee who's made history just by thinking about moving his arms,-5.319099906
"She doesn't think kids need sex-ed, and that's why the Daily Show is laughing at her",-4.184807423
"It has a 1-word chorus, but it may be the most necessary Oscar-nominated song of the last 10 years.",-4.615803111
See how one guy dealt with his best friend being stabbed to death.,-5.091810963
The unfortunate thing is that the punchline is something women are actually saying every day.,-4.958840621
Your anti-vaccination deal is hurting poor people. Just thought you'd like to know.,-6.084499413
He's able to control his new arms just like his old arms. With his mind.,-6.447305863
The unlikely company that's banking off government handouts should be FOX's next target,-5.84547492
"She got people to drink water previously infested with mosquitoes, and it's kinda amazing how.",-5.585203668
It's hard to think we're running out of water when we're swimming in it halfway around the world.,-8.027802848
Here's what it would look like if an obnoxious TV anchor's questions were pointed in the right direction.,-4.30899688
"His name is Zlatan Ibrahimović. When you see him, he wants you to think of 805 million people.",-4.461299816
"After you hear what he has to say, you will probably never ask for guacamole the same way again.",-4.510859507
"He stayed the same, but my perception changed. 1 easy way to help someone.",-5.629907576
"In the 1970s, the 'Batman' TV show and the :abor Department teamed up to beat an evil foe.",-6.159592715
Some say they're against abortion. Then why aren't they all for funding contraceptives?,-6.601353629
"From daycare rates many can't afford to unfair pay, President Obama lays out how women get robbed",-5.926672025
"If we're only thinking of sustainability in terms of packaging and recycling, we're doing it wrong.",-5.88455963
"Some protein shakes aren't as harmless as you might think. Thankfully, there are alternatives.",-5.208843066
"To be privileged is one thing, but to be black and privileged is what concerns his parents.",-4.441649503
These idiots spray-painted a swastika on the dumbest location possible.,-2.995478434
"They became emotional when their 'before and after'. I admit it, I did too.",-4.205703997
"She believes we’re conditioned to be afraid. So her motto, naturally, is 'F*ck fear'.",-5.486747678
They're here. They cheer. They're scientists.,-5.150896862
"Justice was upside-down, and we still don’t seem to know which way is up.",-7.206129981
"A dad won't let his child wear a dress to school, but then he changes his mind and it's fantastic.",-4.237659808
Numbers don't lie. Hollywood would make even more money if they just lost the stereotypes.,-5.137587118
"The surprising pill that could mean extra money for our school system. Yes, really.",-6.909610699
"3 major reasons to start talking about mental health. Like, now.",-6.385194399
"The bully punches him in the face. Later, he follows the bully home, and it all suddenly makes sense",-3.431984701
Why the millennials of the world could be the key to ending shame about mental illness.,-5.723333688
Actresses are asked to bring “easy access skirts” to a casting. WTF?! *Facepalm*,-3.672509074
Here's a place south of the Sahara where getting water can kill you,-5.494029263
A transitioning male reproduced Adam Levine's nearly nude photo to prove a point. It worked.,-4.145838095
2 trans men made a very clear point with their very pointed photo shoot.,-3.549383314
2 trans men made a very clear point with their very pointed photo shoot.,-3.538082176
He started a blog about what an American Asian’s allowed to be. Now he’s got a hit show.,-4.928502281
Teachers are working hard. Why does every education improvement seem to make their job harder?,-6.725513719
"Stop having sex today, and the FDA will let you give blood next year. #celibacychallenge,",-5.164288956
A short film devoid of white people? Don't celebrate just yet.,-4.408956663
"I had some weird birthday parties, but none that started an outbreak of an ""eradicated"" disease.",-4.740450049
A funny-but-true lesson on why we seek to blame when things don't go right,-4.877543365
The beautiful love letters survivors of sexual violence wrote to themselves.,-5.964765115
How would you like to make $1500 less a year than somebody else doing the exact same job?,-5.741189951
"26 directors, screenwriters, and camera-folks have Oscar nominations. None of them are women.",-5.240602359
Remember how you felt about yourself as a teen? Now imagine the internet voting on it.,-6.311176228
The dug up a video of his speech from 50 years ago. It could have been given yesterday. Eerie.,-5.424950017
Ever heard of ‘Right-To-Work’? Ahem ...,-4.719734371
A social experiment to see what would happen when family members became 'homeless',-4.993900297
They ignore their family and get a lesson about being homeless,-6.031392024
He was right about the cops 50 years ago. We didn't listen.,-5.16979085
Malcolm X was right about the cops 50 years ago. We didn't listen.,-4.923695216
Getting through high school is as much about who you Like as who you like.,-5.509109085
He put inmates in a room with nothing but a camera and asked them to talk about their crimes.,-4.924265423
"What 1 year of watching media does to our children, and how the Oscars can help",-5.710283039
Old MacDonald had a farm and treated his animals and crops like crap,-6.330269226
This one time on probation... All these people got together and transformed a community.,-6.022877711
Many people deal with trauma. Some heal it through pole-dancing.,-6.014091237
Dear Oscars: It's time for an intervention about that race problem. It's going to be OK.,-5.10425271
How to get some actual diversity in the Oscars,-5.573842509
Where do good ideas come from?,-6.538139824
Dear Oscars: Can we talk about your little race problem?,-5.263183529
"Whatever you think about the Oscars and race, you should probably learn this stuff.",-5.169503891
The first part these kids act out is cringe-worthy. The second makes it all better.,-5.496973046
Hunger is a worldwide problem. What if the solution is simple?,-6.589319405
They claimed the racist signs were an accident. He doesn't buy it for 1 second.,-4.28193391
"They expected a cute performance, but what they got was a compelling case for better food.",-5.606047134
"What's happening with our prisons is probably not what you're concerned about, but it should be",-5.418730685
The kids aren't all right. 8 photographers share their takes on children in a whole new world.,-4.248191244
Money can't buy happiness? Bill Gates respectfully disagrees.,-5.579729826
"Turning oppression into opportunity for women worldwide? All right, I’m listening…",-6.946563819
"If you're ready for our country to try a new way of doing business, you'll be so happy for the news.",-6.058435769
"Obama's come out swinging. If he'd acted like this before, where would we be?",-5.44826568
What if you could help blind people see? You can.,-6.933747859
He says 16 words about sexual assault that might change everything you think.,-5.57636989
What if you could help a blind person 'see' when they need it most?,-6.482133845
Blind folks can do many things that those of us with sight can. But we can help them do more.,-5.922988459
"Obama has wielded this superpower only 3 times, and lots of people are pretty happy he just did.",-5.934476397
The assumption that good people make about injustice that makes everything worse.,-5.692923731
When my father-in-law talks about 'spending wisely' when working for peanuts ... He has no idea.,-4.848472807
"After so much pain, he finally got the call he desperately wanted: His mom told him to come home.",-5.783825182
Nearly 75% of our crops have vanished in the last 100 years. Where the heck did they go?,-6.512825389
"The lab coat guy sounds pretty legit, but really? He's just scaring you into doing what he wants.",-6.495951945
"Their name is Jacob, and here is their story.",-4.919154252
"There's a lot to be happy about. For example, polar bears.",-8.883640233
Meet the 10-year-old who's turning her lemonade stand into a multi-million-dollar business.,-5.636411664
One guy reaches and grabs her arm. The other makes a split-second decision that changes everything.,-3.701658722
"One kid tells him he's 'too skinny to be Captain America.' And yet, he is Captain America.",-5.150567725
Nothing is lost in translation here.  Denying girls an education is wrong in every language.,-6.045343781
"Here’s why scientists think playing music works a brain like nothing else. Oh, and also, yipes!",-5.390423767
Are women the only ones who suffer when laws restrict their own family planning? Not by a long shot.,-5.631211782
Here’s a paycheck for a McDonald’s worker. Here’s my jaw dropping to the floor.,-4.154587366
A terrible thing happened to this 20-year-old woman. Their wearing skirts to tell the world.,-4.211962975
It's okay to pat ourselves on the back. Especially when we accomplished everything in this video.,-5.82008293
A feminist comedian performs burlesque for equality. (Hint: not your average striptease).,-5.045460396
Doing something you give a rat’s @#$ about every day is no fun. But how do know what you WANT to do?,-5.398162702
Insurance companies refuse to help people with eating disorders. This survivor thinks they should.,-6.530391601
In 90 seconds one politician shuts down any debate over girls rights to an education.,-6.068756221
So maybe being a parent isn't all giggles and fun. It looks impossible.,-5.361917948
"It's like a GPS, a magnifying glass, and a flashlight. For the blind.",-5.576293396
Fast forward through her life for the awful ending. Then do it again to see the potential.,-4.20532754
President Obama has a gift for a quarter million 10-year-olds.,-5.448393824
"A dad writes a problematic letter to his unborn daughter, then fixes it",-4.658797119
Real doctors sound off on the vaccine debate on late night TV. It's golden.,-4.810856113
Why do so many colleges not help rape victims? The reason: Money.,-4.977742485
This Philadelphia pizza parlor found a scrumdiddlyumptious way to show its 'brotherly love.',-5.878723924
It's time we talk about the way 'men being men' makes it harder for a woman ... to be.,-4.776375767
Ever wonder why musicians are so intense? They throw parties in their brains.,-5.77993097
Here’s why scientists believe learning to play music works a brain like nothing else. P.S. Yipes.,-5.48180491
A solid reality check about your place in the world.,-5.877735782
"This just in: The police have a hard job - and very, very vague rules.",-6.020861524
The game-changing documentary that's rocking China right now started with her unborn baby's tumor.,-5.261686844
What if the ability to see could be crowd-sourced?,-5.660145676
"There are 70,000 bridges in America that are 'structurally deficient.' Some really big ones too.",-4.474789475
She made a 2-hour documentary about an important issue. These 3 images drive the point home.,-4.985442556
Some demand that women who've had abortions show remorse. But what about when they don't regret it?,-5.084584523
"When climate change came up over dinner, things went sideways fast.",-5.43080655
Why the creator of this almost-censored Chinese video can't breathe easy just yet.,-4.36846101
How São Paulo will collapse if it won't act on this water problem soon,-6.338112112
Many of us can just turn on the tap and fill our glass. She can't.,-5.58005791
The town of Matagalpa didn't have clean water. One of their own decided to change that.,-6.551873671
Skeptics have all kinds of reasons why climate change is no biggie. Check another one off the list.,-5.747211594
23 people a day die from this illness. But insurance companies don't really care.,-4.773836846
Sharks are pretty nice to us considering how many we kill every day. Here's how it's going down.,-6.002569327
Can a little bit more CO2 really do that much damage?,-5.478803907
"What if you could help the homeless by electronically funding the purchase of shoes, clothes, etc.?",-5.660477241
His mom died. His dad was into danger. At 15 he had to escape.,-5.308779686
Take a look at the heavy barrels these women push just to survive.,-6.563855527
More kids went to school. People got healthier. What did it take? Fixing a couple of wells.,-6.551692393
"If superfit brains were as sexy as superfit bods, their brains would be in Sports Illustrated",-5.506298935
Social media and technology have failed some children. But these kids? They win the internet.,-5.267285257
Are you really a good person for buying organic apples?,-6.616829857
This NFL player is breaking the stigma around mental illness,-5.482026849
This is what deforestation can do to your city and your water supply.,-8.285765421
He shows you 1 chart that explains why it took so long to load this page.,-5.42724579
"He did an experiment to see what it was like to have Alzheimer's. By the end, he was in tears.",-4.352017334
"EXCLUSIVE: 'Under The Dome,' the viral anti-pollution video from China, translated to English.",-5.390658717
These 10 people are linked to some of the most common vaccines we have today,-5.82953368
"Their mother bursts into tears thinking about the surgery. But after, they can't stop smiling.",-4.050905225
Why are so many cities making people sick? Wake up and smell the exhaust fumes.,-5.070227391
It's definitely time to stop trying to save the Earth.,-4.665554683
#askhermore isn't just for the red carpet.,-6.141646322
40 billion hours a year. That's the time people spend to get water in Africa.,-5.486770878
I can't believe we lost the glacier.' — A guy not talking about sports.,-6.255201495
They're sharing some brave thoughts and experiences with womanhood. You may find yourself agreeing.,-8.575273402
Her powerful pop song is meant for 'all' women. Even those not allowed to hear it.,-4.354608721
"16 million kids can buy e-cigarettes legally, and no one's talking about it.",-6.225689331
A guy takes to the streets to interview homeless people. The results?,-5.041178556
"The first half was a huge downer. It all turned around, though, because of good people.",-6.025597553
"They should be free in the ocean, but they’re ‘stored’ in tanks. Now it’s SeaWorld that’s tanking.",-5.138316273
He reflects on what he thinks makes people dislike others who are different. What do you think?,-5.38907173
Can human-beings create glaciers? These guys are off to a good start.,-6.362288914
The result? 72% less chronic homelessness. The reason. Give'em homes.,-7.204644832
SeaWorld is trying to stay afloat since a movie revealed its secret.,-5.048167673
People can control how the women on this billboard look. They just have to look up.,-3.864649747
Three women from around the world speak up on the status of women's rights.,-6.070737728
This zillionaire knows why 1 city is crushing it in the prosperity and job categories,-5.964150446
"Say what you will about Cuba, but they are embracing capitalism just fiiiine.",-5.85060478
"On International Women's Day, these three women have something to say about gender equality.",-5.334006209
"When asked about gender equality, 3 women give different answers with one important thing in common.",-6.423571586
"A wage gap parody that includes all women, not just the white ones.",-5.661380951
This fake Amazon ad imagines what packages look like for black women,-4.646047351
Why is coming out as bisexual so difficult? Katy breaks it down.,-4.960430336
Terminal cancer didn't get in the way of making student Lauren Hill's dream come true.,-5.584247906
There are so many things wrong with the way girls are taught about sex. Some women want to fix it.,-4.571829824
Was President Obama's speech on the 50th anniversary of the march from Selma one of his best? Yes.,-5.733341277
"Some are stuck on history, but when it comes to money, they're the future.",-5.591847689
She was SO sick of the roles she was being told to play by Hollywood. So she made her own movie.,-4.677040634
"It's really pretty creepy, when you think about it, that lawmakers want to do this to women.",-8.14293601
"The creator of 'The Daily Show' has some scary, not-at-all-funny news for women.",-7.028496897
The amazing reason water can make a huge difference on childbirth,-5.43080655
"An analysis of 1,500 films outlined the path forward for better movies from Hollywood.",-6.478070661
"The truth about anti-choice laws is truly frightening, but letting it creep up on us is even worse!",-7.079184395
Listen to 1 man explain why he has a hard time being a feminist,-5.488694624
A man screamed at her once. But being ignored now is even worse.,-4.856937187
"Keep your eyes on the road, your hands upon the wheel ... not just song lyrics, but a good idea.",-6.007919331
"In 10 years, there’ll be no elephants or rhinos in the wild. These drones are flying to the rescue.",-5.465391694
"We don’t hear much about caregivers, but we're about to care a lot about them.",-5.587248658
What does throwing a pebble into a pond have to do with changing the world?,-6.002539358
"For the people who are making these, the biggest question is, 'Which superhero do you want?""",-5.331337578
