Headline,Attention Score
How Often Does A Football Player Make You Cry? Depends On How Many Times You Watch This Video.,1
This Guy Is A Football Player. He's Also A Boy Who Misses His Mom.,0
An Anti-Gay Scoutmaster Gets A Hard Life Lesson From A Straight Boy Scout And A Gay News Anchor,1
"The Boy Scout Motto Is 'Always Be Prepared.' Clearly, The Anti-Gay Scoutmaster Didn't Get The Memo.",0
Everybody's Favorite Homophobe Meets Neil Patrick Harris,1
The Way Homophobia In America Dies Out,0
The One Cause That Has The Tea Party And Progressives Marching Side By Side,1
Why Would Anyone Run A 5k Dressed As A $100 Bill?,0
"Something Tells Me Exxon Won't Be Running This Ad Anytime Soon 
",1
"Who Needs A Gas Station When You've Got A Perfectly Good Front Lawn To Spill Oil On Instead? 
",0
"After This, You’ll Never Look At The Ocean The Same Way Again",1
Extreme City Makeover: Mother Earth Edition,0
"Move Over Pussy Riot, These Pakistani Dudes Might Die For Doing This",1
Find This Under 'Exhibit A' In The 'How To Piss Off A Dictator' Handbook,0
This Is What Democracy Looks Like When A Nerd Does It,1
Patton Oswalt Proves That A Good Filibuster Doesn't Have To Be Boring,0
Representative Brian Sims Brings The House Down With A Single Sentence About Abortion,1
Representative Brian Sims Reminds Anti-Abortion Senators How To Do Their Jobs,0
Representative Brian Sims Brings The House Down With A Single Sentence About Abortion,1
What Anti-Abortion Senators Seem To Be Forgetting About How To Do Their Jobs,0
The People Who Approved These Ads Have A Lot Of Explaining To Do,1
"Here's How Sexist Advertising Affects Women. But Do You Know How It Affects Men, Too?",0
A Congressman Decided To Insult A 4-Star General And Then Tried To Walk Out. HAHAHA.,1
A Congressman Taking Money From A Defense Contractor Tried To Shame A 4-Star General. Didn't Work.,0
A Bunch Of People In Israel Were Asked What They'd Wish For. Their Answers May Surprise You.,1
What Do The Israelis And The Palestinians Really Want? This.,0
A Bunch Of People In Jerusalem Were Asked What They'd Wish For. Their Answers May Surprise You.,1
Here's Something You Don't See In Jerusalem Every Day...,0
This Man Tells A Senate Subcommittee About Al-Qaeda's Best Recruiting Technique. It Will Shock You,1
The Testimony President Obama Really Needs To Hear,0
From Honorably Discharged To Absolutely Nothing: An American Tragedy,1
Inside A Slow-Motion Tragedy We Can All Tackle Together,0
"Some Jerks Freaked Out About A Gay NBA Player, So The President And The Internet Responded Like This",1
"If An NBA Player Being Gay Makes You Panic, Then This Will Give You A Heart Attack",0
This Waitress Is About To Get A $500 Tip. Watch Her Reaction.,1
"Aaron’s Last Wish Was To Tip A Waitress $500, So His Family’s Been Doing It All Year",0
"A Seriously Scary Thing Is Scheduled To Happen In New York This November
",1
Think New Yorkers Are Cranky Now? Wait Until They’re Living Over A Giant Pipeline Of Dangerous Gas,0
An Interviewer Asks An Expert What We Can Do To Stay Safer. Her Answer Is Not What I Expected.,1
Here's Your Invitation To Play The Save-The-World Symphony.,0
Some Big Things Are Hiding Right In Front Of You. And In You.,1
Want To See The World Around You? Are You Sure?,0
"A Seriously Scary Thing Is Scheduled To Happen In New York This November
",1
Think New Yorkers Are Cranky Now? Wait Until They’re Living Over A Giant Pipeline Of Dangerous Gas,0
3 Words I Wish I'd Heard When My Boyfriend Cheated On Me,1
TELL NO ONE: We Have An Exclusive Page From The Most Inspiring Book Coming Out This Year,0
"He Wants To Be A Marine, So Why Won’t We Let Him?",1
Meet A Few Young People Who Are American In Every Way But The Papers,0
Everything You Know About Sugar Is About To Be Blown Away,1
Put Your Sugar In Perspective,0
"Wait, They Say He’d Make The Perfect Marine — So, Why Are We Trying To Get Rid Of Him?",1
Four Soul-Stirring And Thoroughly American Stories You Need To Hear,0
"14 Books The Giant Nerds At Upworthy Are Reading And Shamelessly Promoting, As If You Care",1
"If You Like Upworthy, Then You May Want To Know What The Nerds Who Work Here Are Reading And Stuff",0
People Turn To The Internet For Answers. Their Questions Will Make You Cry.,1
"Lesson #3,456 In What The Internet Can Teach Us About Ourselves",0
"This Girl Lost Her Mom, Her Grandma And Her Hearing. So Why Is This Rock Band Playing Her A Song?",1
Sign Language Won't Take Away Her Pain. Only The President And Congress Can Do That.,0
"Are We Ready For A Lady President? But I Mean, Like, Are We REALLY?",1
These Girls Shouldn't Have To Wait Twenty Years For Their Pretend Election To Become A Reality,0
Senator Al Franken On How Cheetos Are Bringing Forth The Apocalypse? Sort Of?,1
The One Where A U.S. Senator Waxes Philosophically About Cheetos?,0
Watch An Abused Child Get A Secret Help Message In Broad Daylight That His Abuser Can't See,1
How To Stop Child Abuse With Epic And Secret Ninja-Spy Messaging Action,0
Here’s What The Little Guys Can Do That The Big Guys Just Can’t,1
"Give Me 6 Minutes, And I’ll Make You A Forever Believer In Community Radio",0
What’s It Like To Leave Your Culture Behind And Be Unwelcome In Your New Home?,1
Immigrant Voices: What It Was Like Coming To America,0
Creepy Corporation Does Something So Cartoonishly Evil That We Have To Make A Dr. Evil Reference,1
"It's Rare That I Imagine A CEO Petting HIs Creepy Cat In A Volcano Lair, But This Company Is Special",0
How Al Gore Could Have Won The 2000 Presidential Election With Ease,1
How Mr. Squash Became Mayor Of Plantville,0
"Guess Who Is Responsible For 25% Of The American Diet?
",1
"It’s Going To Hurt A Lot More If We NEVER Get Stung By Bees Again
",0
You Won't Believe Who Is A Bigger Threat To America Than Osama Bin Laden,1
I Would Really Love It If Congress Stopped Trying To Kill All Of Us,0
Watch These Straight People Answer A Question Gay People Have Been Asked For Years,1
Straight People: We're Just Born This Way!,0
The Scariest Math Problem I've Ever Seen. Can You Solve It?,1
One Of These Things Is Not Like The Other One,0
"Meet Dale. Gay People Make Him Uncomfortable. Ironically, He Makes Everyone Else Uncomfortable.",1
"If Gay People Scare You, Then You Are Doing It Wrong",0
"The Earth-Shatteringly Amazing Speech That’ll Change The Way You Think About Adulthood
",1
Some Advice For Getting Through The Frustrating Moments Of Adulthood,0
Elizabeth Warren Has A New Idea That’ll Make You Swoon,1
Elizabeth Warren Has A Very Good Idea. Let’s Make It A Reality,0
How Much Does It Cost To Make Congress Ignore Something 91% Of Americans Support?,1
The United States Senate Has Over 8 Million Reasons To Be Ashamed,0
It Doesn't Take A Rocket Scientist To Understand How Much This Epic Song Rocks. Especially IN SPACE.,1
Watch A Classic And Epic Rock Song About Space Being Sung By A Space Man IN SPACE,0
The Final Act Of The Departing Commander Of The International Space Station Truly Rocked,1
I Was Unaware That They Took The Old 1980s MTV Channel Up Into Space,0
"I Think I Speak For Everyone When I Say, 'Please Keep Your Genitals Out Of Our Toy Stores.' Okay?",1
"Why Toys 'For Boys' And Toys 'For Girls' Makes No Sense
",0
What Do Prisoners Want? I'll Give You A Hint: Every American Child Gets It For Free.,1
"We Already Threw One Book At Them, Why Can't We Do It Again?",0
"I Think I Speak For Everyone When I Say, 'Please Keep Your Genitals Out Of Our Toy Stores.' Okay?",1
FLOWCHART: When It's Okay For Boys To Play With Dolls And Girls To Play With Cars,0
"How Delaware Just Ruined The List Of The Top 10 Best States
",1
Ain't No Party Like A Delaware Party Cause A Delaware Party Is Inclusive,0
"You've Heard The Anti-Gay Leviticus Bible Quote, But Have You Heard The Very Next Line?",1
A Suitable Punishment For Gay People According To Leviticus. Who's Picking And Choosing Now?,0
The One Where Bill Maher Gets Clobbered By A Knuckle-Sandwich Of Fact,1
Glenn Greenwald Scores One For Historical Context,0
"It May Look Like Graffiti, But It's Actually A Ridiculously Concise Indictment Of The Media",1
"This Is A Bleak View Of Corporate News. In Other News, It's A Pretty Accurate One.",0
Did This Billionaire Just Say What I Think He Said?,1
What Dirty Secret Did This Knight Just Reveal About His Virgin?,0
30 Classic Dr. Seuss Quotes That Will Change Your Life. Again.,1
The Greatest Quotes By Dr. Seuss Never Get Old,0
Here's A Home Video That Wouldn't Have Been Possible 20 Years Ago,1
Tell Me What It's Gonna Be Like Now That You Two Are Going To Be Grandpas',0
The Punishment For Blowing The Whistle On Government Corruption Is Horrific,1
Trying To Uncover Government Corruption? You May Have To Finish Your Investigation From Prison.,0
"When His Dad Beat His Mom, He Was Powerless To Stop Him. He's Not Powerless Now.",1
"A Starship Captain. A Superhero. A Knight. Before All That, He Was A Scared Little Boy.",0
The Zombie Bill That Could Destroy Your Right To Privacy,1
Meet The Bill That Would Let 603 Government Agencies Spy On You (Without A Warrant),0
A Kid Falls Off HIs Skateboard And The World Is WAY Better Off For It,1
It's A Good Thing This Kid Totally Biffed It Off His Skateboard,0
Meet The Happiest Man To Call HImself A Christian Who Is In No Way A Christian At All,1
Know How White People Always Save African People In Movies? They Just Make Everything Worse In This.,0
All The Men In This Video Are Awful. Thankfully All The Women In This Video Are Amazing.,1
Women Earn 78¢ On Every $1 Compared To These Men. So Some Women Are Gonna Do Something About That.,0
Why America Needs To Behave Better If We Want To Be The Greatest Nation On The Planet,1
America Is Sick Of Mass Killings. So Is Pakistan. So Is Yemen.,0
"If You Like 'Mission: Impossible,' You'll LOVE This Movie. The Problem Is, This One Isn't Fiction.",1
America Knows War. They Are War Masters.' — A Guy America Is Trying To Kill.,0
The Kind Of Girl-On-Girl Love That Everyone Can Agree On,1
"Oh Snap, Is My Favorite TV Star Building An Army Of…Young Girls?",0
Here's The Sexiest Homage You'll Ever Hear To An Inanimate Object.,1
"Move Over, John Keats. Grecian Urns Are SO 1820.",0
Best Way To Answer A Question. Hands Down.,1
"BOOM: How You Hope to Have Any Question Answered, Every Time.",0
Ten Cents Can’t Buy Anything These Days. Or Can It?,1
How Amazing Would It Be If Food Workers Didn’t Have To Struggle To Feed Their Families?,0
"They May Look Ordinary, But 16 Million Kids Have A Secret. And It Hurts. ",1
Some Of The 16 Million America Kids In Pain Could Live In Your Neighborhood. Do You Want To Help?,0
"The State Of The World Is The Question, And GIRLS Are The Answer",1
Can One Small Investment REALLY Change the Future of Humanity?,0
These Homophobic Signs Just Got Pretty Gay,1
Step 1: Put Down The Sign. Step 2: Apply Cold Water To Burn.,0
I Bet You Wouldn't Let Aliens Treat Your Mother This Way,1
"ET Go Home, This Is MY Planet To Destroy",0
"Bitch, Please.  I’m A Momma.  I got this.",1
Give Me The Highs.  Give Me The Lows.  Give Me Motherhood.,0
Take A Deep Breath And Try Not To Cough Up A Lung,1
Would You Like Your Gas Mask In White Or Original Camo?,0
"I Hope I Die With As Much Grace, Style, Courage And Love Of Life As This Kid Did",1
Cancer Wasn't A Death Sentence For This Kid. It Was A Wake Up Call.,0
This Kid Just Died. What He Left Behind Is Wonderful.,1
"If You Take Your Life For Granted, You Should Watch This Story About A Kid Who Is No Longer With Us",0
"Would You Rather Be A Jerk To Everyone, Or A Nobody? This Graduation Speech Makes It Really Obvious.",1
"Are You A Nobody? Great! According To This College Graduation Speech, You're Officially Not A Jerk.",0
"If You're Curious What Neil deGrasse Tyson Would Be Like As Your Dad,
Watch His Graduation Speech",1
"If You Mess With Human Curiosity, You're Going To Hear About It From Neil deGrasse Tyson",0
How Did This Famous Nerd Sneak Into A Secret Meeting Of The Illuminati?,1
How Do You Say Nerd In Irish?,0
We Have Found Out Who Is In The Illuminati. The Other Thing We Found Out: They Are Weird.,1
Why The Illuminati Think Matt Damon Is A Wanker,0
"One Of The Most Patriotic Things I've Ever Seen Doesn't Involve Guns, God, Or Glory",1
One Woman And An Army Of Paintbrushes Are Making Sure We Never Forget Our Army Of Fallen Heroes,0
Which 7-Letter-Word Is NOT A 4-Letter-Word (Despite What Some Politicians Would Like You To Think)?,1
The Founding Fathers Probably Would Have Hated To See America NOT Moving In Which Direction?,0
9 Places Where No Woman Has Ever Been,1
Check Out Some Of The World’s Most Crowded Sausage Fests,0
10 Magical Pieces Of Street Art That’ll Hit You Square In The Soul,1
10 Beautiful Reasons To Look Up From Your Smartphone,0
Have You Heard Of The Recent IRS Scandal? Because They Kinda Covered Up A Much Bigger One.,1
"When You Screw Up, The IRS Makes You Pay. When The IRS Screws Up, The IRS Makes You Pay.",0
Which 7-Letter-Word Is NOT A 4-Letter-Word (Despite What Some Politicians Would Like You To Think)?,1
"On The Journey For Access To Women's Healthcare, There's Just One Direction In Which We Should Move",0
A Fan Asked Patrick Stewart A Question He Doesn't Always Get. I Wasn't Expecting This Answer.,1
Patrick Stewart Is Basically A Wonderful And Amazing Human Being. For The Reals.,0
A Fan Asked Patrick Stewart A Question He Doesn't Always Get. I Wasn't Expecting This Answer.,1
I'm Not Crying. That's Just Space Rain On My Face.,0
A Fan Asked Patrick Stewart A Question He Doesn't Always Get. I Wasn't Expecting This Answer.,1
The Time I Really Felt Like Giving Patrick Stewart A Giant Hug For Being A Wonderful Human Being,0
They Reduced Driving Speed By 22%.  And They Did It By Making Speed Cameras Fantabulous.,1
"Forget Powerball, You Can Win The Lottery Just By Driving Your Car!",0
Imagine A World Where Speeders Get Tickets And People Who Obey The Law Get AWESOME,1
"Imagine Obeying Speed Limits For Fun?  Yes, Please.",0
My Family Is In A Commercial And People Are Pissed,1
"Dear YouTube Commenters, It's 2013 And Interracial Families Exist. Deal With It.",0
"There's A Good Reason This Guy Talked Back To His Teacher, Walked Out, And Got An F",1
Why Your Barbie Doll May Be Poisoning Your Brain,0
"There's A Good Reason This Guy Talked Back To His Teacher, Walked Out, And Got An F",1
This Is Why Barbie May Be Poisoning Your Thoughts,0
7 Wonderful People Share Something You Should Know Before It's Too Late,1
What Skipping The Star Wars Prequels And Saving Your Own Life Have In Common,0
"The Absolute Best Summary Of Why The World's Middle Class Got Screwed, And How We Can Fight Back",1
Working People And Students Did Not Cause This Damned Economy To Crash,0
"If We Had More Drones, People Wouldn’t Get Away with Stuff Like This. That's Not A Good Thing. 
",1
Drone Crossing Ahead'. That's All I'm Gonna Say.,0
"When Trying To Make A Living Turned Into A Nightmare, This Woman Changed It Back Into A Dream",1
"Think Lawmakers Don't Affect You? As My Mother Used To Say, 'You've Got Another Thing Coming, Mister!'",0
"When Trying To Make A Living Turned Into A Nightmare, This Woman Changed It Back Into A Dream",1
"Think Lawmakers Don't Affect You? As My Mother Used To Say, 'You've Got Another Thing Coming, Mister!'",0
The Doctor Said His Son Should Be Committed.  He Chose To Commit To His Son Instead.,1
"Disability, Schmissability.  This Father-Son Duo Has Got This.",0
An Interviewer Asked A Muslim Man About The Murder Of An British Soldier. Here's How He Answered.,1
Lost: Hope In Humanity After The Murder Of A Soldier. Found: An Inspiring Interview To Restore It.,0
"You Don't Have To Wear A Fedora, But You DO Have To Be A Decent Human Being",1
"Not Only Do You Look Fedorable, But You're Also A Good Person",0
An Interviewer Asked A Muslim Man About The Murder Of An British Soldier. Here's How He Answered.,1
"After The Tragic Murder Of A British Solider, This Man Delivers A Powerful Smackdown Against Hatred",0
This Hilarious Lashing of PBS by Stephen Colbert Was Brought to You by the Letter “C” for Censorship,1
"You Just Know Bert & Ernie Could Be Next To Go If Stephen Colbert Can’t Change PBS’ Mind
",0
This Is An Ass-Off-The-Couch Kind Of Video.  Just An Invitation To Rock Your Inner Buddha.,1
I Dare You To Kick Off Those Mental Training Wheels And Make Your Next Bike Ride This Inspiring,0
1 Minute And 45 Seconds That’ll Make You Think Twice About Poverty,1
Where Do You Think Poverty Is Growing? You’re Probably Wrong,0
"A Prison Ignored The Most Obvious Cries For Help, And The Result Is Devastating",1
The Heartbeat In This Video Obviously Does Not Belong To The Corporation Involved,0
Boys Who Know How To Break Boxes Grow Into Men Who Respect Women,1
"In This Case, It's Totally Okay To Teach Your Kids To Break Things",0
"Next Time Someone Says You Can't Do Something, Here's Proof You Shouldn't Stop Trying.",1
"How Do You Respond To The Doc Who Says You'll Be A Vegetable? Smile, Nod, Then Prove Him SO Wrong.",0
A Politician Learned The Hard Way What It’s Like To Actually Live On Government Handouts,1
"As Other Senators Try to Cut Social Programs, Watch One Politician Do Something Else With Them",0
WHOA: 9-Year-Old Proves THAT Even 'Failing' Schools Are Capable Of Producing Ridiculously Smart Kids,1
Chicago Public Schools' Loudest Advocate Still Needs A Booster Seat,0
Guess What Natural Wonder Of The World Is Getting Destroyed Now,1
It’s One Of Richest Ecosystems In The World. And It’s Under Attack.,0
"Dive In! 400,000 Swimming Pools Full Of An Asthma-Causing Substance?",1
"Just A Guess, But If You’ve Been Breathing Lately, This Video Might Pertain To You",0
You Know Those Relationships That You Stay In Too Long? Yeah -- Here’s Another One.,1
"Poisonous Fish, Exploding Mountaintops, And Kids With Asthma? WTF?!",0
2 Lesbians Went To A Macklemore Concert And This Is What They Got,1
When I Say Macklemore Do You Immediately Think Of 2 Lesbians? You Will Now.,0
2 Lesbians Went To A Macklemore Concert And This Is What They Got,1
"If I Were A Lesbian Going To A Macklemore Concert, This Is How I Would Propose To My Girlfriend",0
Macklemore Just Caused A Lesbian Wedding To Be Planned,1
That TIme Watching 2 Lesbians Made Me Cry A Little,0
" When Facebook 'Likes' Meet Real Life, Things Get...Complicated",1
"If Armchair Activism Were An Actual Olympic Sport, This Would Be A Great Way To Advertise It",0
Girl On Girl: Not As Sexy As It Sounds,1
This Girl Is Here To Remind You That Most Women Kick Butt!,0
Watch A Kid At A Dinner Table Accidentally Destroy One Of His Mother's Lifelong Beliefs,1
Watch An Adorable Kid's Accidental And Profound Argument For Vegetarianism,0
"Nearly 4 Billion Was Spent On This Unjust War. Not Iraq or Afghanistan, The Other One.",1
WARNING: The Video You're About To Watch Contains A Serious Substance Known As Injustice,0
America Has Been Waiting Hundreds Of Years For It. This Breakup Needs To Happen.,1
What Life Would Look Like If The Two Biggest Celebrities In America Were Sexy Lounge Singers,0
"This Unjust War Costs Us About $3.6 Billion Every Year. No Not Iraq or Afghanistan, The Other One.",1
"This Unjust War Costs Us $3.6 Billion Every Year. No Not Iraq or Afghanistan, The Other One.",0
Imagine The Most Graphic Horror Movie You've Ever Seen… This Is Worse.  And It's Real.,1
The Truth About The Life Of This Lil' Guy Is Cold-Blooded,0
Is This For Real? A Woman Becomes The *Property* Of Her Husband's Family If He Dies?,1
E-Q-U-A-L-I-T-Y. There's Another Word I Wouldn't Mind Aretha Franklin Spelling.,0
"Nobody Knows About This Little Town, But You Should Before It's Literally Wiped Off The Map Forever",1
What If We Woke Up Tomorrow And Little Communities Like This Were Gone Forever?,0
"This Unjust War Costs Us Nearly $4 Billion Every Year. No Not Iraq or Afghanistan, The Other One.",1
"To Say There Isn't Injustice Here Is Is As Big A Lie As Saying ""I Didn't Inhale"" 
",0
"In Their Yearbook, They're ""Cutest Couple"", But In My Book, They're ""Most Inspiring""",1
"If There's An Award For ""Super Awesome High School"", I Know Just Which School To Honor First
",0
It Takes A Radical Movement In America To Get What Every Other Developed Country Doesn’t Think Twice About,1
"While Politicians Can't Stop Fighting Over Health Care, These Radicals Are Giving It Away For Free",0
There’s A Very Special Relationship Between These Billionaires And These Food Stamp Recipients,1
New Jobs Numbers? Why Are We Counting New Jobs? Even The Ones We Have Don’t Pay.,0
This Guy Must Be Pretty Special If All These Famous Folks Are Changing Their Names,1
Some People Are OK With Truthiness. I Prefer TRUTH.,0
Every US Agency Probably Wants This Man Dead. So You Should Hear What He Says Before That Happens.,1
You Won't Believe Who The NSA Spies On More Than Russia. Meet INSERT YOUR NAME HERE.,0
"An Ex-CIA Dude Just Pissed Off Everyone In The Government, So Watch This Before He Disappears",1
"A Secret Government Agency Is Watching You Watch This. Also, Apparently, Everything Else You Do. ",0
"An Ex-CIA Dude Just Enraged Everyone In The Government, So Watch This Before He 'Disappears'",1
If You Are Going To Give Away The Government's Most Horrible Secret About Spying On Americans...,0
Stupid Law Says No Gay Marriage? Google Says Challenge Accepted.,1
Put A Ring On It: Gloriously Gay Video Chats For A More Wonderous World,0
"I'd Like To Think I'm An Informed Straight Ally, But I'm Embarrassed I Didn't Know This",1
"They Call It The 'Defense Of Marriage Act,' So Why Is It Tearing This Couple Apart? ",0
"I'd Like To Think I'm An Informed Straight Ally, But I'm Embarrassed I Didn't Know This",1
"They Call It The 'Defense Of Marriage Act,' So Why Is It Tearing This Couple Apart? ",0
"I'd Like To Think I'm An Informed Straight Ally, But I'm Embarrassed I Didn't Know This",1
"They Call It The 'Defense Of Marriage Act,' So Why Is It Tearing This Couple Apart? ",0
" What Bros Need To Know About Rape, By Peter Gabriel",1
He Said WHAT Is A Weapon Of War?,0
Move Over Adele: This Lady Wins The 'Songs That Make Me Cry' Award,1
Super Awesome Granny Tickles The Ivories—And The Heartstrings—For Equality,0
A Bus Full Of Rude British Complainers Won't Let Facts Stop Their Angry Rant,1
These British People Want To Stop Giving Out Foreign Aid,0
"If You Know Someone Who Doesn't Believe Sexism Exists, Show Them This ",1
Women: Now Is The Time We End This. Men: Will You Join Them?,0
Move Over Adele: This Lady Wins The 'Songs That Make Me Cry' Award,1
GRANNY FIERCENESS: My New Favorite 72-Year Old Sings For Equality,0
"You're Probably A Part Of This Crowd, And Thats Why Corporate America Is Scared Of You",1
Wanted: People To Revolutionize The Economy. Hipster Beard Not Necessary.,0
They Replaced Black People With White To Make You See This Differently. Did It Work?,1
Do You Think People Will See This Issue Differently Because Their Skin Is White?,0
He Made A Choice. He Took A Life. He Made Another Choice. He's Saving A Community.,1
He Was Looking At The Man In The Mirror And He Did Change His Ways. See How.,0
The First Time This Kid Played Harmonica He Earned $80. You'll Be Floored By What He Did With It.,1
"Tell Me, If This Kid And His Harmonica Are The Future Of America... We Win, Right?",0
The Knowledge I Gained At School Doesn't Compare To What I Lost,1
See Me After Class: Is Debt The Only Major Being Offered These Days?,0
Hold Up. Are Hamburgers (Or Lack Thereof) Really The Answer To Global Warming?,1
"Yo, Help A Planet Out. Our Climate Is Out Of This World.",0
Why Is This Artist Telling You To Throw Away Your Phone? And So Beautifully?,1
SPOTTED! Soul Man In An Army Helmet Telling You How To Find Humanity In Your Digital Life,0
If You Had A Chance To Help A Blind Man Would You Do it Like This?,1
"What If Everyone Reshaped The Words They Say and Though?
",0
You Know The Name Of One Of These Athletes But The Other Two Are The Ones You Should Remember,1
"I Agree With This Superstar, Love Watching These Two Brothers Bond Over Disability",0
TABOO ALERT: People Feel Really Awkward If You Bring This Up. Especially If You've Tried It.,1
TABOO ALERT: This TED Talk Exposes A Silent Killer,0
Some High Schoolers Built A Car. You Won't Guess What It's Powered By,1
"This Car Doesn't Just Look Cool, It's Got An Amazing Story, Too",0
I Wish I'd Seen This At 3 Years Old Instead Of 30. I'd Be A Better Person Today.,1
"Republican? Democrat? Screw That, I'm With The Kindness Party.",0
This MIT Professor Has Her Sassy Pants On And She's Not Letting Mark Zuckerberg Off The Hook.,1
It's Up To Parents And Politicians To Reclaim Our Privacy Rights Before It's Too Late.,0
Here's One Minute Of Things A Girl Can't Do. As If We Needed More.,1
"If You're Sick Of Being Told The Things, You Can't Do, Because You're A Girl, Raise Your Hand.",0
"I Don't Think I've Ever Gone This Far For My Students, But Mad Props To The Woman Who Did.",1
An Absolutely Riveting TED Talk About A Woman Risking Her Life In Afghanistan,0
All Of The Kids In This Video Are Alive (But The Mom Will Bring You To Tears Over What She Lost),1
What Does A Sour Gallon Of Milk Have To Do With The Best Years Of Parenting?,0
These Kids Don't Want iPods Or Toys. What They Want -- And Don't Have -- Is Beyond Sad.,1
We'd Travel To The Ends Of The Earth For Our Kids. What Do You Do When You're Not Allowed?,0
"When A Short Skirt And Red Underwear Was The Mandatory Uniform, Female Flight Attendants Got Mad",1
"Height, Age, And Weight Requirements For Female Flight Attendants? Not Cool.",0
"Well, This Is Just About The Most Devastatingly Inspirational Thing I've Seen Today",1
"8 Million Children Per Year. If You Just Read This, That's Another.
",0
These Parents Are Modeling Tolerance For Their Children Just Like We All Should,1
"Parenting Is About More Than Genitals.  Maybe Education Should Be, Too?",0
What These Two Pranksters Did To Homeless People Will Make You Say Wow,1
"Two Guys, A Videocamera, And Some Bananas. It's Not What You Think.",0
"Who Knew Tween Girls Were Capable Of This. Oh, Wait, I Did And I Hope They Know, Too. ",1
"Talking About Boys, Texting, Shopping, Changing The World... Yep, Tween Girls Are Busy These Days. ",0
"She's Not Just Destined For Greatness, She's Destined To Do Great Things For Women",1
"Remember When Math Was ""Too Hard"" For The Ladies?  Not So Much.",0
How This Clip Manages To Offend By Acting As Inoffensive As Possible Is Genius,1
An App That Will Award Me Points For NOT Doing Something? Sign Me Up!,0
"If You Do This With Your Kids Everyday, I Guarantee They'll Be The Most Beautifullest Human Beings",1
PRECIOUS! I Wanted To See These Little Kids Break Into Cute Fist-Bumping After They Said These Words,0
"We're Teaching Kids History, But We're Leaving This Entire Bit Out?",1
"Let's Add ""The Civil War Was About States Rights"" To The List Of Lies My Teacher Told Me",0
Maybe The Coolest Car Commercial You'll Ever See,1
Find Out Why This Car's Look Might Be The Least Cool Thing About It.,0
"Waaaaaiiiit, Shouldn't My Lunch Be Worth More Than Where It Came From?",1
"Hey, Wheels Off! The Future Of Food Doesn't Include Your Car Eating My Lunch!",0
He Was Asked A Pretentious Question. His Answer Shows The Problem With The Way America Functions.,1
This Guy Gives An Interviewer His Comeuppance & Sums Up The Way Politics Works—With Boston Charm.,0
How To Scare The Crap Out Of Terrorists (And Your Citizens) 101,1
That Awkward Moment When You Realize That Your Government Saw You Peeing In That Bush,0
File This Under ‘Seriously Brilliant’ And ‘Why Didn’t We Think Of That Before?’,1
Fleeing From Disaster? Just Look For The Friendly Metal Giant Nearest You.,0
What 3-Letter-Word Can Be Used For Dragonflies But Not Peanut Butter?,1
Yay or Nay: That Dragonfly Is So Gay (Words Matter!),0
I Would Be Thrilled -- Like You Wouldn't Believe --To See These People Out Of A Job,1
Lions And Tigers And Squeeze Cages — Oh My?,0
"If Your Friends Are Using This 3-Letter-Word, You May Need To Stage An Intervention",1
Does Your Tongue Need A Transformation? Ask The Chart.,0
People Like These Are Usually Ignored When Others Pass Them By. I Dare You To Ignore Them Now.,1
You Can't Help But See The Joy In These People Now That They're No Longer Ignored,0
"What This Kid Does With A Cow, Popsicle Sticks, and A Superman Cape Will Move You To Act!

",1
Are You Ready To Take On One Of The Most Adorable Challenges To Save The World?,0
"There May Be 50 Ways To Leave Your Lover, But Here Are 4 To Be A Real Man.",1
"When You Got Elected To A Legislative Body, That Doesn't Mean You Should Actually Legislate Bodies. ",0
Hold On A Sec. Why Isn't My Lunch Be Worth More Than Where It Came From?,1
"Waaaaaiiiit, Shouldn't My Lunch Be Worth More Than Where It Came From?",0
Did You Know Babies Could Commit Crimes? These Folks Didn't Either,1
"Unlike The People In This Video, You Don't Need Papers. But You Might Need Kleenex",0
You Won't Believe This Video Was Shot In America,1
"Most People Don't Put ""Human Rights Abuse"" On Their Grocery List. Yet Here We Are",0
"If A Picture Can Be Worth A Thousand Words, This One Is Worth $1.2 Trillion",1
"If Sequestration Sounds Like A Funny Word, That's Because Congress Doesn't Speak American",0
"In 30 Minutes These Protesters ""Get Disappeared"" In Plain Sight. That Was Their Plan",1
"They Told This Art It Could Be Anything, So It Turned Into A Protest",0
"This Man Has Gone Viral. And He Won't Stop Until You Do, Too",1
"His Favorite Song Must Be ""Fever"", The Way He Gives And Gets It. All Day Long.",0
Meet A Family With 9 Adopted Kids Whose Love Will Leave You Speechless,1
One Of The Most Amazing Family of Soul Ninja’s You Will Ever Meet.  Huggles Required.,0
Simplest Description of PTSD Ever Told In Two And Half Minutes,1
A Vivid Description Of The Day The Ghost Began To Haunt Him,0
The Only Time You'll Want To Hear 'Serial Killer' And '6-Year-Old Girl' In The Same Story,1
A Fatal Disease and A Deadly Virus Battle It Out To -- Save One Girl’s Life?,0
Meet A Family With 9 Adopted Kids Whose Love Will Leave You Speechless,1
"Parents Make INCREDIBLE Leap Of Faith, Their Love Might Change Your View Of Family",0
The Secrets That Those Who Own Everything Don't Want Us To Know,1
Did You Know That The Coal Companies Once Had A Larger Army Than The Federal Government?,0
People Thought He Was A Monster And Wanted Him To Die. I’m Glad He’s Alive To Tell His Story.,1
Your Opinion On A Life Or Death Issue Might Change After You Watch This Video,0
Remember Those ‘Work From Home’ Ads? You’re Already Doing It. Surprise!,1
