Headline,Attention
College Kid Forced To Remind Know-It-All Economist That He's Actually Not A Scientist,0
How Do You Handle Gay Football Players In The NFL? Here's Archie Bunker's Wise 42-Year-Old Lesson.,1
"We May Not Call Them La-Dee-Dahs Anymore, But Why Do We Think The Same Way About Gay Athletes? ",0
Can You Guess What All These Incredible Women Have In Common?,1
See How Moms Across The World Are Supporting Each Other,0
"This Filmmaker Could Have Been Killed At Any Moment, But He Kept The Camera Rolling Anyway",1
"This Filmmaker Could Have Been Killed At Any Moment, But He Kept The Camera Rolling Anyway",0
Mad Respect For These Hardworking Moms Who Are Taking Care Of The World,1
"It's Not Mother's Day, But I'm Celebrating These Moms Anyway",0
A Young Boy Goes Missing And One Person Waits An Entire Lifetime For His Return,1
How Long Could You Wait To See Your Baby Again?,0
A Young Boy Goes Missing And One Person Waits An Entire Lifetime For His Return,1
A Young Boy Goes Missing And One Person Waits An Entire Lifetime For His Return,0
Could We Make College Free? You Bet Your Ass We Could.,1
Could America Create A Doomsday Device And Educate All Americans At The Same Time?,0
Check Out This Hilarious But Real Prank A Bank Pulled On Men,1
"This Might Look Like An Episode Of 'Punk'd,' But It's Real",0
Do You Know Which College Majors Have The Highest And Lowest Employment Rates?,1
Teachers: Still Hot After All These Years,0
"Wow, The Newest Anti-Gay-Marriage Arguments Are Getting Even Crazier",1
Jesus Was Definitely Anti-Gay-Marriage Because He Was An Early Biologist?,0
What’s The Most Quietly Despised One-Fifth Of America Nobody’s Talking About?,1
Guess Which Socially Vilified Group Needs An Extreme Makeover?,0
America Put This Famous Gay Space Dude In Jail When He Was 5 Years Old. Now He's On Broadway?,1
He Went To Jail At Age 5. Then He Went To Space. Now He's On Broadway?!?,0
America Is #1 In A Lot Of Things. This Shouldn’t Be One Of Them.,1
America Is #1 In A Lot Of Things. Why Is THIS One Of Them?,0
America Put This Famous Gay Space Dude In Jail When He Was 5 Years Old. Now He's Going Where?,1
Everything You Wanted To Know About Gay Broadway Space Prisoners-Of-War But Were Afraid To Ask,0
America Is #1 In A Lot Of Things. This Shouldn’t Be One Of Them.,1
The War On Drugs Is Over. Guess Who Won?,0
Now Here’s A President Who Gets Kids,1
What’s This Kid Going To Do When He Grows Up? He’s Already President.,0
America Put This Famous Gay Space Dude In Jail When He Was 5 Years Old. Now He's Going Where?,1
America Put This Famous Gay Space Dude In Jail When He Was 5 Years Old. Now He's Going Where?,0
Now Here’s A President Who Gets Kids,1
Now Here’s A President Who Gets Kids,0
"Man Lands In America, He Wasn't Born Here, But We Let Him Stay. Do You Know His Name?",1
Ka-Pow! What's Your Answer To The Superman Question?,0
"Here's How Immigration Works, And I Still Don't Get It",1
Want To Work In America? Go Back In Time And Get In Line At Ellis Island,0
This Rapper Just Schooled Us All. Incredible.,1
The Hottest Beat Ever Dropped In Science Class,0
"This Might Be Why I Thought ""Harry Potter"" Was Written By A Dude For So Long",1
"We've Elected Women And Put Them In Space, So Why Is It So Hard To Find Them HERE?",0
"If You Enjoy When Rich People Fail, You’ll Love This Chart",1
The Biggest Financial Busts In History In One Easy-To-Read Chart,0
"This Doctor Went Underwater, And She Emerged Sopping Angry",1
How Much Longer Until Mermaids Are Bugging Us To Use Our Bathtubs?,0
"If Every State Did This One Thing, More Women Would Be Alive Today",1
Here's How We Can Make Sure That Having A Gun Doesn't Mean Someone Innocent Dies,0
This Man Thought He Was Going To Die. His Daughter Was Thinking Something Else Entirely.,1
When’s Too Soon To Give Your Child A Cell Phone? Depends On If You Want To Live Or Not.,0
The Random Internet Quote Guaranteed To Give You The Chills,1
This Amazing Quote Really Puts It All In Perspective,0
Hello Africa. Have You Picked Yourself Off The Floor Yet?,1
My Big Fat Gay African Traditional Wedding,0
"Like Being A Woman In America Isn't Hard Enough, Now We Have To Worry About This?",1
"If Every State Did This One Thing, More Women Would Be Alive Today",0
One Comedian Picks On Adele. Then Another Comedian Turns It Into A (NSFW) Teaching Moment.,1
Joan Rivers Picks On Adele. Then This Comedian Turns It Into A (NSFW) Teaching Moment.,0
What Do Facebook And Wal-Mart Have In Common?,1
Why Getting Things For Free Can Actually Be Dangerous,0
Watch The Best TV Show Ever Destroy American Educational Policy In Less Than 2 Minutes,1
If This Is What’s Really Going Down In Schools... We. Are. SCREWED.,0
"When This Guy Stopped Worrying About Looking Normal, He Became Superhuman",1
"When This Guy Stopped Worrying About Looking Normal, He Became Superhuman",0
Seeing A Woman Say Things Like This About Other Women… You Bet I Get The Warm 'N' Fuzzies,1
"Be Cool, Everyone. This Is A Woman Speaking Her Mind. ",0
"If Homophobes And Bigots Are Getting You Down, Give Yourself A Pick-Me-Up",1
Something Tells Me The Next 2 Minutes Of This Video Are Going To Be Very Enjoyable,0
There Is Bravery In This World. A 9-Year-Old Kid In Star Wars Pajamas Taught Me That.,1
The Best Part About Being Sick Is That You Get All The Free Ice Cream You Want. The Worst Part Is-,0
This 9-Year-Old Kid Has More Wisdom In His 'Star Wars' Pajamas Than I Will Obtain In A Lifetime,1
My Hospital Roommate Wears 'Star Wars' Pajamas. He's Going To Die. That's OK.,0
That Thing They Teach You About In Health Class Isn't Nearly As Dangerous As It Used To Be,1
F*ck AIDS. Ferreal.,0
This 9-Year-Old Kid Has More Wisdom In HIs 'Star Wars' Pajamas Than I Will Obtain In A Lifetime,1
This 9-Year-Old Kid Has More Wisdom In HIs 'Star Wars' Pajamas Than I Will Obtain In A Lifetime,0
We Couldn't Decide Wether Or Not To Accuse Google Of Not Caring About Your Privacy In This Headline,1
Google Might Be Cool With Letting The Government Spy On You. We Aren't Sure Because They Won't Say.,0
We Couldn't Decide Wether Or Not To Accuse Google Of Not Caring About Your Privacy In This Headline,1
Google May Or May Not Be Game To Give All Your Private Info To The Feds. We Have No Idea Either Way.,0
"What Does It Mean To NOT Be A Girl? Everything, apparently. ",1
What Group Of People Is So Powerful No One Wants To Be In It?,0
"I Can't Believe Kids Aren't ALREADY Learning This In School. No Wait, Yes I Can.",1
1 Simple Lesson Plan That Could Make The World A Safer Place For Everyone,0
Does Anyone Have Mark Zuckerberg's Cell Number? Something Awful Might Happen To Your Facebook Stuff.,1
Does Anyone Have Mark Zuckerberg's Cell Number? Something Awful Might Happen To Your Facebook Stuff.,0
Say Hello To The Hospital That's Going Out Of Its Way To Discriminate Against A Gay Couple,1
Can You Imagine Getting Arrested For Refusing To Leave You Partner's Bedside? This Man Was.,0
"I Can't Believe Kids Aren't ALREADY Learning This In School. No Wait, Yes I Can.",1
Stop Teaching Kids About Sex After Marriage And Start Teaching Them About Sex After 'Yes'!,0
Elizabeth Warren Forced To Lecture Bank Regulator Like He's A Child Who Did Something Awful,1
Senator Warren Raised 2 Kids AND Knows Everything About Bank Regulation. Which Explains This Video.,0
"Hey, Bank Regulators: If You Are Gonna Be Questioned By Senator Warren, Don't Ever Say This",1
"If You Go Into Senator Warren's Banking Hearing, You Better Bring Something To Reduce The Swelling",0
Watch A Bank Regulator Squirm As Senator Warren Holds Him Accountable For His Awful Words,1
The One Where Senator Warren Has To Teach An Awful Bank Regulator How To Do His Damn Job,0
Sigh. Elizabeth Warren Embarrasses Bank Regulators To Their Faces. Again.,1
"Hey, Bank Regulators: If You Are Gonna Be Questioned By Senator Warren, Don't Ever Say This",0
Sigh. Elizabeth Warren Embarrasses Some Bank Regulators To Their Faces. Again.,1
Sigh. Elizabeth Warren Embarrasses Some Bank Regulators To Their Faces. Again.,0
Sigh. Elizabeth Warren Embarrasses Some Bank Regulators To Their Faces. Again.,1
Confused Bank Regulators: 'We Might Not Help Average Americans.' Senator Warren: 'Wrong Answer.',0
" If You Hate It When Companies Get Away With Not Paying Taxes, Here's A Way To Vent Productively",1
This Is Way More Fun Than Paying Your Taxes. It's Also Way More Horrifying.,0
A Terrified Child Genius Saves His Own Life With Engineering Skills,1
A Child Genius Using His Engineering Skills To Save His Own Life,0
" If You Hate It When Companies Get Away With Not Paying Taxes, Here's A Way To Vent Productively",1
You Remember Space Invaders? There's A New Version With A Way Scarier Real Life Villain.,0
" If You Hate It When Companies Get Away With Not Paying Taxes, Here's A Way To Vent Productively",1
You Remember Space Invaders? There's A New Version With A Way Scarier Real Life Villain.,0
" If You Hate It When Companies Get Away With Not Paying Taxes, Here's A Way To Vent Productively",1
"Don't Worry, You Can Play This Game At Work. All Your Bosses Do.",0
I Dare You To Watch This And Hold Back The 'Hoo-ah!',1
Lost Everything? Patriotism Is About To Storm Through Your Door.,0
I'm Finding It Really Hard To Say Something Nice About This Horribly Well-Designed Map,1
"If I Spilled My Coffee On You Every Other Day, Would You Be Calm About It?",0
I Dare You To Watch This And Hold Back The 'Hoo-ah!',1
"If Every American Had An Ounce Of This Talent, Courage, And Patriotism...",0
"If You Hate It When Companies Get Away With Not Paying Taxes, Here's A Way To Vent Productively",1
"If You Hate It When Companies Get Away With Not Paying Taxes, Here's A Way To Vent Productively",0
This Is Why Journalism Has Sucked For The Past 20 Years,1
Why Good Journalists Get Fired And Bad Journalists Get Promoted,0
"If You Can Guess How Much BP Paid In Taxes In 2010, I'll Pay You Double What They Paid",1
"If You Hate It When Corporations Get Away With Not Paying Taxes, Here's A Way To Vent Productively",0
This Is What Bigoted People Sounded Like Less Than 10 Years Ago,1
"You (Yes, YOU) Are Responsible For Turing This Behavior Into Political Suicide",0
Go Ahead. Try To Watch This And Hold Back A 'Hoo-ah!',1
Watch A Bunch Of Soldiers Invade Our Own Country. For A Good Reason.,0
Go Ahead. Try To Watch This And Hold Back A 'Hoo-ah!',1
A Bunch Of American Solders Are Invading Our Own Country. For This.,0
What The End Of Your Day Would Look Like If These People Had Their Way,1
The Answer That Could Bring World Peace. Or Get One Lady New Shoes.,0
Watch This Mother Take Down The Gun Lobby In Less Than A Minute,1
I Tuned In For The President. I Walked Away With A Broken Heart.,0
"This Scottish Crap Might Save The Lives Of 50,830 Americans Every Year",1
Test Your ___! Test Your ___! Test Your ___!,0
Watch A Bunch Of American Soldiers Invade Our Own Country. For A Good Reason.,1
Watch A Bunch Of American Soldiers Invade Our Own Country. For A Good Reason.,0
One Key Difference Between Being Gay And Trying To Poison Your Neighbor’s Cat,1
Why It Could Be A Sin To Cook Somebody A Nice Dinner,0
"If BP Made $36 Billion In 2010, And Their Tax Rate Is 35%, How Big Was Their Tax Bill?",1
"POP QUIZ: If BP Made $36 Billion In 2010, And Their Tax Rate Is 35%, How Big Was Their Tax Bill?",0
"When You Ask People Who Their Favorite Superhero Is, A Pattern Starts To Emerge...",1
"Good News, Fans Of Kick-Ass Lady Superheroes!",0
Do You Know The REAL Feminist History Of One Of The Toughest Lady Superheroes Of All Time?,1
Do You Know The REAL Feminist History Of One Of The Toughest Superheroes Of All Time?,0
This Is Why Journalism Has Sucked For The Past 20 Years,1
Your News Has More In Common With Your High School Prom King Than With Reality,0
This Is What Bigoted People Sounded Like Less Than 10 Years Ago,1
Remember What Homophobic People Used To Be Able To Say On Television?,0
Watch A Bunch Of American Soldiers Invade Our Own Country. For A Good Reason.,1
Watch A Bunch Of American Soldiers Invade Our Own Country. For A Good Reason.,0
2 People Described The Same Person To A Forensic Artist And This Is What Happened,1
"You Don't Need A Man To Tell You You're Beautiful. A Forensic Artist, Though… ",0
She Thought She Was Alone Until She Shared Her Music With The World,1
The Album That Did A Heckuva Lot More Than Just Sell Copies,0
Guess What? I Just Discovered The Trick To Paying No Taxes!,1
Guess What? I Just Discovered The Trick To Paying No Taxes!,0
This Guy Was A Slave. In 1998. In America. I'm Not Joking.,1
"At Least Slavery Doesn't Happen In The United States Anymore? Right? Wait, What?",0
2 People Described The Same Person To A Forensic Artist And This Is What Happened,1
How Did This Artist Draw 7 Women Perfectly Without Ever Seeing Their Faces?,0
Why You’re Being Smart For Not Liking This Little Girl,1
Scam alert! Look Before You “Like” Facebook Users.,0
This Guy Takes On The Topic That’s Got So Many Of Us Stark Raving Squeamish,1
Find Out The Reason Strom Thurmond Was So Ornery,0
I Wish All The People Who Love Gay Rights Would Just Stop Talking On Friday,1
How To Get Gay People To Stop Talking About Equal Rights (And Straight Supporters Too),0
She Has Two Fathers And It Makes Her So Happy She’s Singing About It,1
A Wonderful Song About A Kid Who Has Two Fathers,0
"What’s This Straight, White Dude Carrying That Made Him A Hero To Many?",1
"This Straight, White Dude Is Standing Under Something That Makes Me Really Hopeful",0
"The 1 Chart That Most Sane, Reasonable Folk, And Taco Bell, Will Be Really Happy About",1
CHART: Proof Americans Have More Common Sense Than Ever Before,0
CHART: Proof Americans Have More Common Sense Than Ever Before,1
"This Is What Happens After Decades Of A Ridiculous, Non-Sensical War",0
"Want Another Reason To Turn Off Fox News? You’re Welcome 
",1
Behind Organized Hate’s Playbook,0
Her Parents Are Cool And Sometimes Strict And Definitely Both Dads,1
"2 Dads, 2 Kids, 1 Sweet Little Song",0
"If You Watch This Video, You Probably Won’t Need To Turn On Fox News For A Few Months",1
Behind Organized Hate’s Playbook,0
"Mr. Rogers Said, 'Look For The Helpers.' They’re Hard To Find In This Video.",1
Would You Get Involved If You Saw Someone Suffering Like This?,0
The Future Of Marriage Equality In One Stunning Chart,1
CHART: The Incredible Rise Of Gay Marriage,0
If You Saw Someone Bullying A Kid For Being Gay Would You Speak Out? Me Too. Unless It's Friday.,1
If You Saw Someone Bullying A Kid For Being Gay Would You Speak Out? Me Too. Unless It's Friday.,0
"Just When You’re Beaten Down For Being Different, Something  Amazing Happens",1
The Painful Way To Become Facebook Famous,0
If You Saw Someone Bullying A Kid For Being Gay Would You Speak Out? Me Too. Unless It's Friday.,1
If You Think Gay People Should Have Equal Rights Under The Law You Should Stop Talking,0
"Keeping Track Of How Many Lives Rap Music Has Saved? If So, Add This Girl To Your List.",1
"Keeping Track Of How Many Lives Rap Music Has Saved? If So, Add This Girl To Your List.",0
Only A Kid Could Write To A Homeless Shelter And Get This Great Response,1
Advice From The Homeless For The Little Kid Who Wants To Help Them,0
If You Saw Someone Bullying A Kid For Being Gay Would You Speak Out? Me Too. Unless It's Friday.,1
If You Saw Someone Bullying A Kid For Being Gay Would You Speak Out? Me Too. Unless It's Friday.,0
New Zealand’s 8-Minute Long PSA On Preventing Rape Is The Most Powerful Thing You’ll See Today,1
"When You Play This Party Video Backwards, It Reveals A Secret Message",0
"Sometimes Corporate Tax Breaks Are Cartoonishly Unfair. This Time, For Instance.",1
Guess What? I Discovered The Secret To Paying No Taxes!,0
"If ‘Lolita’ Were Ever To ‘Hitchhike’ With A ‘Stranger’ To An ‘Animal Farm,’ It Would Look Like This",1
This Is What A Crowdsourced Library Looks Like,0
"Ohhhh, So THIS Is What A Grown-Up Government’s Supposed To Look Like",1
This Group Solved The Global Income Inequality Crisis So You Won’t Have To,0
This Is What It Looks Like When Education Becomes Exploitation,1
Being An NCAA Athlete Is Hot. Being Exploited For Your Work Is Not.,0
These Talented Artists Said Everything By Saying Almost Nothing At All,1
The Future Of Advocacy Just Gently Caressed Your Eyeballs,0
You Know What The Founding Fathers Said About Your Right To Bear Arms? This.,1
"So, Um, THESE Were The Guns The Founding Fathers Were Talking About. Just FYI.",0
"Sometimes Corporate Tax Breaks Are Cartoonishly Unfair. This Time, For Instance.",1
Guess What? I Discovered The Trick To Paying No Taxes!,0
You Know What The Founding Fathers Said About Your Right To Bear Arms? This.,1
You Know What The Founding Fathers Said About Your Right To Bear Arms? This.,0
This Is What Happens When A Diet Ad Goes Rogue,1
Diet Ads You’ve Been Busted,0
The City Of Boston Sings The Most Heartfelt Rendition Of The National Anthem I've Ever Heard,1
The City Of Boston Sings The National Anthem To America. It's Beautiful.,0
The City Of Boston Sings The Most Heartfelt Rendition Of The National Anthem I've Ever Heard,1
The City Of Boston Sings The Most Heartfelt Rendition Of The National Anthem I've Ever Heard,0
I Have A Really Secret Way To Help Protect Gay Kids From Bullying,1
4 Out Of 5 Gay Kids Have Been Victims Of Bullying And Violence. Here's Something You Can Do To Help.,0
"I Have A Really Secret Way To Help Protect Gay Kids From Bullying
",1
Shhhh. This Kid Needs Your Help With Some Bullies.,0
This New Zealand Politician Unleashes One Of The Funniest Gay Marriage Speeches On Record,1
"Find Out Why This Politician Said ‘Big Gay Rainbow’ In A Real, Live Floor Debate",0
Meet The Horrifying Demon That Has Crept Into Our School System,1
Why Macaroni Art Could Threaten The Careers Of Countless College Professors,0
The Future Of Marriage Equality In 1 Stunning Chart,1
CHART: The Incredible Rise Of Gay Marriage,0
Here's Why You Don't Mess With A Feminist And Her Laptop,1
Why I Never Want To See Another Article Asking Where All The Feminists Have Gone,0
Jon Stewart Rips Into CNN For Lying About The Boston Marathon,1
People Who Watch CNN Know Less About The Boston Marathon Than People Who Haven't Even Heard Of It,0
A Right-Wing Bully Bullies A Bunch Of Gay Teens To Stop Them From Stopping Bullying,1
A Right-Wing Bully Bullies A Bunch Of Gay Teens To Stop Them From Stopping Bullying,0
"How The Boston Bomber Was Identified, Arrested, Got A Tan And Disappeared In Just A Few Hours
",1
WTF Happened In Boston The Day After The Bombings? A Handy Guide To The Arrest Clusterf$&k.,0
A Right-Wing Bully Bullies A Bunch Of Gay Teens To Stop Them From Stopping Bullying,1
A Right-Wing Bully Bullies A Bunch Of Gay Teens To Stop Them From Stopping Bullying,0
Being Homeless Isn't Necessarily The Worst Living Situation,1
Being Homeless Isn't Necessarily The Worst Living Situation,0
"A Whole Country Decided To Legalize Gay Marriage. In Response, They Got What They Deserved.",1
This Is My Favorite Song Sung By A Legislative Branch Of Government Celebrating Gay Marriage EVER,0
"A Lawyer, A Wizard, And A Vampire All Walk Into An Infographic...",1
"If ‘Lolita’ Were Ever To ‘Hitchhike’ With A ‘Stranger’ To An ‘Animal Farm,’ It Would Look Like This",0
These Talented Artists Said Everything By Saying Almost Nothing At All,1
The Fine Art Of Popular Dissent,0
This Is What Happens When You Allow Gay People To Get Married In Your Country,1
This Is What Happens When You Allow Gay People To Get Married In Your Country,0
This Video About Mind Blowing Brain Theories Might Just Blow Your Mind,1
How The Brain Is Like The Human Version Of Peacock Feathers,0
"This Is How The World Doesn't End, Not With A Whimper, But With The Click Of Your Camera Lens?",1
"This Is Not How The World Will End. At Least, Not If These People Can Help It. ",0
"If You're A Human Being, You're Going To Want To See This",1
What Do 1 Billion People Do Once A Year?,0
"If You're A Human Being, You're Going To Want To See This",1
What Do 1 Billion People Do EVERY Year?,0
"If You Watch Hilary Swank Push A Whiny Senator, $1 Will Go To Punching Malaria In The Face",1
"If You Watch Hilary Swank Annoy A Whiny Senator, You'll Help Punch Malaria In The Face",0
Why You Shouldn't Want To Know Any More About The Boston Marathon Bombers,1
What's Better Than Reading All About The Boston Bombing Suspects?,0
Would You Sleep In An Apartment Furnished Like This?,1
Sometimes Having An Apartment Is Just As Bad As Being Homeless,0
How A Talk Show Host Found Out The Hard Way There Are Some Things Bob Costas Won’t Joke About,1
Bob Costas Has A Bone To Pick With The Masters,0
The Feds Will Not Be Cutting Your Social Security. They'll Just Be Decreasing Your Benefits By 10%.,1
Will The Government Cut Your Social Security? It Depends On How You Define Cuts.,0
The Feds Will Not Be Cutting Your Social Security. They'll Just Be Decreasing Your Benefits By 10%.,1
The Feds Will Not Be Cutting Your Social Security. They'll Just Be Decreasing Your Benefits By 10%.,0
"The One Where The Weather Lady Starts Telling The Truth. A Little Too Much Truth, Frankly.",1
The One Where The Weather Lady Freaks Out On Live TV,0
"The One Where The Weather Lady Starts Telling The Truth. A Little Too Much Truth, To Be Honest.",1
The One Where The Weather Lady Starts Telling The Truth.,0
"The One Where The Weather Lady Starts Telling The Truth. A Little Too Much Truth, To Be Honest.",1
"The One Where The Weather Lady Starts Telling The Truth. A Little Too Much Truth, To Be Honest.",0
"I Can't Believe What The Government Is Planning To Do To Your Poor, Gentle, Sweet, Old Grandma",1
"I Can't Believe What The Government Is Planning To Do To Your Sweet, Gentle, Old Grandma",0
"I Can't Believe What The Government Is Planning To Do To Your Poor, Gentle, Sweet, Old Grandma",1
"I Can't Believe What The Government Is Planning To Do To Your Poor, Gentle, Sweet, Old Grandma",0
The Most Passive Aggressive Way To Cure Malaria Using Elizabeth Banks I Have Ever Seen,1
"A Bearded Lady, A Supermodel, Jerky Puppies, Competitive Eating And Malaria Walk Into A Bar",0
The Most Passive Aggressive Way To Cure Malaria Using Elizabeth Banks I Have Ever Seen,1
The Most Passive Aggressive Way To Cure Malaria Using Elizabeth Banks I Have Ever Seen,0
"This Desert Miracle Can Only Mean One Of Two Things: Engineers Rule, Or There Are Wizards Afoot",1
"This Wild Invention Brings A Whole New Meaning To The Phrase ‘Make It Rain’
",0
The Most Passive Aggressive Way To Cure Malaria Using Elizabeth Banks I Have Ever Seen,1
"What Do A Bearded Lady, A Supermodel, Jerky Puppies, Competitive Eating And Malaria Have In Common?",0
The Most Passive Aggressive Way To Cure Malaria Using A Famous Actress I Have Ever Seen,1
"You Know What You Get When You Mix A Famous Actress, A Bearded Lady, And Some Stupidly Cute Puppies?",0
The Most Passive Aggressive Way To Cure Malaria Using Elizabeth Banks I Have Ever Seen,1
The Most Passive Aggressive Way To Cure Malaria Using Elizabeth Banks I Have Ever Seen,0
"Why Was This Second-Year Med Student Deprived Of 1,138 Rights Most Americans Have?",1
"How To Improve Our Quality Of Life, One Gay Marriage At A Time",0
Watch Men Playing The Coldest Major Professional Sport Warm Your Heart By Doing The Right Thing,1
"The NHL Just Made A Bold Statement On Society. NBA, NFL, MLB, Are You Listening?",0
"If There Are 2 Things I Learned From 'Star Trek,' It's This, And Also Tribbles Are A Pain In The A**",1
What We Can Learn From One Of The Greatest Science Fiction Shows Of All Time,0
"If You Watch Hilary Swank Annoy A Whiny Senator, A Charity Will Punch Malaria In The Face",1
"If You Watch Hilary Swank Push A Whiny Senator, A Charity Will Punch Malaria In The Face",0
Do You Know What’s Being Largely Overlooked In The Marriage Equality Debate?,1
"Why Was This Second-Year Med Student Deprived Of 1,138 Rights Most Americans Have?",0
The Real Reason The Star Trek Franchise Is Still Making Buckets Of Money,1
"If There Are 2 Things We Learned From 'Star Trek,' It's This, And Also Tribbles Don't Make Good Pets",0
"Two Years Ago, President Obama Quietly Signed A Radical Media Bill. It’s About To Go Live.",1
Why There May Be Fewer Terrible Songs Coming Out Of Your Radio In The Near Future,0
"If You Watch Hilary Swank Annoy A Whiny Senator, You Will Be Helping Punch Malaria In The Face",1
"If You Watch Hilary Swank Annoy A Whiny Senator, You Will Be Helping Punch Malaria In The Face",0
If You Do THIS To Kids You Will Make More Money,1
The Surprising Connection Between Good Preschools And Your Paycheck,0
Somebody Looked At This And Thought It Was OK To Sell. What On Earth Were They Thinking?!,1
Somebody Looked At This And Thought It Was OK To Sell. WTF Were They Thinking?!,0
Simon Cowell Is Caught On Tape Laughing At A Boy Who Has Cerebral Palsy,1
"This Boy’s Goal Is To Bring The World Some Joy. Mission Accomplished, Kid.",0
"If You Want A Raise, I'd Try Getting This For All The Kids In Your Neighborhood",1
If You Do THIS To Kids You Will Make More Money,0
If You Do THIS To Kids You Will Make More Money,1
"If You Want A Raise, I'd Try Getting This For All The Kids In Your Neighborhood",0
Guess How Much Money The Senators Who Voted Against Background Checks Got From The NRA?,1
"The Senate Has Some Bosses, And I'm Pretty Sure We Aren't Them",0
A Women Lost Both Of Her Legs At The Boston Marathon. She Just Found A Reason To Smile.,1
A Women Lost Both Of Her Legs At The Boston Marathon. She Just Found A Reason To Smile.,0
The Most Physically Damaging Thing Fox News Has Ever Done,1
Fox News Accidentally Ruins Years Of Climate Change Research With Bad Journalism,0
"Well, That Pretty Much Disproves Everything I Thought I Knew About The Human Body",1
Swimming At The North Pole In A Speedo? Talk To This Man First.,0
Why Is A Successful Actress Like Sophia Bush Living On $1.50 A Day?,1
Think You Could Live On $1.50 A Day? Prove It.,0
You Will Not Believe What It Cost The NRA To Make Sure Background Checks Got Killed,1
"Say What You Will About The NRA, They Sure Do Pay Their Employ- Er, I Mean, Senators Well",0
The Very Games Of Thronesy History Of The Vatican,1
The Deeply Confusing History of The Pope’s Hometown,0
"The Completely Obvious Way To Solve Homelessness
",1
"The Incredible Reason Why This Man Feels Human Again
",0
"If You Can Read This, You're One Of The 83 People In The World Who Can ",1
"The World, In A Nutshell, According To The Worst Disney Song Ever",0
Chimpanzees Freed After 30 Years Of Testing. Brace Yourself For Smiles.,1
Just Wait Until The Part When They Hug Each Other,0
You Will Not Believe What It Cost The NRA To Make Sure Background Checks Got Killed,1
You Will Not Believe What It Cost The NRA To Make Sure Background Checks Got Killed,0
Here's A LIttle Chart To Help You Imagine The World Living As One (Hundred),1
Who Would You Be Standing Next To?,0
This Is What Happens When A Judge Sentences A Man To Dress Up Like A Woman,1
Is This Iran’s Real Secret Weapon?,0
If You Do THIS To Kids You Will Make More Money,1
If You Do THIS To Kids You Will Make More Money,0
One Song Every Woman And Girl Should Have On Her iPod,1
This Amazing Song Is The Newest Addition To My Feminist Playlist,0
This Is What Happens When Bigots Put Ads On Buses,1
We Need An Ad For THIS? What’s Wrong With Us?,0
Here’s A Very Important Story That The Mainstream Media Isn’t Really Covering,1
Meet The Folks Who Are On The Frontlines Of The Battle To Save Public Education,0
So this is what you do when you leave the NBA,1
What's This Star Athlete Doing Hanging Out With Elephants?,0
You Will Not Believe What It Cost The NRA To Make Sure Background Checks Got Killed,1
You Will Not Believe What It Cost The NRA To Make Sure Background Checks Got Killed,0
You Will Not Believe What It Cost The NRA To Make Sure Background Checks Got Killed,1
You Will Not Believe What It Cost The NRA To Make Sure Background Checks Got Killed,0
Homelessness And Hunger COULD Be Solved Through Charity If America Didn't Get In The Way,1
America Is Accidentally But Consistently Destroying Charities,0
An Anti-Gay Scoutmaster Gets A Hard Life Lesson From A Straight Boy Scout And A Gay News Anchor,1
"The Boy Scout Motto Is 'Always Be Prepared.' Clearly, The Anti-Gay Scoutmaster Didn't Get The Memo.",0
An Anti-Gay Scoutmaster Gets A Hard Life Lesson From A Straight Boy Scout And A Gay News Anchor,1
An Anti-Gay Scoutmaster Gets A Hard Life Lesson From A Straight Boy Scout And A Gay News Anchor,0
The One Cause That Has The Tea Party And Progressives Marching Side By Side,1
Why Would Anyone Run A 5k Dressed As A $100 Bill?,0
The One Cause That Has The Tea Party And Progressives Marching Side By Side,1
The One Cause That Has The Tea Party And Progressives Marching Side By Side,0
An Anti-Gay Scoutmaster Gets A Hard Life Lesson From A Straight Eagle Scout And A Gay News Anchor,1
An Anti-Gay Scoutmaster Gets Fact Checked On Reality By A Straight Eagle Scout And A Gay News Anchor,0
"Young Child Dies In Tragic Accident At The Mall. No Wait, Unknown Hero Appears Out Of Nowhere And Saves Him.",1
Kid’s Accident Almost Caught On Camera. Unknown Hero Catches Boy Instead.,0
"After This, You’ll Never Look At The Ocean The Same Way Again",1
Extreme City Makeover: Mother Earth Edition,0
After This You’ll Never Look At The Ocean The Same Way Again,1
These Images Of Our Future Are Exactly Why I’m Investing In Jet-Skis,0
"If You Watch Hilary Swank Annoy A Whiny Senator, You Will Be Helping Punch Malaria In The Face",1
"If You Watch Hilary Swank Annoy A Whiny Senator, You'll Be Helping Tell Malaria To Go The Hell Away",0
"After This, You’ll Never Look At The Ocean The Same Way Again",1
After This You’ll Never Look At The Ocean The Same Way Again,0
"Move Over Pussy Riot, These Pakistani Dudes Might Die For Doing This",1
Find This Under 'Exhibit A' In The 'How To Piss Off A Dictator' Handbook,0
Three Pakistani Guys Pull A Prank So Hard They Might Die For It,1
Is This Is How You Give The Middle Finger In Pakistan?,0
You’ll Be Shocked At What Exists In One Of The Richest Areas In The World,1
There’s One Huge Problem In Google And Facebook’s Backyard,0
There’s One Huge Problem In Google And Facebook’s Back Yard,1
There’s One Huge Problem In Google And Facebook’s Back Yard,0
Three Guys Pull A Prank So Hard They Might Die For It,1
Three Guys Pull A Prank So Hard They Might Die For It,0
This Is What Democracy Looks Like When A Nerd Does It,1
This Is What Democracy Looks Like When A Nerd Does It,0
