Headline 1,Headline 2,Direction
The spectacular fall of Rep. Aaron Schock,"How to be a corrupt congressperson, legally.",1
"These women's husbands don't believe it takes so long to get water. After I heard them speak, I do.","The droughts are so intense, girls as young as 7 help get water — and walk miles for hours to do it.",1
"What does childbirth look like? For Doris, it was far from clean. It was a bacterial nightmare.","If a hospital said to bring your own water, how would you react? Doris was thankful.",1
"When these astronauts described how it changed them, I got goosebumps.","We can't change the Earth by just looking at it, right? Turns out, wrong. Sorta.",1
The faces on paper money haven't changed since 1929. You know what's missing? Women.,Women are on exactly zero bills. Isn't it time for a change?,1
A new app gets you buzzed every time you're near a place where a woman made history.,History's full of great women doing incredible things. But where? Now there's an app for that.,1
"12 years ago, we invaded Iraq. Here's what Baghdad looks like today.",You have to survive. You can't just huddle in your house all day in fear.',1
"When they left the Earth, they looked back and saw us all in a way only a few can explain",They looked at our little planet from above and felt something so powerful they had to name it,1
A black guy who dates outside of his race experiences a heart-dropping letdown moment.,What dating a person who isn't my race taught me about living through a unsatisfying letdown moment.,1
"He was yelling for help, asking for the beating to stop. Now his classmates have his back.",University of Virginia students unify behind beaten classmate.,1
"I'm never emotional when I see people eating, until I saw Carmen.",Homesickness made her cry. Then her mom teared up and I was a hot mess.,1
A company in Italy figured out a genius way to make graveyards obsolete.,"Graveyards don't have to be creepy; they can be beautiful, and one company has a plan to make that happen.",1
"She's 34, 5'3, and 175 pounds. The world tells her she's not supposed to tell you that.",She's writing a skit to make a big point about how women value themselves.,1
2 designers in Italy came up with a genius plan to make graveyards 1000% less creepy.,Graveyards would be 1000% less creepy if we memorialized our loved ones with trees instead,1
"This business is like a giant cancer in the north, and 100 celebrities want to stop the bleeding.","The tar sands industry is a tragedy up north, and these celebrities want you to know about it.",1
See how one woman's life changed forever when she got a bathroom.,See how one woman's life changed forever when she got a toilet.,1
Upworthy failed one of our own employees. But we learned a lot from it.,How Upworthy folks learned to be better allies to one of our own.,1
These kids aren't all right. 7 photos show you a world of change.,The kids aren't all right. 7 worldwide photographers share how kids are living climate change.,1
Even brave husky guides in the Arctic just want their moms at times.,Even super cool husky guides in the Arctic miss home at times.,1
This is the most important 20 seconds of Monica Lewinsky's TED Talk.,Monica Lewinsky: 'You *can* survive shame and public humiliation.',1
3 big problems we have because Americans eat more of this than just about anyone.,Kate Mara from House of Cards has a way to make Mondays something to get excited about.,1
She's not saying you have to stop eating it. But eating a little less lets 3 great things happen.,"Binge-watching made her a star, but Kate Mara's concerned with another kind of over-indulging.",1
People around the world list reasons to feel happy. What's yours?,"For one man, happiness was as simple as air. For one woman, it was the sound of music.",1
2-year-old Charlie died in an accident his dad didn't know could happen. Now he wants you to know.,"25 kids are killed and 25,000 are hurt yearly by a 100% avoidable accident. Here's how to avoid it.",1
People around the world list reasons to feel happy. What are yours?,There are 7 billion answers to the question 'What makes you feel happy?' Here are just a few.,1
They resisted the dam for decades but now that fight may be over.,"The Xingu River is her home, but a giant dam is about to take it away.",1
You can use your smartphone to determine if your child has a deadly form of cancer. Here's how.,Your cell phone is literally a medical device that could save your child's life.,1
We like to build big things. But big dams have a price no one should have to pay.,Her whole life has been entwined with this river. The river is about to disappear.,1
"They fought against this dam for decades, but the end is now in sight.","They fought long and hard to protect their land, but the end is now in sight.",1
"They compared Wall Street bonuses to the total earnings of every minimum wage worker. Oh, it's sad.",Wall Street earned it. But does the average person deserve it?,1
Now *that's* what I call an acceptance speech. <br>,"Now *that's* what I call an acceptance speech. Thank you, Kerry Washington.<br>",1
NASA made an adorable video explaining climate change. You'll heart it.,It may just be doomed to slowly lose its habitat completely to warming.,1
"Yo, this ice shelf the size of Rhode Island disintegrated in, like, four months.",An ice shelf the size of Rhode Island disintegrated into the sea in just 4 months.,1
"I heard Rick Scott banned the term ""climate change."" I doubted it until I saw this hilarious video.","Climate change.' One man is banned from saying it, but those who *can* have a field day with him.",1
She can't study or start a family all because of what happened at 15.,"She felt stuck, but wasn't alone. There's 600 thousand people like her.",1
"They compared Wall Street bonuses to the total earnings of every minimum wage worker. Oh, it's sad.",Compare Wall Street bonuses to the total earnings of every minimum wage worker. Go.,1
"If you've heard one story, you've heard 'em all, right? Nope. That'd be myth #1.",Are people homeless because they choose to be?,1
How many extra tabs do you have open on your computer right now?' It's a serious question.,"Stop watching this video, step away from your desk, and go do something fun *right now.*",1
A look inside a Cambodian garment factory. It's not how I thought it'd look.,Shining a different light inside a Cambodian garment factory. A positive one.,1
Compare Wall Street bonuses to the total earnings of the everyday worker. Go.,Compare Wall Street bonuses to the total earnings of every minimum wage worker. Go.,1
One of these experiments forever changed the way medical studies happened. The other created heroes.,There's a place in Alabama called Tuskegee. 2 very different things happened here.,1
"You've probable heard about one group of black men from Tuskegee, Alabama. But likely not the other.",Some of these men became fighter pilots in WWII. The others had a disease that would not be treated.,1
What the president did right when he stopped by to ask these Girl Scouts about their science project,The 5 best parts of the president's conversation with these Girl Scouts about their science project.,1
The way we reward people for hard work is hurting the economy.,The people that kinda made the economy implode are making billions of dollars. Can you not?,1
What the president did right when he stopped by to ask these Girl Scouts about their science project,The 5 best parts of the president's conversation with these Girl Scouts about their science project.,1
She can't study or start a family all because of what happened at 15.,It's hard to study or have a family because of what happened at 15.,1
"When the president meets with caped crusaders, it usually doesn't turn out this adorably",See The President and 5 Girl Scouts bond at the White House Science Fair,1
California has 1 year of water left. This is how we can solve the long term issue.,Let's talk turkey about the ruckus beef is causing,1
A time lapse video that allows you to watch the earth breath. It's wonderful.,A fun way to experience breath with the tide. Its wonderful.,1
"As you lay dying, what moments will you remember?",Life is all about moments. No one in history has been able to hold onto one. Not a single soul.',1
It's hard enough being a girl. It's even harder when you're denied an education.,"1 in 5 girls is being denied an education, and it's up to us to change that.",1
"When his wife died, he was heartbroken. It took him 22 years and a hammer to honor her memory.",It took this man 22 years to carve a road through a mountain with nothing but a hammer and a chisel.,1
"He made some mind blowing art but no one knew about the ""problem"" that started it all.",Feel like something is holding you back? Maybe there's another way to look at it.,1
A straight guy shares the hilarious story of when he had to come out to his parents.,What happens when a straight guy pretends to come out to his parents? Comedy gold.,1
New concept: You're only allowed to be colorblind if a doctor says so,Is being colorblind is the best response to racism? NO. Nononononono.,1
The health risk of going to school for kids like Rhett Krawitt is messed up. And avoidable.,Should parents be required to vaccinate their kids?,1
She needed a good meal. When I saw how her mom made that happen — wow.,"There's no place like home, unless your mom brings it to you in the Arctic.",1
Let me show you what discrimination looks like in real life. It hurts.,This is what discrimination looks like in real life. And it hurts.,1
"What do grizzly bears, bald eagles, alligators, prairie dogs, and cornflowers have in common?",They needed a bipartisan effort and got one. Let's take a look at what *we* saved from a sad list.,1
Watch this Dallas sportscaster take a powerful stand against domestic violence in football.,"His team signed one of the top players in the league, so why is this sportscaster so upset?",1
"She still doesn't know who posted, ""Bash that bitch's head in."" But she knows they meant her head.",She was being threatened by people who wouldn't show their faces. Her supporters signed their names.,1
"This guy just won the 'Uncle of the Year,' award, and it's not even close.",A guy wanted to do something special for his niece. So he put on a dress and took her to the movies.,1
"Even after you listen to his whole think, you'll say, ""But sugar *does* make my kid hyper."" Nope.","Even after you listen to his whole thing, you'll say, ""But sugar *does* make my kid hyper."" Nope.",1
"What does childbirth look like? For Doris, it was far from ideal. She was luckier than most.",Snacks. Bathrobe. Socks. Camera. ... Water? What made Doris' delivery different (yet too common).,1
"Cuba's known for many things, but when I heard about their doctors — incredible.",10 thousand people from 29 countries get to go to medical school for free.,1
"In a few years he'll graduate — debt free and be a doctor. Yep, I'm jealous.",In a few years he'll graduate debt-free and be a doctor.,1
Here's an inside look at the viral skeletons video that brought joy to the Internet.,An (un)likely group of people get together to smash people's notions of where love can exist.,1
"How the TSA “scans"" us at airports and why it means nothing for security.",Forget driving while Black … wha'bout FLYING while Black?,1
We can all learn something from how Maya Angelou dealt with a young rapper named Tupac.,Dave Chappelle interviewed Maya Angelou about a time she talked to Tupac. But the story goes deeper.,1
How the TSA 'scans' us at airports and why it means nothing for security.,One way the TSA 'scans' us at airports and how it means nothing for security.,1
One way the TSA scans us at airports is about to be tried in court.,The TSA is being sued for one pretty much useless way it scans us at airports.,1
"Penélope Cruz stars as water. Beautiful, ancient, and everlasting.","We all need this resource to stay alive, but it would be better off without us.",1
The discoverer of this fuzzy ball of yarn is about to become the first person to see it up close,Remember Pluto? Probably not like this.,1
The man who discovered Pluto is about to become the first person to visit it,Learn how this man came along for the ride to the planet he discovered,1
Remember Pluto? Probably not like this.,We've never been this close to Pluto. Here's why it matters.,1
"For years, the world has approached anti-rape programs all wrong, but Kenya set things straight.",A look at Kenya's anti-rape revolution gives a glimpse at what success looks like.,1
The story here is sad but beautiful. Whose is it? Water's. (Penélope Cruz narrates.),We often take this resource for granted. But it will survive long after we're gone.,1
These two guys are going to live in a tiny tin can in space. For a year. <br>,He interviewed an astronaut before he leaves to live in space *for a year.* Incredible.<br>,1
"He's going to live on the Space Station for a year, so that someday we can all live on Mars<br>","Before we can all live on Mars, we need this guy to live in space for 1 year",1
"The magic power of self-healing cats, explained.",An infographic about how to reduce heart disease and anxiety with one fluffy friend.,1
If you think zombies are only on TV you gotta hear this guys stories.,What he says about mind control proves once and for all — there is nothing weirder than real life.,1
"A short video recaps 25 years of the Internet. We've gotta admit, it's pretty exciting. What's next?",The web is in danger. Here's how we fix it.,1
A scientist watched a bunch of male baboons die. It revealed something fascinating about men.,A scientist studied a group of baboons. He learned something extraordinary about how men behave.,1
"When this little girl lays the smack down on the school board, the adults can't get enough.",This 4th grader isn't just complaining about testing. She actually wants more tests.,1
Talking about privilege can get awkward. A caterpillar and a snail make it easy.,A fun animation about a caterpillar and a snail puts you in different shoes,1
"This animation is the best, most non-confrontational way to talk about privilege","This animation is a great, non-confrontational way to talk about privilege",1
Penélope Cruz takes on a role as ... water. She makes a powerful point.,"The story of water, told by Penélope Cruz. It's as haunting as it is beautiful.",1
A 9 year old goes in on standardized tests and ends with the best mic drop of all time,A 9 year old lays the smack down on standardized tests and it's *epic*,1
These tiny creatures are some of the scariest living things on Earth.,Mind control is far more common than scientists used to think. Now I'm worried.,1
A gay couple wanted to adopt a baby. So they did something a little out of the ordinary.,A gay couple recorded a super sweet song for a baby they haven't met yet.,1
A comedian went on TV and viciously insulted a fellow comedian. Here's her eloquent response.,"When another comedian publicly mocked her injury and weight, she responded with this eloquent video.",1
These students know a dirty secret about how their school makes money. They want you to know too.,Got a 401-K? Do you know what your money is doing when you're not watching it?,1
The guy taking over for Jon Stewart is absolutely hilarious. Here's the evidence.,"Trevor Noah is taking over the 'Daily Show' from Jon Stewart, and that's super exciting.",1
"When a black person and a white person get together, there are some things to consider.","When a blacks and whites get together, there are some things to consider.",1
Kenya's unique approach to rape prevention should have the rest of the world taking note.,How can we prevent rape? Kenya is working on the answer with this unique program for boys and girls.,1
They came on the air promising real stories of real women. Now they're just embarrassing.,We assumed women's TV networks would be pro-woman. Silly us.,1
"In 2016, there will be two elections. 99.95% of you won't get to vote in the important one.","In 2016, there will be two elections. 99.95% of us won't get to vote in the important one.",1
"His film won him a trip to the White House, but what he really cares about happens back home.",People find different ways of giving to their communities. His is through a camera.,1
"He's over being called “illegal"" so he wrote the realest manifesto I've heard.","He's like 'we all belong to more than one country,' let's not make this weird.",1
It's an open secret among the members of her platoon. It shouldn't have to be a secret.,"Even after the repeal of 'Don't Ask, Don't Tell,' these people can still be fired from the military.",1
They came on the air promising real stories of real women. Now they're just embarrassing.,These networks promised stories about real women. Who are *these* people?,1
Folks in this city survive on $3 per day. He calls the city home and is trying to help.,It takes a community: how one man got support from his neighbors to save its water supply.,1
"Using his camera to learn more about himself, this teen ends up teaching Obama about the Navajo way.","A Navajo teen and his camera visit the White House, but the audience he really wants is back home.",1
"If you get down about your work, a little Lego guy has some advice.","There's nothing wrong with high expectations, unless they mean you quit even before you get started.",1
"He's over being called “illegal"" so he wrote the realest manifesto I've heard.","Some smart guys, like him, think  that certain laws should be broken.",1
Indiana passed an anti-gay law. They're just finding out how badly they screwed up.,The backlash against Indiana's nasty anti-gay law has begun.,1
Does being a perfectionist get to you? A little Lego guy has some advice.,Do the ups and downs of creativity make you feel like a yoyo? 3 rules to live steady by.,1
"They don't want us to feel ""normal"" so we'll keep buying sh*t we don't need. She says: ENOUGH.","Could 'self-acceptance' help fight climate change? If you said 'wait, what,' you're in for a treat.",1
This superbug has killed thousands. Two scientists just killed it with a 1000-year-old remedy.<br>,A 9th century potion could cure the Methicillin-resistant Staphylococcus aureus (MRSA) superbug.<br>,1
"Some words need to be ""retired"" from our language. Here's my #1 choice.",Many delightful words start with the letter 'R.' Robust. Rhubarb. Rubenesque. So why use this one?,1
"Look really closely at this river, and you just might see what the big developers see.",Is destroying this river and the community that lives off of it worth making a buck on coal?,1
A ripped guy and a not-ripped guy are in their undies and I love it. They both have great bodies!,A ripped guy and a not-ripped guy are in their underwear and I love it.,1
A ripped guy and a not-ripped guy are in their undies and I love it. They both have great bodies!,A ripped guy and a not-ripped guy are in their underwear and I love it.,1
"Superbugs like MRSA may have just met their match thanks to this 9th century potion. Yes, really.<br>",A remedy from a 9th century medieval text kills scary superbugs like MRSA. Here's how they found it.<br>,1
This robotic bear can tell when a child is in pain based on how hard they squeeze its hand.,"There's a new way to help kids face cancer. A robot teddy bear named 'Huggable.""",1
An anonymous person complained that their school doesn't have a club for white people. Bad move.,Have you ever wondered why college campuses don't have more clubs just for white guys?,1
Sometimes the weight of the world feels pretty heavy. That's when you could use a pep talk.,"If the bad stuff in the world has you down, he's here to tell you why everything's still good.",1
This robotic bear can tell when a child is in pain based on how hard they squeeze its hand.,"A robot whose sole purpose is to connect emotionally with cancer patients. It's working, too.",1
"Well, Indiana is sure gonna be sorry now. First Angie's List and now Ron Swanson? OUCH.","Indiana, 'til you play nice with EVERYONE, you don't get things like Angie's List and Ron Swanson.",1
"No one should be called ""illegal,"" so I applauded his powerful statement.","They don't enjoy the word “illegal,"" so what he said got me hyped.",1
"A Utah town's solution to homelessness is so good, every state will be mad that they weren't first.",Burglars are criminals for having what isn't theirs. These people are criminals for NOT having.,1
"""If you're against it, you're against jobs ... For it, you're against children."" Tough call.","""If you're against it, you're against jobs ... For it, you're against children.""",1
"When one stadium announced LGBT Pride Night, angry fans sold their tickets. So she bought them all.",How one fan is making sure not a single seat will be empty at her team's LGBT Pride Night,1
Celebs reading mean tweets it's hilarious. Homeless reading mean tweets? Not so much.,Someone wondered if homeless people go to heaven? Wow.,1
How a doctor gets them up in there — and other important facts about IUDs,"Let's talk about birth control — the tiny, insertable, don't-have-to-remember-to-take-it  kind.",1
Twitter is supposed to be fun. But for these homeless folks it's crushing.,Celebs reading mean tweets is hilarious. Homeless reading mean tweets? Not so much.,1
A gay love story set to a straight lyrics show that the feeling of love is universal,"Watch a love story about a soldier and listen to a man sing about his love, Georgia",1
"Growing up, Alfred was so full of hate. But now he's channeled that into something amazing.","What's better than having to always drink water that might make you sick? Um, NOT having to do that.",1
This is what California's water problem looks like. And here's how we fix it.,Here's what California needs to learn from Brazil before this drought gets any worse.,1
Every year her daughter's birthday party is in the hallway. Here's why.,She can't do her homework. She's too busy listening to her mom cry at night.,1
3 selfies shared by Chris Rock are just one more way he's demonstrating racism still exists.,"What's it take for a black person to live in Chris Rock's neighborhood? A lot of patience, for one.",1
"The huge price one comedian paid so that George Carlin, Richard Pryor, and others could make it big.","Comedians probe the edge of our culture, sometimes at great peril. Meet Lenny Bruce.",1
"Her speech was great, but I zeroed in on the list of names she gave. Some really important women.","It's a tiny history lesson, but it should be so much bigger.",1
Helen Mirren says what every woman who's ever been on a crowded train has been thinking.<br><br><br><br>,"Helen Mirren sounds off on 'manspreading' on late-night TV, and it's awesome.",1
Every birthday her daughter asks if her party will be in the hallway again. It is.,She wanted safety for her daughter. But the country she fled to wasn't about to make things easy.,1
These students know a dirty secret about how their school makes money. They want you to know too.,"They got silly vests, a rhyming dictionary, and a message for their school: drop big oil.",1
"He's only 10, but he just gave Florida's legislature a powerful lesson in discrimination.",A 10-year-old boy in Florida goes on camera to say that discrimination against his dads is wrong.,1
"You should have learned about them in middle school, but you probably didn't. So here goes.","After her talk, she dropped 5 names of important women. If you don't know who they are, here goes.",1
These 2 elderly Holocaust survivors are living proof that it's not enough to just survive.,Two 80-something Holocaust survivors started a band to remember the good times.,1
"His wife said he was crazy. His rabbi said he was too old. But his friend said, 'Let's do it.'","They completed a remarkable exodus, and not just from darkness into freedom.",1
The NFL just hired their first female ref. Here's why that's huge news.,Women are making waves in the sporting world. Now up? The NFL.,1
John Oliver finds out just how easy it is for the NSA to see you naked.,John Oliver knows you don't want to hear about government surveillance. So he flew to Russia.,1
A black man sits down at a diner to eat. The white patrons are shocked. Then the owner steps up.,"When it looks like to turn the clock back 50 years. I'm looking at YOU, Indiana (and Alabama, and …)",1
"He takes down climate change deniers using only air-quotes and the phrase ""so-called"".",A comedian goes on a joke rant *against* science. He's trying to get humans to like it.,1
Can't imagine what it's like to live in Uganda? Let this show you.,Clean water must come first. And then everything else will follow.,1
"A 'woman' at 12, married by 14, pregnant by 15. But WAIT! Rewind that and let's do it again.","One 12-year-old girl, two entirely different potential outcomes. We all want the good one, right?",1
"As the cost of college skyrockets, one school has a radical new plan: a free education.",College keeps getting more expensive. Here's how one school manages to stay affordable.,1
You can get paid to reduce your carbon footprint? I'm listening…,How would you feel if your electric company paid you to buy less of their product?,1
Modern day human slavery takes many forms. Here are three of them.,"Three people named Jenny, Victor, and Julie took a chance on a better life. They got the opposite.",1
"When one employee saw these baby clothes, he almost lost his cool. Thankfully the store listened.",These onesies really put the patriarcy in perspective,1
A college just approved a $2.50 fee per student per semester. It made a lot of students happy.,See how a Chicago student body decided to help the undocumented students at their university.,1
A massive corporate power grab is about to become law. You need to know what's in it.,Republican want to give corporations enormous new power. Obama is helping them do it.,1
A famous rock star has an inspiring message for the poorest youth of America.,See why one rock legend wants your kid to be a monk ... sort of.,1
What's it really like working for minimum wage all day? Let's hear from those actually living it.,"The fight to #RaiseTheWage is about civil rights, and human dignity.",1
Some are trying to humiliate SNAP users with weird restrictions. Like being broke isn't hard enough.,Some are worried that food stamp users will buy things like steak and shrimp. That's just silly.,1
The surprising way a country that was closed off to the United States has dealt with scarcity.,"What's going on in Cuba is interesting, kind of  like how they roll.",1
"For power companies, it can be cheaper to pay customers to use less power than to sell it to them.","Sometimes the more power people use, the less power companies make. It can be a great thing.",1
Michelle Obama's instantly classic speech at the 'Black Girls Rock' Awards is a must watch.,"The 'Black Girls Rock' Awards had a lot of great speeches, but this one really stood out.",1
"82 years ago, we legalized a dangerous drug. It was a good idea.","If you take 1 thing away from National Beer Day, here's what it should be.",1
"This 6-year-old's film was so important, President Obama showed it at the White House.","He just made a movie, and I'm dying to see it.",1
Dancing With The Stars' becomes poignant when a gay star dances out his pain.,Gay football player Michael Sam performed a dance to a song about a dad who won't accept his son.,1
"They haven't had a new bike in decades, but that doesn't stop them from using what they've got.",One look at Cuba's bike culture and the creative people behind it,1
President Obama was interrupted by a bunch of bees. He responds with some pretty solid advice.,"We need them for 1/3 of all our food, so yeah, bees really are good.",1
This company's clever software has power companies paying YOU.,A clever new idea uses a power company's smart meters to cut everyone's pollution.,1
This music video beautifully captures a major education problem we have in the world,Dropping out of school is a familiar story for millions. This song gives it a unique twist.,1
"If you don't know why Apple's diverse emoji are big deal, there a study for that.",Apple's racially diverse emoji might just make us be nicer to each other. SCIENCE!,1
"Until the video of this man's murder went viral, his killer walked free.",What happened in North Charleston mirrors Ferguson. Here's what we can learn from both cities.,1
The women sit in a circle and put money in a box. Then they do it again the next week. It's genius.,"This savings and loan program in some of the poorest, rural areas of the world is... working",1
What parents want their black sons to do when they're stopped by the cops.,How some parents talk to their black sons about racial profiling.,1
A thought out explanation of privilege in America from the mouth of a Southern good ol' boy,A reformed racist gives insight to why he changed and offered advice on how American can change,1
"Until the video of this man's murder went viral, his killer walked free.",What happened in North Charleston mirrors Ferguson. Here's what we can learn from both cities.,1
"Two comedians walk into the exact same job. One gets $60, the other gets $10.",Sarah Silverman got paid $50 less for making *just* as many people laugh. She's got some thoughts.,1
It started with extras from her pantry for the neighborhood kids. Then it spread like wildfire.,She started by feeding neighborhood kids extras from her pantry. It united a neighborhood.,1
New evidence suggests the Brontosaurus could be real after all.,IMPORTANT SCIENCE NEWS: The Brontosaurus might be real after all.,1
The Daily Show's Samantha Bee did an eye-opening report about rapists and parental rights.,"In a number of states, a rapist can sue for custody of a child conceived as a result of his crime.",1
The Daily Show's Samantha Bee did an eye-opening report about rapists and parental rights.,The Daily Show's Samantha Bee did an eye-opening report about sexual assault and parental rights.,1
Workers across the U.S. are walking out on their jobs on April 15. Here's why.,They're walking out all across the nation on April 15. And it's only just the start.,1
A mom in the U.S. wondered about motherhood around the world. Here's what she found out.,"June Cleaver, desperate housewives, move over. These women are talking about the real thing.",1
A look inside a Cambodian garment factory. There's a pretty sweet health program in there.,Cambodian garment workers are benefiting from these health programs at work,1
A woman who's 'wobbly' talks about why the idea of 'normal' is actually pretty toxic.,What would happen if we stopped trying to be 'normal'?,1
A carpenter makes toys from garbage while living in a refugee camp.,A displaced Syrian carpenter turns trash into happiness and reminds refugee kids to be kids,1
"Capitalism's gotten twisted. Thankfully, we have options.","Capitalism isn't working the way it should. Thankfully, we have options.",1
"Capitalism isn't working the way it should. Thankfully, we have options.","Capitalism's gotten twisted. Thankfully, we have options.",1
"Capitalism's gotten twisted. Thankfully, we have options.","Capitalism isn't working the way it should. Thankfully, we have options.",1
Racism explained by a good ol' Southern boy,Having a Southern good ol' boy talk about privilege in American may be what America needs,1
Here's a fact about trees that uses soccer in a really angering way.,It's time to talk about ways to keep our forests as forest-y as they can be.,1
This brilliant company is turning bigotry into something beautiful,Supporting marriage equality with a paper shredder? Genius.,1
This brilliant company is turning bigotry into something beautiful,Gay propaganda transformed to make gay weddings more festive? Now that's lemons into lemonade.,1
Have you heard about what's happening on April 15? Because it's not just Tax Day.,Some people who work very hard for a living are about to hit the streets. Why?,1
4 people who inspired me not to be a Debbie Downer about water,3 Laureates and a UN dude talk about water. It's way more interesting than you'd think.,1
Water is more than just a liquid. Here's how we save it.,You don't need a prize like these folks to stop the water crisis,1
"90 seconds of inspiration you might not need, but someone you love does",What do you when you don't think you can make it through a lifetime?,1
"He's been trying to prove it for 50 years, but this scientist still says tornadoes can save us.",Can we harness tornado power? A maverick engineer aims to show us how.,1
"Mad Men' is a feminist powerhouse, even if some people don't see it that way.",Mad Men' creator speaks out: 'I'm a product of an era where feminism was the most exciting idea.',1
A doctor who earns no money for taking care of patients say he gets all the compensation he needs.,This Harvard-educated cardiologist takes care of people for free. There's good in the world.,1
She carried her mattress to protest her rape. A nation joins her — for the second time.,Why Carry That Weight is so much more than carrying mattresses,1
He told her that her body was shameful. She decided to be proud of its power.,"When I dance, I am alive and free.",1
John Oliver and Michael Bolton perform a hilarious tribute song to the IRS.,John Oliver and Michael Bolton sing a hilarious tribute to a notorious part of the government.,1
This is what all chemistry classes should be like.,"If they had a 'chemical party' and let certain elements react, it would look something like this.",1
He told her that her body was shameful. She decided to be proud of its power.,He told me that my body was shameful. I decided to be proud of its power.,1
What if cancer could be treated with bubbles?,A scientist is working on a revolutionary way to treat cancer that wouldn't make people so sick.,1
"Using Lego bricks, an economist demonstrates the tax code's impact on income inequality.",Do taxes actually help bridge the wealth gap? Kinda.,1
She carried her mattress to protest her rape. A nation joins her — for the second time.,Thousands of survivors will carry mattresses to protest assault. Here's why we should support them.,1
"He's been trying to prove it for 50 years, but this scientist still says tornadoes can save us.","He's been trying to prove it for 5 decades, but this scientist still says tornadoes can save us.",1
She wanted to eat better on tour and found out that taste is a mind game.,Want your food to taste better? A musician learns that what's in your head is part of the answer.,1
Some people think the minimum wage should be $15. Let's see how it stacks up to the current minimum.,Is it really possible to 'make a living' on $7.25 an hour? Let's do the math.,1
"Using Lego bricks, an economist demonstrates how taxes impact income inequality.",An economist demonstrates the tax code's impact on income inequality using Lego bricks.,1
When a PSA from the 1970s can illustrate a problem still happening today. that's a PROBLEM.,"It's illegal to pay women less than men for doing the same job, but it happens anyway.",1
"They've produced 50,000 beautiful stories, but StoryCorps is far from done. They want yours!",Ever listen to a story on the radio and think you've got one better? StoryCorps has an app for that.,1
Men have an issue with her face and she's not even trying to make one,Men have opinions about her face so she explains her thoughts on all that,1
She told a little girl that everything would be OK. The little girl was herself 10 years ago.,How 1 gay woman told herself that it would get better,1
"3 words changed his life: 'You have cancer.' Now 3 more, 'Take another step,' keep him going still.<span></span>","Would you run 550 miles? In ten days? After surviving cancer? Yes? Are you this guy, then?<span></span>",1
Get to know a VSLA. They're popping up all over the place.,"Ever heard of a VSLA? It's got these women sitting in a circle, putting money in a box.",1
A massive corporate power grab is about to become law. You need to know what's in it.,Why is the U.S. trying to give corporations enormous new power? Let's follow the money.,1
"If you think $15 is too much, this parody of McD's advertising might make you finally understand.","If you think minimum wage jobs are only for kids, here's the reality for you. And a clever spoof.",1
A movie theater handed out free water that was impossible to open. Why?,These unsuspecting moviegoers were pranked with unusable water bottles. But why?,1
"Everyone thought his ideas for making ice sounded crazy, but now he's a national hero.","In a remote place where water and people flow away, his ideas help make things grow.",1
"Everyone thought his ideas for making ice sounded crazy at first, but now he's a national hero.",A DIY ice-maker has ideas that create a legacy of doing good.,1
One food bank in Minnesota figured out a genius way of getting food to hungry people who need it.,"How cops giving out food will 'make a lot of people a little healthier in immediate, tangible ways.'",1
"That controversial testing your child is about to take in school?  They don't have to, in many cases.",Don't want your kid to take the Common Core tests just yet? There's an opt-out for that.,1
A song you may have heard gives a look at why our planet is worth protecting,So many animals do what they do best while 'Wonderful World' plays in the background,1
Can all colleges everywhere please talk about sexual assault prevention like this one did?,"It shouldn't be a novel approach to rape prevention, but this college's email sure feels like it is!",1
Family can't always be there. What she found at school will never go away.,"After dealing with a big loss, surviving AP classes is no biggie.",1
A movie theater handed out free water that was impossible to open. Why?,An L.A. movie theater handed out free water that was impossible to open. Why?,1
"When Dave was 22, his dad came out to him. The way it brought them closer? When he told his story.","When Dave was 22, his dad came out to him. Here's how that story inspired a national project.",1
A mother starts crying as she tells her daughter how proud she is. This is their story.,She turned a loss into an opportunity to excel and is not turning back.,1
A new kind of kindergarten design encourages kids to be their silly selves.,"A giant circular kindergarten helps children develop in their own creative, silly ways.",1
"In 5 minutes, the daily routines of 5 very different children tell a single human story.",Their daily rituals whisper of an invisible bond between 5 kids from 5 places and 5 faiths.,1
Even mountain climber pros are having a hard time doing their job. Here's why it affects us all.,The hardest part about scaling a glacier used to be the climbing. Now it's actually finding one.,1
They asked some people on the street to talk about their favorite teachers. The answers are perfect.,Ever had a teacher that changed your life? So have these folks.,1
White privilege' is not something to feel guilty about. Here's what it does mean.,The definition of 'white privilege' doesn't include 'good' or 'bad.' But it is 'real.',1
"She used to sneak out to see him, or hide away to phone him in privacy. Now she's miserable.",She loved him madly once. It might have gone differently if his friends helped him be a better man.,1
Meditation can be done by anyone just about anywhere in as little as two minutes a day.,Meditation can keep you from getting sick and help you figure out your life. Science says so.,1
She went to war but felt weird when she got home. Then she found this.,She went to war. Then she battled PTSD at home. But this helps.,1
"He is a hard working, American man. They fired him because of his gender.","A young man describes his specific struggles employment, family, and gender.",1
A new tactic on the homeless shows that a police department cares,A video that shows not all cops are bad. How Houston cops are helping the homeless,1
Two Girl Scouts spent years telling the world about palm oil. Here's what they want you to know.,"Palm oil basically lubricates our lives, so here's what you really ought to know.",1
"If they keep farming this way, they'll ruin their country. If they stop? They destroy their lives.",They treat land so destructively that forests full of endangered animals are blown out like candles.,1
The creator of a famous TV show criticizes a major U.S. policy to the president's face.,"""What drugs don't destroy, the war against them is ripping apart.""",1
