clickability_test_id,headline,clicks,impressions
54f525e7323561000c2a0000,"She says 9 sentences in the beginning, and that's all that it took to convince me.",28,3092
54f528193235610019300000,Here's what it looks like when someone quits their Wall Street job to do something truly worthwhile.,15,3059
54f528193235610019300000,He got tired of working on Wall Street and ended up doing something so ... not Wall Street.,15,3048
54f528193235610019300000,It’s generous. It’s genius. And it’s (almost) completely covered in cheese.,19,3057
54f528193235610019300000,"It started with a single post-it note stuck to a wall. Now, it’s over 10,000.",23,3041
54f528193235610019300000,"When he stuck that Post-it note to the wall, he had no clue it would turn into a national sensation.",33,3047
54f528193235610019300000,A customer walked into his pizza shop and changed Philadelphia with $1 and a single Post-it note.,42,2996
54f528193235610019300000,How should a restaurant deal with homeless people looking for a bite? This works.,43,3016
54f5dcc732356100265c0000,A small percentage of CO2 in the air is as deadly as a little arsenic in wine. Apparently.,17,3031
54f5dcc732356100265c0000,"If everything about climate change was explained this clearly, there’d be no disagreement.",23,3052
54f5dcc732356100265c0000,He just debunked his smug friend’s climate change myth. Now he’s done.,23,2931
54f5dcc732356100265c0000,His smug friend thought he could disprove climate change. His response was decisive.,27,3033
54f5dcc732356100265c0000,This is how you win an argument about climate change.,32,3154
54f5ef0c6634320026c80000,Sharks are pretty nice to us considering how many we kill every day. Here's how it's going down.,7,3040
54f5ef0c6634320026c80000,"There's a good chance he or she will die. Sadly, there may be no turning back.",20,3085
54f5ef0c6634320026c80000,They have ruled the ocean for 400 million years. We're about to put a stop to that.,20,3037
54f5ef0c6634320026c80000,They survived 4 mass extinctions and we may rid the ocean of them in 1 lifetime,22,3037
54f5ef0c6634320026c80000,One of the most beautifully shot videos I've ever seen that makes be feel ugly to be a human,43,3040
54f5f33c6634320019b20000,Can a little bit more CO2 really do that much damage?,9,3068
54f5f33c6634320019b20000,Can a little bit more CO2 really do that much damage?,10,3013
54f5f33c6634320019b20000,Can a little bit more CO2 really do that much damage?,12,3006
54f5f33c6634320019b20000,Can a little bit more CO2 really do that much damage?,14,3114
54f5f33c6634320019b20000,This is how you win an argument about climate change.,21,3028
54f5f9b93235610026cf0000,"What if you could help the homeless by electronically funding the purchase of shoes, clothes, etc.?",10,3026
54f5f9b93235610026cf0000,There’s a human face to homeless people. Here’s a great way to see it.,13,3138
54f5f9b93235610026cf0000,What if you could be sure that the dollars you give to a homeless person actually HELP that person?,15,3066
54f5f9b93235610026cf0000,How can you be sure that the cash you give to homeless people actually ends up helping?,21,3028
54f5f9b93235610026cf0000,Are you someone who won't give money to the homeless because you don’t know how they’re spending it?,26,3028
54f5f9b93235610026cf0000,"If you’re like me, homeless people asking for money just doesn’t work. Here’s a much better idea.",36,2999
54f6038c3235610019e70000,"If I gave $1 to every homeless person who asks, I'd be broke. Here's an alternative.",31,3018
54f6038c3235610019e70000,"If you’re like me, homeless people asking for money just doesn’t work. Here’s a much better idea.",33,3106
54f6038c3235610019e70000,"When homeless people ask for money, it's just too much for me. Here’s a much better idea.",39,3022
54f6038c3235610019e70000,"If you’re like me, when homeless people ask for money, I just can't. Here’s a much better idea.",51,3045
54f60f253235610026110100,His mom died. His dad was into danger. At 15 he had to escape.,14,2944
54f60f253235610026110100,"You don’t see his face for the entire video, but you don’t need it to feel his pain.",15,3043
54f60f253235610026110100,"His reality was so uncomfortable to watch, I had to remind myself that it was a reenactment.",15,2996
54f60f253235610026110100,"At 15 he went to Ireland for a better life, but how he had to live scares me.",36,3042
54f60f253235610026110100,One day his friends disappeared. They weren't found but their clothes were still there.,42,3110
54f60f253235610026110100,Hundreds of kids arrive in Ireland and go missing. Somehow he was spared.,50,3100
54f621706634320026780100,This is one way to win an argument about climate change.,19,3005
54f621706634320026780100,"After he made his final point about climate change, there was no more arguing.",20,3068
54f621706634320026780100,This is maybe the worst way to win an argument about climate change.,21,3077
54f621706634320026780100,This is called ‘winning the argument and losing the war.’,27,3038
54f621706634320026780100,This is how you win an argument about climate change.,32,3037
54f627d43235610026600100,Take a look at the heavy barrels these women push just to survive.,3,2484
54f627d43235610026600100,Could you push a 10-pound barrel every day in order to survive?,6,2603
54f627d43235610026600100,"Before she can take a sip of water, here's the long journey she takes.",6,2469
54f627d43235610026600100,"By the time she rolls back that 100-pound barrel, I'm wincing.",8,2606
54f627d43235610026600100,Take 2 minutes to see what women do for HOURS to get water.,12,2503
54f627d43235610026600100,Her name is Gertrude Mamba. Here's what it takes her to get water.,13,2533
54f63a3632356100268f0100,More kids went to school. People got healthier. What did it take? Fixing a couple of wells.,3,2454
54f63a3632356100268f0100,Journeys of 1000 miles begin with a step. His starts with a well.,6,2535
54f63a3632356100268f0100,It's amazing what fixing a well could do. Just hear him explain.,8,2565
54f63a3632356100268f0100,"He knows he can't fix 70,000 broken wells, even with help. Still, he's going to try.",8,2553
54f63a3632356100268f0100,Folks in this city survive on $3 per day. He calls the city home and is trying to help.,14,2517
54f63a3632356100268f0100,His hometown is littered with dirty rivers and contaminated wells. So he fixed them.,15,2588
54f63eda306635000c280000,"If superfit brains were as sexy as superfit bods, their brains would be in Sports Illustrated",10,2595
54f63eda306635000c280000,"Meditation. It seems like doing nothing, but it helps EV-ER-RE-THANG.",15,2599
54f63eda306635000c280000,"Once you SEE this brain getting awesomely denser and more wrinkly, I bet you'll try meditating",22,2546
54f63eda306635000c280000,You know it's meditation. But do you KNOW-KNOW about meditation???,22,2482
54f63eda306635000c280000,Straight-up chilllin' out for 20 minutes a day will make your brain better. Here's how.,25,2467
54f71eed313536000c2c0000,Social media and technology have failed some children. But these kids? They win the internet.,13,2630
54f71eed313536000c2c0000,It’s easy to get discouraged about the Internet and how children are relating to it. Not these kids.,12,2419
54f71eed313536000c2c0000,How do we get kids to create and innovate? ‘Get out of their way and let them be amazing.’,13,2479
54f71eed313536000c2c0000,One little girl took pictures of her school lunches. The internet ensued.,47,2474
54f71eed313536000c2c0000,That one time a little girl took pictures of her school lunch and the school tried to stop her,56,2571
54f71eed313536000c2c0000,One little girl took pictures of her school lunch. The internet responded — and so did the school.,65,2648
54f735a031353600266d0000,Are you really a good person for buying organic apples?,3,2619
54f735a031353600266d0000,"10 minutes later, I don't feel so great about using my purchasing power to help the world",9,2547
54f735a031353600266d0000,"At first I was like, what is this guy even saying about doing good? At the end it all makes sense",11,2598
54f735a031353600266d0000,This 10 minute video has completely changed the way I look at do-gooder,11,2442
54f748903266380018d20000,This NFL player is breaking the stigma around mental illness,10,2533
54f748903266380018d20000,An NFL player talks about his borderline personality disorder and we all need to listen,14,2525
54f748903266380018d20000,He was taught to never show a sign of weakness. I'd say this is him at his strongest.,18,2541
54f748903266380018d20000,An NFL player paid to be tough is about to tell you what *real* strength is.,21,2576
54f748903266380018d20000,I wonder what we'd think of the NFL if every player knew their mind as well as him,24,2564
54f755623266380024090100,Does São Paulo sounds like a city of dreams? Hear their stories. You might think differently.,5,2590
54f755623266380024090100,Why São Paulo is not the city of dreams many tourists think it is,5,2524
54f755623266380024090100,São Paulo sounds like a city of dreams. Until I saw the reservoir and all the trouble it's in.,6,2604
54f755623266380024090100,"If São Paulo is a city of dreams, why's it drying up this quickly?",6,2462
54f755623266380024090100,São Paulo sounds like a city of dreams. Then I saw the reservoir and realized the trouble it was in.,9,2535
54f755623266380024090100,São Paulo sounds like a city of dreams. Until I saw its reservoir.,18,2542
54f7584a32663800180f0100,He shows you 1 chart that explains why it took so long to load this page.,11,2627
54f7584a32663800180f0100,"There's 1 chart that explains why you hate your cable company, and it's on the president's iPad.",17,2538
54f7584a32663800180f0100,"President Obama picks up his iPad and puts up 1 chart, and I'm convinced.",23,2537
54f7584a32663800180f0100,The president puts 1 chart in front of the camera that might make you hate your cable company more.,25,2498
54f7720f3266380024790100,"He did an experiment to see what it was like to have Alzheimer's. By the end, he was in tears.",31,2476
54f7720f3266380024790100,What's it like to have Alzheimer's? They could barely last 12 minutes trying to find out.,35,2524
54f7720f3266380024790100,"When his mom got a terrible disease, he did an experiment. By the end, he was in tears.",52,2526
54f7720f3266380024790100,He only lasted 12 minutes with the gloves and headphones on. And yet his mother can't escape.,56,2560
54f7720f3266380024790100,"He was fed up with his mom, so he tried an experiment. After it ended, he started sobbing.",68,2610
54f77598326638000c830100,"EXCLUSIVE: 'Under The Dome,' the viral anti-pollution video from China, translated to English.",11,2533
54f77598326638000c830100,"See the powerful Chinese documentary, 'Under The Dome,' summarized in English for the first time.",12,2493
54f77598326638000c830100,"Under The Dome,' the powerful, viral Chinese documentary, summarized in English for the first time.",15,2595
54f77598326638000c830100,"See the powerful Chinese documentary, 'Under The Dome,' summarized in English for the first time.",15,2510
54f77598326638000c830100,"EXCLUSIVE: A massively viral Chinese documentary, summarized in English for the first time.",17,2540
54f77598326638000c830100,"EXCLUSIVE: A massively viral Chinese documentary, summarized in English for the first time.",23,2516
54f78bcd326638000cc20100,Russell Brand says just what's wrong with the way people talk about white cops who kill black men.,27,2573
54f78bcd326638000cc20100,A celebrity says just what's wrong with the way people talk about Ferguson.,35,2534
54f78bcd326638000cc20100,Russell Brand says just what's wrong with the way people talk about white cops who kill black men.,37,2526
54f78bcd326638000cc20100,Russell Brand says just what's wrong with the way people talk about white cops who kill black men.,44,2541
54f78bcd326638000cc20100,Russell Brand says just what's wrong with the way people talk about white cops who kill black men.,45,2564
54f78bcd326638000cc20100,Russell Brand says just what's wrong with the way people talk about white cops who kill black men.,44,2473
54f87f8a3831360018570000,See the 10 people who developed some of the major vaccines we have today,10,2590
54f87f8a3831360018570000,We owe a lot of thanks to these 10 vaccine heroes. Here they are in one photo.,17,2579
54f87f8a3831360018570000,10 life-saving heroes walk into a photo. Time to celebrate.,18,2528
54f87f8a3831360018570000,10 life-saving heroes walk into a photo. Obviously we're going to celebrate them.,23,2493
54f884123831360024630000,"Their mother bursts into tears thinking about the surgery. But after, they can't stop smiling.",44,2600
54f884123831360024630000,"2 blind sisters receive the gift of sight. They can't stop smiling, and now neither can I.",50,2564
54f884123831360024630000,The moment the 2 sisters take the bandages off changes them both forever.,58,2568
54f884123831360024630000,"I hold my breath as she takes the bandages off. But after, I can't stop smiling.",56,2455
54f8937e37373242884a0000,Why are so many cities making people sick? Wake up and smell the exhaust fumes.,9,1521
54f8937e37373242884a0000,"Seeing it now, it's hard to believe it used to be one of the most dangerous cities in the world.",11,1542
54f8937e37373242884a0000,"If you think our cities were designed for *people*, you're wrong. Here's why.",12,1552
54f8937e37373242884a0000,What can we learn from the cheap innovations that transformed one Latin American city?,12,1522
54f8937e37373242884a0000,His job is to travel the world and tweet pics of cool city stuff. Here's some of what he's seen.,21,1517
54f8937e37373242884a0000,I never realized how dumb our cities are until I saw what a smart one looks like.,47,1485
54f8a76638313600189c0000,It's definitely time to stop trying to save the Earth.,24,2626
54f8a76638313600189c0000,"She told her abuser, ""Your actions will determine your fate. Not mine.""",32,2585
54f8a76638313600189c0000,She's been here 22500 times longer than you. She just wanted to make sure you knew that.,33,2560
54f8a76638313600189c0000,Julia Roberts stars in her biggest role ever. She will literally never have a bigger one.,66,2431
54f8abc33831360024af0000,#askhermore isn't just for the red carpet.,5,2561
54f8abc33831360024af0000,"They're just trying to make conversation, but these are some terrible questions.",20,2476
54f8abc33831360024af0000,"There's a huge difference between ""Do you have any kids?"" and ""How many kids do you have?""",30,2542
54f8abc33831360024af0000,I asked a black ladyfriend if this was for real. She realized she had no idea how oblivious I was,76,2623
54f8b2dd3831360018cc0000,40 billion hours a year. That's the time people spend to get water in Africa.,10,2545
54f8b2dd3831360018cc0000,We spend 2 minutes watching her get water. She spends hours just to get any water at all.,11,2455
54f8b2dd3831360018cc0000,Pushing a hundred-pound barrel under a hot sun for several miles. That's what it takes to get water.,16,2570
54f8b2dd3831360018cc0000,"Every morning, she pushes a barrel that weighs hundreds of pounds just to survive.",20,2567
54f8b2dd3831360018cc0000,The 2 minutes you will sit through watching her will be nothing given what it takes her for water.,37,2607
54f8b2dd3831360018cc0000,Her name is Gertrude Mamba. Here is her story. Brace yourself.,46,2521
54f8b9c13831360018e90000,"Whenever I think I understand my privilege, something reminds me how wrong I am.",18,2615
54f8b9c13831360018e90000,I asked a black ladyfriend if this was for real. She asked me if I was kidding.,61,2487
54f8b9c13831360018e90000,I asked a black friend if this happens to her. She asked me what planet I live on.,76,2519
54f8b9c13831360018e90000,I asked a black ladyfriend if this was for real. She realized she had no idea how oblivious I was.,78,2550
54f8c6a33831360024f60000,"They can barely bring themselves to watch, but when I saw what was on the screen, I just laughed",16,2575
54f8c6a33831360024f60000,"They can barely bring themselves to watch, but when I saw what was on the screen, I just laughed.",23,2551
54f8c6a33831360024f60000,"They can barely bring themselves to watch, but when I saw what was on the screen, I just laughed.",35,2523
54f8cd40383136000cf60000,They're sharing some brave thoughts and experiences with womanhood. You may find yourself agreeing.,0,2649
54f8cd40383136000cf60000,Should being a woman make it harder to live the life of your dreams?,0,2571
54f8cd40383136000cf60000,They're saying some pretty brave things in this pro-women's rights video. And it's not just women!,0,2486
54f8cd40383136000cf60000,"Yes! This is the brave, all-inclusive, pro-choice, feminist message we've been needing.",0,2453
54f8cd40383136000cf60000,"When just being the owner of a vagina can feel like a trap in this world, we need to hear this.",2,2547
54f8cd40383136000cf60000,"Well, one guy in this video just comes out and says it. 'Stop treating women like baby-machines.'",3,2541
54f8ce0d383136000c060100,Her powerful pop song is meant for 'all' women. Even those not allowed to hear it.,27,2167
54f8ce0d383136000c060100,"Her song is standing up for all women, especially  ones who aren't allowed to stand for themselves",30,2227
54f8ce0d383136000c060100,It's a powerful song for women. But how many aren't allowed to hear it?,33,2204
54f8ce0d383136000c060100,"She wrote this pop song for all women, but too many aren't allowed to hear it.",33,2144
54f8ce0d383136000c060100,It's a pop song like no other. But not every woman is allowed to hear it.,42,2149
54f8cf303737320e34d50000,They can barely bring themselves to watch. If only they were serious.,13,2508
54f8cf303737320e34d50000,"They can barely bring themselves to watch, but when I saw what was on the screen, I just laughed.",19,2535
54f8cf303737320e34d50000,"They can barely bring themselves to watch, but when I saw what was on the screen, I just laughed.",22,2607
54f8cf303737320e34d50000,"They can barely bring themselves to watch. (This doesn't really happen, but I wish it did.)",24,2541
54f8d5443737320e34ef0000,"16 million kids can buy e-cigarettes legally, and no one's talking about it.",3,1772
54f8d5443737320e34ef0000,"What's the big deal with kids and e-cigarettes? These 10 states, for starters.",11,1866
54f8d5443737320e34ef0000,We should probably address this e-cigarette loophole sooner rather than later.,13,1880
54f8d5443737320e34ef0000,There's a new way for kids to smoke cigarettes and it's totally legal. What?,21,1809
54f8d5443737320e34ef0000,There's a new way for kids to smoke cigarettes and it's totally legal. What?,22,1830
54f8d8293737324263cc0000,A guy takes to the streets to interview homeless people. The results?,11,1789
54f8d8293737324263cc0000,Are people on the street because they choose to be homeless?,12,1871
54f8d8293737324263cc0000,"He says it only takes ""one bad event"" to end up here. Here's a couple examples.",15,1844
54f8d8293737324263cc0000,A fairly obvious thing that all homeless people have in common that's good to remember,16,1827
54f8e3fd3737324288330100,"The first half was a huge downer. It all turned around, though, because of good people.",4,1866
54f8e3fd3737324288330100,Not having a home to go to doesn't make a personal a criminal. It makes them homeless.,6,1845
54f8e3fd3737324288330100,What has our country come to when it's illegal to sit on a sidewalk?,6,1838
54f8e3fd3737324288330100,What if I told you that you'd never have to see things like this ever again?,7,1812
54f8e3fd3737324288330100,"Instead of making homelessness illegal and punishing people, how about we help them?",7,1803
54f8e73537373242631d0100,"They should be free in the ocean, but they’re ‘stored’ in tanks. Now it’s SeaWorld that’s tanking.",10,1799
54f8e73537373242631d0100,"A timeline of SeaWorld’s terrible, horrible, no good, very bad year and a half",19,1849
54f8e73537373242631d0100,"It began with a movie that shook up a lot of people, and SeaWorld will never be the same. Hopefully.",21,1854
54f8e73537373242631d0100,"After people saw how they treat orcas, it could be SeaWorld’s turn to go under.",21,1771
54f8e73537373242631d0100,It only took 83 minutes for a movie to change everything for SeaWorld.,26,1872
54f8e87c37373242632d0100,I can't believe we lost the glacier.' — A guy not talking about sports.,3,1825
54f8e87c37373242632d0100,Watch 2 kids fight over who gets to play Al Gore.,5,1860
54f8e87c37373242632d0100,Not real people totally care about a very real problem in a big way. And it's funny.,8,1856
54f8e87c37373242632d0100,"They can barely bring themselves to watch. (This doesn't really happen, but I wish it did.)",8,1773
54f8e87c37373242632d0100,Meet a group of fake people who care about something in the perfect way.,11,1835
54f8e87c37373242632d0100,She sat down and she watched her favorite thing get destroyed.,17,1889
54f8f47a3831360024820100,He reflects on what he thinks makes people dislike others who are different. What do you think?,9,2089
54f8f47a3831360024820100,He says the biggest fear that people with power have is that you'll get some too.,9,1986
54f8f47a3831360024820100,Asked and answered: Why are some people so opposed to gay marriage?,14,2015
54f8f47a3831360024820100,"I think homophobia is an endangered species in America. As long as I'm around, it is.'",19,1995
54f8f47a3831360024820100,"He asks, 'Why do people fear the gay?' And then he answers his own question.",28,2069
54f8f8053737320e34650100,There's a new way for kids to smoke cigarettes and it's *actually* legal for 16 million U.S. kids.,14,2053
54f8f8053737320e34650100,"Um, what? There's a new way for kids to buy cigarettes and it's totally legal.",16,1998
54f8f8053737320e34650100,Here's why 16 million U.S. kids can buy and smoke cigarettes *legally*,18,2022
54f8f8053737320e34650100,There's a new way for kids to smoke cigarettes and it's totally legal. What?,19,2029
54f8f8053737320e34650100,What?! There's a new way for kids to smoke cigarettes legally in some U.S. states.,19,2028
54f9052e61316400190f0000,SeaWorld’s been swamped by a tidal wave that began when a movie got behind the scenes.,14,2042
54f9052e61316400190f0000,"Until the movie came out, people thought of SeaWorld as a happy place. Now they know better.",18,2028
54f9052e61316400190f0000,"It began with a movie that shook up a lot of people, and SeaWorld will never be the same. Hopefully.",22,2107
54f9052e61316400190f0000,"The orcas in the movie broke people’s hearts, and now SeaWorld's paying the price.",23,1994
54f9052e61316400190f0000,SeaWorld is struggling to stay afloat after a movie told its real story.,25,1990
54f9285c6131640026250000,Can human-beings create glaciers? These guys are off to a good start.,3,2031
54f9285c6131640026250000,"At the rooftop of the world, glaciers are in trouble. These ice-makers have answers.",5,2099
54f9285c6131640026250000,Engineers in a remote region use natural forces and ingenuity to make things grow.,8,2017
54f9285c6131640026250000,"If water doesn't flow, farmers have to leave their homes for the city. DIY glaciers to the rescue.",8,2010
54f930826131640019270000,A lot of stories about having a baby are heartwarming. Hers is tragic.,8,1993
54f930826131640019270000,A lot of stories about having a baby are heartwarming. Hers is tragic.,9,2035
54f930826131640019270000,A lot of stories about having a baby are heartwarming. Hers is tragic.,10,2030
54f930826131640019270000,A lot of stories about having a baby are heartwarming. Hers isn't.,18,2081
54f930826131640019270000,A lot of stories about having a baby are heartwarming. Hers is tragic.,20,1985
54f9345061316400192d0000,The result? 72% less chronic homelessness. The reason. Give'em homes.,1,2019
54f9345061316400192d0000,People with homes are cheaper for taxpayers than people without homes. So what gives?,7,2062
54f9345061316400192d0000,I pay MORE in taxes for NOT giving them homes? Can we switch that up?,10,1995
54f9345061316400192d0000,What if I told you that you'd never have to see things like this ever again?,19,2037
54f9b4433436330024690000,"Julia Roberts just wrapped her biggest role ever, and her face isn't even in the film.",36,2064
54f9b4433436330024690000,Starring as the toughest mother in history: Julia Roberts,37,2042
54f9b4433436330024690000,Julia Roberts will never have a bigger role than this.,41,2038
54f9b4433436330024690000,Julia Roberts stars in her biggest role ever. She will literally never have a bigger one.,64,2016
54fa0a8534363300240d0100,SeaWorld is trying to stay afloat since a movie revealed its secret.,9,1488
54fa0a8534363300240d0100,SeaWorld is struggling to stay afloat — that movie changed everything.,12,1574
54fa0a8534363300240d0100,SeaWorld is struggling to stay afloat after a movie told its real story.,12,1539
54fa0a8534363300240d0100,"A movie threw cold water on how they treat orcas, and now SeaWorld is just trying to stay afloat.",15,1508
54fa0a8534363300240d0100,"A movie went behind the scenes, and now SeaWorld is just trying to stay afloat.",22,1561
54fa0b0b343633000c050100,What's one of the WORST ways to motivate someone? Hint: you see it all the time.,14,1521
54fa0b0b343633000c050100,What's one of the WORST ways to motivate someone? Hint: You see it all the time.,15,1572
54fa0b0b343633000c050100,What's one of the WORST ways to motivate someone? Hint: You see it all the time.,31,1528
54fa0b0b343633000c050100,What's one of the WORST ways to motivate someone? Hint: You see it all the time.,38,1470
54fa0d6161316400266b0100,People can control how the women on this billboard look. They just have to look up.,33,1630
54fa0d6161316400266b0100,"It's hard to ignore the women on this billboard, but that's sort of the point",34,1516
54fa0d6161316400266b0100,This billboard lets you determine how the women on it look. You just have to see it.,43,1446
54fa0d6161316400266b0100,This billboard takes on domestic violence in a way you really have to see to believe,46,1514
54fa0f42613164000c100100,Three women from around the world speak up on the status of women's rights.,3,1518
54fa0f42613164000c100100,"On International Women's Day, these three women have something to say about gender equality.",4,1556
54fa0f42613164000c100100,A new video looks at how women from around the world view gender equality.,5,1537
54fa0f42613164000c100100,"A woman perfectly answers the question, ""What's the difference between men and women?""",8,1532
54fa1eba6131640026a60100,This zillionaire knows why 1 city is crushing it in the prosperity and job categories,4,1755
54fa1eba6131640026a60100,Oprah gives us all cars. He wants to give higher wages. I love rich people.,5,1764
54fa1eba6131640026a60100,"See a passionate, convincing warning from 1 rich dude to all the others",9,1709
54fa1eba6131640026a60100,This zillionaire wants us to all make more money. No objections here.,11,1743
54fa1eba6131640026a60100,His gut feel for the future made him mega-rich. Now his gut says the wealthy are in trouble.,13,1711
54fa1eba6131640026a60100,Forbes called this super-rich man ‘near insane’ for suggesting a radical wage idea,15,1780
54fa1eba6131640026a60100,"He wants us to stop pretending high wages hurt growth. He should know, he’s a zillionaire.",15,1700
54fa1eba6131640026a60100,Watch a super rich capitalist have a 'lil secret chat with his fellow richies,19,1644
54fa22b73436330024600100,"Say what you will about Cuba, but they are embracing capitalism just fiiiine.",4,1567
54fa22b73436330024600100,"She dreams of leaving Cuba, but her dreams always bring her right back.",4,1522
54fa22b73436330024600100,What happens to Cuba when America calms down? Capitalism.,4,1493
54fa22b73436330024600100,"Some think she lives in the past. When it comes her money, she’s the future.",5,1519
54fa22b73436330024600100,A woman explains how she makes money in Cuba without the Castros,5,1518
54fa25b4613164000c750100,"On International Women's Day, these three women have something to say about gender equality.",7,1561
54fa25b4613164000c750100,A new video looks at how women from around the world view gender equality.,9,1465
54fa25b4613164000c750100,"A woman perfectly answers the question, ""What's the difference between men and women?""",24,1574
54fa3343343633000c8c0100,"When asked about gender equality, 3 women give different answers with one important thing in common.",2,1542
54fa3343343633000c8c0100,Why it's important to pay attention to the state of women's rights according to three women.,3,1533
54fa3343343633000c8c0100,"3  women give different answers to a question about gender equality, but they have 1 thing in common",5,1519
54fa3343343633000c8c0100,Three women deliver a powerful message about the state of women's rights in the world.,6,1506
54fa3b4934363300249a0100,"A wage gap parody that includes all women, not just the white ones.",5,1586
54fa3b4934363300249a0100,A comical look at what Amazon might look like if it was just for women,7,1524
54fa3b4934363300249a0100,This fake commercial for women manages to keep it all the way real,8,1486
54fa3b4934363300249a0100,This crumpled Amazon box is just what you can afford. That's a problem.,9,1516
54fa3b4934363300249a0100,"If your next package looks like this, you might be a black woman",12,1506
54fb0f9d306432000c140000,This fake Amazon ad imagines what packages look like for black women,14,1524
54fb0f9d306432000c140000,"If your next package looks like this, you might be a black woman",16,1555
54fb0f9d306432000c140000,"If your next Amazon order looks like this, you're probably a black woman",16,1533
54fb0f9d306432000c140000,This fake Amazon ad is pretty funny until it gets to black women,24,1500
54fb8ac4306432000c480000,Why is coming out as bisexual so difficult? Katy breaks it down.,14,2082
54fb8ac4306432000c480000,Her gay and lesbian friends used to say bisexuality wasn't real. She still embraced herself anyway.,18,1976
54fb8ac4306432000c480000,Her parents said she could love anyone she wanted. Why was she still afraid to come out?,24,2030
54fb8ac4306432000c480000,Coming out as bisexual was harder for her than coming out as gay. Hear her explain.,26,1946
54fb8ac4306432000c480000,Her friends called her a lesbian. But that's not who Katy was.,29,1996
54fb8ac4306432000c480000,Coming out was easy. The hard part? Admitting she still liked men.,36,2101
54fb94d73064320026470000,Terminal cancer didn't get in the way of making student Lauren Hill's dream come true.,7,2003
54fb94d73064320026470000,Student diagnosed with terminal cancer still plays first college basketball game of the season.,11,1995
54fb94d73064320026470000,This emotional game takes 'good sportsmanship' to an entirely new level.,13,2033
54fb94d73064320026470000,An amazing story of a dying girl's wish and some incredible sportsmanship,19,2014
54fb94d73064320026470000,"A basketball game so moving, even the refs were crying.",28,2044
54fb94d73064320026470000,"There wasn't a dry eye, on court or off. Even the refs were crying.",30,2073
54fb9dda38343800193e0000,"A basketball game so moving, even the refs were crying.",21,2091
54fb9dda38343800193e0000,An amazing story of a dying girl's wish and some incredible sportsmanship,23,2035
54fcf3923532330019460000,There are so many things wrong with the way girls are taught about sex. Some women want to fix it.,21,2100
54fcf3923532330019460000,The case for being a little more open about sex with our kids than we are usually.,23,2068
54fcf3923532330019460000,"Maybe if we gave our kids the REAL sex talk, there would be less real problems with sexuality.",26,1977
54fcf3923532330019460000,There are so many things wrong with the way women and girls are taught about sex.,31,2084
54fcf3923532330019460000,Giving a teenager a vibrator: which side of the fence are you on?,49,1974
54fcf3923532330019460000,Happy Puberty! Here's a vibrator.,57,1967
54fdb12a62306300263f0000,There are so many things wrong with the way women and girls are taught about sex.,34,2063
54fdb12a62306300263f0000,There are so many things wrong with the way women and girls are taught about sex.,39,2020
54fdb12a62306300263f0000,There are so many things wrong with the way women and girls are taught about sex.,43,2031
54fdb12a62306300263f0000,Happy Puberty! Here's a vibrator.,70,2062
54fdb1f362306300264e0000,Was President Obama's speech on the 50th anniversary of the march from Selma one of his best? Yes.,6,2014
54fdb1f362306300264e0000,President Obama's powerful speech at Selma is just what America needed to hear.,9,2081
54fdb1f362306300264e0000,President Obama just said something kind of revolutionary about what it means to be an American.,11,1984
54fdb1f362306300264e0000,The way President Obama uses the word 'we' here makes me want to stand up and cheer.,14,2003
54fdb1f362306300264e0000,There's something powerful about hearing the first black president say these words in Selma,24,2079
54fdb5673161630026090000,"Some are stuck on history, but when it comes to money, they're the future.",6,1749
54fdb5673161630026090000,She doesn't want a man in the future. She's got too much money to make.,8,1715
54fdb5673161630026090000,"Some think she lives in the past. When it comes her money, she’s the future.",10,1692
54fdb5673161630026090000,"Her name is Minerva. She's very clear about her money, man and future.",12,1751
54fdb5673161630026090000,"Some think they live in the past. When it comes money, women are the future.",13,1712
54fdb5673161630026090000,Her name is Minerva and she's doing what some  haven't done in decades.,13,1712
54fdb5673161630026090000,"Some women want a man to secure their future. 
And then there's her.",21,1743
54fdbe23323634000c2b0000,She was SO sick of the roles she was being told to play by Hollywood. So she made her own movie.,15,1680
54fdbe23323634000c2b0000,"This movie serves as a big, black, and beautiful 'screw you' to racist tendencies in Hollywood.",18,1692
54fdbe23323634000c2b0000,An actress was sick of the roles she was being offered as a black woman. So she made her own movie.,22,1730
54fdbe23323634000c2b0000,An actress was absolutely sick of the roles she was being offered. So she made her own movie.,27,1783
54fdbe23323634000c2b0000,An actress was sick of the roles she was being offered as a black woman. So she made her own movie.,29,1762
54fdc16a616331000c000000,Some women want a man to secure their future. And then there's her.,11,1698
54fdc16a616331000c000000,Some women want a man to secure their future. And then there's her.,14,1743
54fdc16a616331000c000000,Some women want a man to secure their future. And then there's her.,16,1736
54fdc16a616331000c000000,Some women want a man to secure their future. And then there's her.,18,1709
54fdc16a616331000c000000,Some women want a man to secure their future. And then there's her.,23,1784
54fdc16a616331000c000000,"Some women want a man to secure their future. 
And then there's her.",24,1673
54fdc55a6163310024100000,"It's really pretty creepy, when you think about it, that lawmakers want to do this to women.",0,1719
54fdc55a6163310024100000,Imagine you need to end a pregnancy and have to let them do these things to you in order to end it.,1,1753
54fdc55a6163310024100000,Is anything more insulting than what these lawmakers think you should let them do to you?,1,1729
54fdc55a6163310024100000,They think they get to put a probe in your vagina and make you look at the images if you want this.,1,1726
