Headline,Attention Score
A song you may have heard gives a look at why our planet is worth protecting,1
Can all colleges everywhere please talk about sexual assault prevention like this one did?,1
Family can't always be there. What she found at school will never go away.,1
A movie theater handed out free water that was impossible to open. Why?,1
"When Dave was 22, his dad came out to him. The way it brought them closer? When he told his story.",1
A mother starts crying as she tells her daughter how proud she is. This is their story.,1
A new kind of kindergarten design encourages kids to be their silly selves.,1
"In 5 minutes, the daily routines of 5 very different children tell a single human story.",1
Even mountain climber pros are having a hard time doing their job. Here's why it affects us all.,1
They asked some people on the street to talk about their favorite teachers. The answers are perfect.,1
White privilege' is not something to feel guilty about. Here's what it does mean.,1
"She used to sneak out to see him, or hide away to phone him in privacy. Now she's miserable.",1
Meditation can be done by anyone just about anywhere in as little as two minutes a day.,1
She went to war but felt weird when she got home. Then she found this.,1
"He is a hard working, American man. They fired him because of his gender.",1
A new tactic on the homeless shows that a police department cares,1
Two Girl Scouts spent years telling the world about palm oil. Here's what they want you to know.,1
"If they keep farming this way, they'll ruin their country. If they stop? They destroy their lives.",1
The creator of a famous TV show criticizes a major U.S. policy to the president's face.,1
A restaurant in Arkansas posted a funny sign that mocks the state for its anti-gay stance.,1
"Igiugig, Alaska. Population: 70. Here's why it's a role model for America.",1
An 8-year-old girl rescued from abusive parents wrote the sweetest note to her social worker heroes.,1
"Working at tiny scales, scientists transform gold into something even more incredible.",1
Your daily dose of feel-good: Kid President discusses the future in this delightful video.,1
The vaccination rate in Somalia is higher than in some U.S. schools — and other important info.,1
"A little girl's mom had no formal education, but she taught her a most valuable life lesson.",1
"She was sold as a sex slave for $73. Then she was sold again. And finally, she was rescued.",1
He met dozens of kids who didn't have shoes. So he invented 5 pairs in 1.,1
"George Lucas just pissed off his neighbors, and I couldn't be happier.",1
Nanotech transforms a glittery treasure into a medical wonder.,1
The man who found the Titanic made a discovery during his latest adventure: a beautiful whale.<br>,1
What seems like a small indignity at first soon becomes a huge blow to your self-esteem.,1
It's a 4 letter practice the FDA lets food companies get away with. It could be deadly.,1
The man who found the Titanic made a discovery during his latest adventure: a beautiful whale.<br>,1
The man who found the Titanic made a discovery during his latest adventure: a beautiful whale.<br>,1
"He starts with an apology for ruining the earth, but then watch him take it back.",1
"George Lucas just pissed off his neighbors, and I couldn't be happier.",1
A war veteran finds the perfect treatment for PTSD on a mountain with his dog and his cat.,1
The consequences of fracking revealed in a simple kitchen test. Holy smokes.,1
"Most workers have the same rights, right? Umm … no.",1
The story of this young cyclist shows that no team has ever ridden for a more worthy cause.,1
"After he was raped, he made a list of people that love him. He made sure to put his name at the top.",1
Meet the app that watches the forest when no one else is,1
Nursing home residents are certain this tiny dog is from heaven. After seeing her in action I agree!,1
A Muslim family was being harassed on the train. So a stranger gave the bully a verbal smackdown.,1
Scientists have found a practical reason for turning light into sound. It's out of this world.,1
It looks like the best way to grow crops here may be to get them the hell off the ground.,1
Palm oil is farmed 1 of 2 ways: by burning and killing — or this other way someone just figured out.,1
She never expected to be a farmer. But you'd never guess from the way she talks about it now.,1
Their friends are married. They're tired of being left out. So they're telling their stories.,1
An experiment may mean that farming can happen even where the ground's been ruined.,1
An inventor built a zero-emissions car out of a popular kids' toy. That's not even the best part.,1
"In 2013, Google launched a bunch of balloons into the sky. It just might be the future of internet.",1
A teacher who had enough told her students what they were really worth,1
Google launched a bunch of balloons into the sky. It just might be the future of internet.,1
"14 years ago, she quit her job and started farming. Here's a look at her life now.",1
A new drug may be life-saving. That's why these 4 families are racing to get it approved.,1
Their friends are married. They're tired of being left out. So they're telling their stories.,1
Couples that have been together for years talk about love. It's adorable — and heartbreaking.,1
4 families are racing the clock to get a promising treatment approved before a son dies.,1
Bees are in serious trouble. Part of the answer couldn't be easier or more delightful.,1
Barbara was hired at a top notch design firm at 91. Here are 5 amazing things she's done so far.,1
A new drug could be the miracle they're hoping for. Now they just have to get it approved.,1
8 confessions from students in top-notch colleges that made me think differently about 'merit',1
Right after announcing he was taking a pay cut to raise his employee's salaries…business is booming.,1
"He doesn't ride for glory, cups, or prize money. This cyclist rides to heal a wounded nation.",1
A new drug could be the miracle they're hoping for. Now they just have to get it approved.,1
A massive corporate power grab is about to become law. You need to know what's in it.,1
It's an area of feminism often overlooked. This pizza analogy nails it.,1
A new drug could be the miracle they're hoping for. Now they just have to get it approved.,1
Bees are in serious trouble. Part of the answer couldn't be easier or more delightful.,1
There was a time in our history when the United States bombed its own citizens. Not kidding.,1
"A short, punchy video on recycling reminds us of what the numbers have been saying all along.<br>",1
"Quitting smoking is hard, but this bubble wrap-filled video gives you a major incentive to stop.",1
A filmmaker went to the United Nations and strapped 'em into virtual reality headsets. Here's why.,1
What happens when you ask male action stars the questions female stars actually get? Comedy gold.,1
"A plastic bottle finds its way home, but its original owner is not so happy to see it.<br>",1
A super-absorbent sponge and a leaf-inspired mesh could get the oil out of our environment for good,1
The science of why the comment section on just about anything is so awful.,1
Recycling in the U.S. hasn't increased in decades. Technology to the rescue.,1
The science of why the comment section on just about anything is so awful.,1
They're in tears before his bionic eye is even turned on. His final reaction is priceless.,1
He was sued by a famous stuntman over his Kanye video. Not as impressive as what he's doing now.,1
Ever wonder how companies sell clothes at unbelievably low prices? The truth isn't so pretty.,1
This researcher asked some surprising experts what's wrong with US schools. Here are their ideas.,1
"Because he sued to be on his husband's death certificate, gay marriage could become legal everywhere",1
The whole murdering elephants in Africa thing is becoming a problem. Billy Joel is here to solve it.,1
A 'food truck social enterprise' is a real thing. Delicious food + a bright future = win!,1
Can you do a quick thing to help nearly a million kids in Nepal to survive the earthquake aftermath?,1
What happens when the 'Science Guy' and the 'President Guy' sit down together? SCIENCE BRAINSTORM.,1
Bees are in serious trouble. Part of the answer couldn't be easier or more delightful.,1
2 brilliant scientific inventions that could clean up oil spills for good,1
The epicenter of Nepal's earthquake is called the Kathmandu Valley. Let's fly there on Google Earth.,1
She wanted to help teens coming out of jail. Now she's knocking it out of the park.<br>,1
"Some songs are bad for the earth, because they're being played on instruments ripped from nature.",1
Ever wonder how recycling works? A glimpse behind the scenes at cool technology and big money.,1
"These girls are making such a difference in Ethiopia, even their elders look up to them.",1
"One by one, bystanders find themselves joining this powerful, peaceful protest in Baltimore.",1
A 'Harry Potter' fan held up a brilliant sign in front of the Supreme Court today.,1
"While Baltimore rioted, these gang members did what no one expected -- tried to keep the peace.",1
Leave those rocks alone. They might be a hellbender's home.,1
Many are blaming Baltimore teenagers for starting the riots. One teacher saw something else.,1
Moms aren't very visible in Egypt. Their sons won't even speak their names. Here's why.,1
Did you know that the light of stars can be turned into sounds? Here's what those sounds tell us.,1
Jason Mraz and other musicians are pleading with you to stop buying rare wood for your instruments.,1
"A group of Swedish cops on vacation 'handled' a situation on the New York subway. Take notes, NYPD.",1
"When the cops couldn't calm the crowds in Baltimore, over 100 clergy members started marching.",1
"While Baltimore rioted, these gang members did what no one expected -- tried to keep the peace.",1
A comedian's son put gas in the car alone. The enormity of that accomplishment brought him to tears.,1
"Two sweet moments between a father and daughter, with decades in between.",1
"Plastic really is forever, you just might not recognize it when it appears on your plate.",1
An adorable ad shows a father looking after his daughter. But those roles will change over time.,1
Watch a 10-year-old from the poorest slum in Kenya recite a poem straight from the heart,1
Jon Stewart has some strong opinions about news networks' coverage of Baltimore.,1
Two guys from Belgium took this photo. It's the first of its kind.,1
She hated authority until she became boss. Here's how she treats her employees.,1
"They spent 4 days in the swamp looking for a creature many thought extinct. On day 5, they found it.",1
"Pope Francis speaks up about the gender pay gap, and thinks women should be paid the same as men.",1
"When heroin users overdose, their friends and family can keep them from dying. Here's how.",1
There's a big taboo in Egypt that it's not ok to speak your mother's name in public. Here's why.,0
WATCH: Princeton Professor Profoundly Offended By Intellectuals,0
WATCH: Laughable Law Says No Gay Marriage? Google Says Challenge Accepted.,0
A Chart That's Giveing Harsh Realities About Vaccinations,0
What's it like to be deaf in a world of 'hearing people?' Let her tell you.,0
There are some great lessons about how to treat victims hiding in Law & Order SVU.,0
What happens when teens from one of the toughest neighborhoods in NY come together through art?,0
3 men try to win her heart. But she's got eyes for someone else.,0
They outed her without her permission but it changed her life in a great way.,0
Batman has PTSD but no one is calling him 'crazy'. What gives?,0
Whether' and 'how' is not the right question. The important question is 'why'.,0
It's hard enough being a teenager. Depression doesn't help.,0
This test will tell you whether you're sexist without knowing it. I dare you to take it.,0
They're afraid to air it in the U.S. But I think it's a changing Tide,0
Matt Shepard was a friend of mine - a documentary about 1 hate crime,0
She interviewed her 3rd grade teacher just a few months before the tragedy. Heartbreaking.,0
"The more we ignore what's going on in Nigeria, the bigger the problem gets",0
She interviewed her 3rd grade teacher just a few months before the tragedy. Heartbreaking.,0
One of the 3 students killed in North Carolina made a heartbreaking recording just a few months ago.,0
A Supreme Court justice gets asked about women in the Supreme Court. She crushes.,0
"The friend thinks it’s nice, but it sounds just like ‘You don't fit in’ to the teen hearing it.",0
The first 30 seconds show how hard it can be to be a kid. The last 30 are why you shouldn't give up.,0
They're taking them out of prison and sending them right back in. And I'm 100% on board.,0
Know someone going to Sao Paolo for vacation? Here's a 2-minute primer for them.,0
"Sometimes calling something ""pet"" or ""wild"" just doesn't capture the beauty of a relationship.",0
"One of the best policies for companies on Facebook is to engage with fans. Well, most of them, anyway.",0
Getting people water to survive takes more than a shorter shower,0
These Vegas students want education but one mom thinks they're full of it,0
The fact that this specialty magazine is still a thing shows how sexist America still is.,0
The double amputee who's made history just by thinking about moving his arms,0
"She doesn't think kids need sex-ed, and that's why the Daily Show is laughing at her",0
"It has a 1-word chorus, but it may be the most necessary Oscar-nominated song of the last 10 years.",0
See how one guy dealt with his best friend being stabbed to death.,0
The unfortunate thing is that the punchline is something women are actually saying every day.,0
Your anti-vaccination deal is hurting poor people. Just thought you'd like to know.,0
He's able to control his new arms just like his old arms. With his mind.,0
The unlikely company that's banking off government handouts should be FOX's next target,0
"She got people to drink water previously infested with mosquitoes, and it's kinda amazing how.",0
It's hard to think we're running out of water when we're swimming in it halfway around the world.,0
Here's what it would look like if an obnoxious TV anchor's questions were pointed in the right direction.,0
"His name is Zlatan Ibrahimović. When you see him, he wants you to think of 805 million people.",0
"After you hear what he has to say, you will probably never ask for guacamole the same way again.",0
"He stayed the same, but my perception changed. 1 easy way to help someone.",0
"In the 1970s, the 'Batman' TV show and the :abor Department teamed up to beat an evil foe.",0
Some say they're against abortion. Then why aren't they all for funding contraceptives?,0
"From daycare rates many can't afford to unfair pay, President Obama lays out how women get robbed",0
"If we're only thinking of sustainability in terms of packaging and recycling, we're doing it wrong.",0
"Some protein shakes aren't as harmless as you might think. Thankfully, there are alternatives.",0
"To be privileged is one thing, but to be black and privileged is what concerns his parents.",0
These idiots spray-painted a swastika on the dumbest location possible.,0
"They became emotional when their 'before and after'. I admit it, I did too.",0
"She believes we’re conditioned to be afraid. So her motto, naturally, is 'F*ck fear'.",0
They're here. They cheer. They're scientists.,0
"Justice was upside-down, and we still don’t seem to know which way is up.",0
"A dad won't let his child wear a dress to school, but then he changes his mind and it's fantastic.",0
Numbers don't lie. Hollywood would make even more money if they just lost the stereotypes.,0
"The surprising pill that could mean extra money for our school system. Yes, really.",0
"3 major reasons to start talking about mental health. Like, now.",0
"The bully punches him in the face. Later, he follows the bully home, and it all suddenly makes sense",0
Why the millennials of the world could be the key to ending shame about mental illness.,0
Actresses are asked to bring “easy access skirts” to a casting. WTF?! *Facepalm*,0
Here's a place south of the Sahara where getting water can kill you,0
A transitioning male reproduced Adam Levine's nearly nude photo to prove a point. It worked.,0
2 trans men made a very clear point with their very pointed photo shoot.,0
2 trans men made a very clear point with their very pointed photo shoot.,0
He started a blog about what an American Asian’s allowed to be. Now he’s got a hit show.,0
Teachers are working hard. Why does every education improvement seem to make their job harder?,0
"Stop having sex today, and the FDA will let you give blood next year. #celibacychallenge,",0
A short film devoid of white people? Don't celebrate just yet.,0
"I had some weird birthday parties, but none that started an outbreak of an ""eradicated"" disease.",0
A funny-but-true lesson on why we seek to blame when things don't go right,0
The beautiful love letters survivors of sexual violence wrote to themselves.,0
How would you like to make $1500 less a year than somebody else doing the exact same job?,0
"26 directors, screenwriters, and camera-folks have Oscar nominations. None of them are women.",0
Remember how you felt about yourself as a teen? Now imagine the internet voting on it.,0
The dug up a video of his speech from 50 years ago. It could have been given yesterday. Eerie.,0
Ever heard of ‘Right-To-Work’? Ahem ...,0
A social experiment to see what would happen when family members became 'homeless',0
They ignore their family and get a lesson about being homeless,0
He was right about the cops 50 years ago. We didn't listen.,0
Malcolm X was right about the cops 50 years ago. We didn't listen.,0
Getting through high school is as much about who you Like as who you like.,0
He put inmates in a room with nothing but a camera and asked them to talk about their crimes.,0
"What 1 year of watching media does to our children, and how the Oscars can help",0
Old MacDonald had a farm and treated his animals and crops like crap,0
This one time on probation... All these people got together and transformed a community.,0
Many people deal with trauma. Some heal it through pole-dancing.,0
Dear Oscars: It's time for an intervention about that race problem. It's going to be OK.,0
How to get some actual diversity in the Oscars,0
Where do good ideas come from?,0
Dear Oscars: Can we talk about your little race problem?,0
"Whatever you think about the Oscars and race, you should probably learn this stuff.",0
The first part these kids act out is cringe-worthy. The second makes it all better.,0
Hunger is a worldwide problem. What if the solution is simple?,0
They claimed the racist signs were an accident. He doesn't buy it for 1 second.,0
"They expected a cute performance, but what they got was a compelling case for better food.",0
"What's happening with our prisons is probably not what you're concerned about, but it should be",0
The kids aren't all right. 8 photographers share their takes on children in a whole new world.,0
Money can't buy happiness? Bill Gates respectfully disagrees.,0
"Turning oppression into opportunity for women worldwide? All right, I’m listening…",0
"If you're ready for our country to try a new way of doing business, you'll be so happy for the news.",0
"Obama's come out swinging. If he'd acted like this before, where would we be?",0
What if you could help blind people see? You can.,0
He says 16 words about sexual assault that might change everything you think.,0
What if you could help a blind person 'see' when they need it most?,0
Blind folks can do many things that those of us with sight can. But we can help them do more.,0
"Obama has wielded this superpower only 3 times, and lots of people are pretty happy he just did.",0
The assumption that good people make about injustice that makes everything worse.,0
When my father-in-law talks about 'spending wisely' when working for peanuts ... He has no idea.,0
"After so much pain, he finally got the call he desperately wanted: His mom told him to come home.",0
Nearly 75% of our crops have vanished in the last 100 years. Where the heck did they go?,0
"The lab coat guy sounds pretty legit, but really? He's just scaring you into doing what he wants.",0
"Their name is Jacob, and here is their story.",0
"There's a lot to be happy about. For example, polar bears.",0
Meet the 10-year-old who's turning her lemonade stand into a multi-million-dollar business.,0
One guy reaches and grabs her arm. The other makes a split-second decision that changes everything.,0
"One kid tells him he's 'too skinny to be Captain America.' And yet, he is Captain America.",0
Nothing is lost in translation here.  Denying girls an education is wrong in every language.,0
"Here’s why scientists think playing music works a brain like nothing else. Oh, and also, yipes!",0
Are women the only ones who suffer when laws restrict their own family planning? Not by a long shot.,0
Here’s a paycheck for a McDonald’s worker. Here’s my jaw dropping to the floor.,0
A terrible thing happened to this 20-year-old woman. Their wearing skirts to tell the world.,0
It's okay to pat ourselves on the back. Especially when we accomplished everything in this video.,0
A feminist comedian performs burlesque for equality. (Hint: not your average striptease).,0
Doing something you give a rat’s @#$ about every day is no fun. But how do know what you WANT to do?,0
Insurance companies refuse to help people with eating disorders. This survivor thinks they should.,0
In 90 seconds one politician shuts down any debate over girls rights to an education.,0
So maybe being a parent isn't all giggles and fun. It looks impossible.,0
"It's like a GPS, a magnifying glass, and a flashlight. For the blind.",0
Fast forward through her life for the awful ending. Then do it again to see the potential.,0
President Obama has a gift for a quarter million 10-year-olds.,0
"A dad writes a problematic letter to his unborn daughter, then fixes it",0
Real doctors sound off on the vaccine debate on late night TV. It's golden.,0
Why do so many colleges not help rape victims? The reason: Money.,0
This Philadelphia pizza parlor found a scrumdiddlyumptious way to show its 'brotherly love.',0
It's time we talk about the way 'men being men' makes it harder for a woman ... to be.,0
Ever wonder why musicians are so intense? They throw parties in their brains.,0
Here’s why scientists believe learning to play music works a brain like nothing else. P.S. Yipes.,0
A solid reality check about your place in the world.,0
"This just in: The police have a hard job - and very, very vague rules.",0
The game-changing documentary that's rocking China right now started with her unborn baby's tumor.,0
What if the ability to see could be crowd-sourced?,0
"There are 70,000 bridges in America that are 'structurally deficient.' Some really big ones too.",0
She made a 2-hour documentary about an important issue. These 3 images drive the point home.,0
Some demand that women who've had abortions show remorse. But what about when they don't regret it?,0
"When climate change came up over dinner, things went sideways fast.",0
Why the creator of this almost-censored Chinese video can't breathe easy just yet.,0
How São Paulo will collapse if it won't act on this water problem soon,0
Many of us can just turn on the tap and fill our glass. She can't.,0
The town of Matagalpa didn't have clean water. One of their own decided to change that.,0
Skeptics have all kinds of reasons why climate change is no biggie. Check another one off the list.,0
23 people a day die from this illness. But insurance companies don't really care.,0
Sharks are pretty nice to us considering how many we kill every day. Here's how it's going down.,0
Can a little bit more CO2 really do that much damage?,0
"What if you could help the homeless by electronically funding the purchase of shoes, clothes, etc.?",0
His mom died. His dad was into danger. At 15 he had to escape.,0
Take a look at the heavy barrels these women push just to survive.,0
More kids went to school. People got healthier. What did it take? Fixing a couple of wells.,0
"If superfit brains were as sexy as superfit bods, their brains would be in Sports Illustrated",0
Social media and technology have failed some children. But these kids? They win the internet.,0
Are you really a good person for buying organic apples?,0
This NFL player is breaking the stigma around mental illness,0
This is what deforestation can do to your city and your water supply.,0
He shows you 1 chart that explains why it took so long to load this page.,0
"He did an experiment to see what it was like to have Alzheimer's. By the end, he was in tears.",0
"EXCLUSIVE: 'Under The Dome,' the viral anti-pollution video from China, translated to English.",0
These 10 people are linked to some of the most common vaccines we have today,0
"Their mother bursts into tears thinking about the surgery. But after, they can't stop smiling.",0
Why are so many cities making people sick? Wake up and smell the exhaust fumes.,0
It's definitely time to stop trying to save the Earth.,0
#askhermore isn't just for the red carpet.,0
40 billion hours a year. That's the time people spend to get water in Africa.,0
I can't believe we lost the glacier.' — A guy not talking about sports.,0
They're sharing some brave thoughts and experiences with womanhood. You may find yourself agreeing.,0
Her powerful pop song is meant for 'all' women. Even those not allowed to hear it.,0
"16 million kids can buy e-cigarettes legally, and no one's talking about it.",0
A guy takes to the streets to interview homeless people. The results?,0
"The first half was a huge downer. It all turned around, though, because of good people.",0
"They should be free in the ocean, but they’re ‘stored’ in tanks. Now it’s SeaWorld that’s tanking.",0
He reflects on what he thinks makes people dislike others who are different. What do you think?,0
Can human-beings create glaciers? These guys are off to a good start.,0
The result? 72% less chronic homelessness. The reason. Give'em homes.,0
SeaWorld is trying to stay afloat since a movie revealed its secret.,0
People can control how the women on this billboard look. They just have to look up.,0
Three women from around the world speak up on the status of women's rights.,0
This zillionaire knows why 1 city is crushing it in the prosperity and job categories,0
"Say what you will about Cuba, but they are embracing capitalism just fiiiine.",0
"On International Women's Day, these three women have something to say about gender equality.",0
"When asked about gender equality, 3 women give different answers with one important thing in common.",0
"A wage gap parody that includes all women, not just the white ones.",0
This fake Amazon ad imagines what packages look like for black women,0
Why is coming out as bisexual so difficult? Katy breaks it down.,0
Terminal cancer didn't get in the way of making student Lauren Hill's dream come true.,0
There are so many things wrong with the way girls are taught about sex. Some women want to fix it.,0
Was President Obama's speech on the 50th anniversary of the march from Selma one of his best? Yes.,0
"Some are stuck on history, but when it comes to money, they're the future.",0
She was SO sick of the roles she was being told to play by Hollywood. So she made her own movie.,0
"It's really pretty creepy, when you think about it, that lawmakers want to do this to women.",0
"The creator of 'The Daily Show' has some scary, not-at-all-funny news for women.",0
The amazing reason water can make a huge difference on childbirth,0
"An analysis of 1,500 films outlined the path forward for better movies from Hollywood.",0
"The truth about anti-choice laws is truly frightening, but letting it creep up on us is even worse!",0
Listen to 1 man explain why he has a hard time being a feminist,0
A man screamed at her once. But being ignored now is even worse.,0
"Keep your eyes on the road, your hands upon the wheel ... not just song lyrics, but a good idea.",0
"In 10 years, there’ll be no elephants or rhinos in the wild. These drones are flying to the rescue.",0
"We don’t hear much about caregivers, but we're about to care a lot about them.",0
What does throwing a pebble into a pond have to do with changing the world?,0
"For the people who are making these, the biggest question is, 'Which superhero do you want?""",0
Think all young people are apathetic and not interested in the world around them?,0
The way she spent her 9th birthday brought her global recognition,0
Why there are so many jobs in the water industry,0
They’ve come up with a $$-and-cents reason for people to do the right thing. Genius.,0
Could you support your family if you were injured on the job? Depends where you live.,0
"When you're thinking about making a donation, find out if they know about this.",0
"Let's be honest, who could say no to a reasonable request from a nice lady with a plate of cookies?",0
97% of countries that committed to equality give moms paid family leave. For dads? About half.,0
A video game machine that falls in love with a bubble? That'll be the day.,0
Their life-changing injuries are identical. But their compensation couldn't be more different.,0
Bullies are never easy. But Twitter is making it brutal.,0
After each tweet the audience goes wild. So why do they look so low?,0
John Oliver calls BS on March Madness,0
I wonder where Ronald McDonald got his license to practice medicine.,0
Yes! Now *that's* how you do a St. Patrick's Day parade.,0
There are so many jobs in the water industry — but first you gotta find water,0
An Upworthy &amp; TOMS event: Let's talk about water.,0
See the reason these 'criminals' hate California so bad they want to shoot it.,0
He and his friends are violent people in leather jackets who yell at women. They LOVE this website.,0
A new app helps this Indian city distribute its limited water supply.,0
Everyone deserves to love their body. This blogger has set out to prove it.,0
She had a revolutionary idea: instantly being able to vote if you're eligible to vote. Brilliant!,0
"Once they learn to read that book, they're somebody. They will tell you, I am someBODY. I can read!'",0
Who will help you write a happy ending to your very first love story?,0
"1,500 films were analyzed. The prognosis is grim, but there's hope.",0
"Some politicians want to force this man to use the women's restroom, and it's absolutely ridiculous.",0
A really cool animation about food and what you eat,0
"When we lose somebody, we never know what they will inspire us to do. Meet Essence.",0
They just wanted to make the boy feel normal. They ended up making him feel like a superhero.,0
"He starts talking, and I'm thinking … groan. But he quickly gets me. I see what you did there.",0
A powerful new PSA takes on sexual assault through fresh eyes: Yours.,0
The video every rich and/or powerful person needs to watch on the necessity of a living wage,0
How one family turned their pain into something that helps kids learn to read.,0
Our society is kaput' and other insights from an ageless 88 year old,0
This picture is in a magazine for young girls. Published by a toy company. Ew.,0
Someone asked about his body issues and it made me wonder why he has them,0
"How to be a corrupt congressperson, legally.",0
"The droughts are so intense, girls as young as 7 help get water — and walk miles for hours to do it.",0
"If a hospital said to bring your own water, how would you react? Doris was thankful.",0
"We can't change the Earth by just looking at it, right? Turns out, wrong. Sorta.",0
Women are on exactly zero bills. Isn't it time for a change?,0
History's full of great women doing incredible things. But where? Now there's an app for that.,0
You have to survive. You can't just huddle in your house all day in fear.',0
They looked at our little planet from above and felt something so powerful they had to name it,0
What dating a person who isn't my race taught me about living through a unsatisfying letdown moment.,0
University of Virginia students unify behind beaten classmate.,0
Homesickness made her cry. Then her mom teared up and I was a hot mess.,0
"Graveyards don't have to be creepy; they can be beautiful, and one company has a plan to make that happen.",0
She's writing a skit to make a big point about how women value themselves.,0
Graveyards would be 1000% less creepy if we memorialized our loved ones with trees instead,0
"The tar sands industry is a tragedy up north, and these celebrities want you to know about it.",0
See how one woman's life changed forever when she got a toilet.,0
How Upworthy folks learned to be better allies to one of our own.,0
The kids aren't all right. 7 worldwide photographers share how kids are living climate change.,0
Even super cool husky guides in the Arctic miss home at times.,0
Monica Lewinsky: 'You *can* survive shame and public humiliation.',0
Kate Mara from House of Cards has a way to make Mondays something to get excited about.,0
"Binge-watching made her a star, but Kate Mara's concerned with another kind of over-indulging.",0
"For one man, happiness was as simple as air. For one woman, it was the sound of music.",0
"25 kids are killed and 25,000 are hurt yearly by a 100% avoidable accident. Here's how to avoid it.",0
There are 7 billion answers to the question 'What makes you feel happy?' Here are just a few.,0
"The Xingu River is her home, but a giant dam is about to take it away.",0
Your cell phone is literally a medical device that could save your child's life.,0
Her whole life has been entwined with this river. The river is about to disappear.,0
"They fought long and hard to protect their land, but the end is now in sight.",0
Wall Street earned it. But does the average person deserve it?,0
"Now *that's* what I call an acceptance speech. Thank you, Kerry Washington.<br>",0
It may just be doomed to slowly lose its habitat completely to warming.,0
An ice shelf the size of Rhode Island disintegrated into the sea in just 4 months.,0
"Climate change.' One man is banned from saying it, but those who *can* have a field day with him.",0
"She felt stuck, but wasn't alone. There's 600 thousand people like her.",0
Compare Wall Street bonuses to the total earnings of every minimum wage worker. Go.,0
Are people homeless because they choose to be?,0
"Stop watching this video, step away from your desk, and go do something fun *right now.*",0
Shining a different light inside a Cambodian garment factory. A positive one.,0
Compare Wall Street bonuses to the total earnings of every minimum wage worker. Go.,0
There's a place in Alabama called Tuskegee. 2 very different things happened here.,0
Some of these men became fighter pilots in WWII. The others had a disease that would not be treated.,0
The 5 best parts of the president's conversation with these Girl Scouts about their science project.,0
The people that kinda made the economy implode are making billions of dollars. Can you not?,0
The 5 best parts of the president's conversation with these Girl Scouts about their science project.,0
It's hard to study or have a family because of what happened at 15.,0
See The President and 5 Girl Scouts bond at the White House Science Fair,0
Let's talk turkey about the ruckus beef is causing,0
A fun way to experience breath with the tide. Its wonderful.,0
Life is all about moments. No one in history has been able to hold onto one. Not a single soul.',0
"1 in 5 girls is being denied an education, and it's up to us to change that.",0
It took this man 22 years to carve a road through a mountain with nothing but a hammer and a chisel.,0
Feel like something is holding you back? Maybe there's another way to look at it.,0
What happens when a straight guy pretends to come out to his parents? Comedy gold.,0
Is being colorblind is the best response to racism? NO. Nononononono.,0
Should parents be required to vaccinate their kids?,0
"There's no place like home, unless your mom brings it to you in the Arctic.",0
This is what discrimination looks like in real life. And it hurts.,0
They needed a bipartisan effort and got one. Let's take a look at what *we* saved from a sad list.,0
"His team signed one of the top players in the league, so why is this sportscaster so upset?",0
She was being threatened by people who wouldn't show their faces. Her supporters signed their names.,0
A guy wanted to do something special for his niece. So he put on a dress and took her to the movies.,0
"Even after you listen to his whole thing, you'll say, ""But sugar *does* make my kid hyper."" Nope.",0
Snacks. Bathrobe. Socks. Camera. ... Water? What made Doris' delivery different (yet too common).,0
10 thousand people from 29 countries get to go to medical school for free.,0
In a few years he'll graduate debt-free and be a doctor.,0
An (un)likely group of people get together to smash people's notions of where love can exist.,0
Forget driving while Black … wha'bout FLYING while Black?,0
Dave Chappelle interviewed Maya Angelou about a time she talked to Tupac. But the story goes deeper.,0
One way the TSA 'scans' us at airports and how it means nothing for security.,0
The TSA is being sued for one pretty much useless way it scans us at airports.,0
"We all need this resource to stay alive, but it would be better off without us.",0
Remember Pluto? Probably not like this.,0
Learn how this man came along for the ride to the planet he discovered,0
We've never been this close to Pluto. Here's why it matters.,0
A look at Kenya's anti-rape revolution gives a glimpse at what success looks like.,0
We often take this resource for granted. But it will survive long after we're gone.,0
He interviewed an astronaut before he leaves to live in space *for a year.* Incredible.<br>,0
"Before we can all live on Mars, we need this guy to live in space for 1 year",0
An infographic about how to reduce heart disease and anxiety with one fluffy friend.,0
What he says about mind control proves once and for all — there is nothing weirder than real life.,0
The web is in danger. Here's how we fix it.,0
A scientist studied a group of baboons. He learned something extraordinary about how men behave.,0
This 4th grader isn't just complaining about testing. She actually wants more tests.,0
A fun animation about a caterpillar and a snail puts you in different shoes,0
"This animation is a great, non-confrontational way to talk about privilege",0
"The story of water, told by Penélope Cruz. It's as haunting as it is beautiful.",0
A 9 year old lays the smack down on standardized tests and it's *epic*,0
Mind control is far more common than scientists used to think. Now I'm worried.,0
A gay couple recorded a super sweet song for a baby they haven't met yet.,0
"When another comedian publicly mocked her injury and weight, she responded with this eloquent video.",0
Got a 401-K? Do you know what your money is doing when you're not watching it?,0
"Trevor Noah is taking over the 'Daily Show' from Jon Stewart, and that's super exciting.",0
"When a blacks and whites get together, there are some things to consider.",0
How can we prevent rape? Kenya is working on the answer with this unique program for boys and girls.,0
We assumed women's TV networks would be pro-woman. Silly us.,0
"In 2016, there will be two elections. 99.95% of us won't get to vote in the important one.",0
People find different ways of giving to their communities. His is through a camera.,0
"He's like 'we all belong to more than one country,' let's not make this weird.",0
"Even after the repeal of 'Don't Ask, Don't Tell,' these people can still be fired from the military.",0
These networks promised stories about real women. Who are *these* people?,0
